Time (s),Scaled Tension (kN),Wind Factor,Wave Factor,Wind Reference,Wave Reference
7.9,226.323242836686,0.25,0.3,wind01,wave01
8.0,230.7784697991173,0.25,0.3,wind01,wave01
8.1,219.4655035745912,0.25,0.3,wind01,wave01
8.200000000000001,207.34738037577412,0.25,0.3,wind01,wave01
8.3,188.97950604834728,0.25,0.3,wind01,wave01
8.4,182.967964903522,0.25,0.3,wind01,wave01
8.5,157.75286832231518,0.25,0.3,wind01,wave01
8.6,172.74223050458323,0.25,0.3,wind01,wave01
8.700000000000001,134.57066838523963,0.25,0.3,wind01,wave01
8.8,171.4712020116062,0.25,0.3,wind01,wave01
8.9,173.22063310942397,0.25,0.3,wind01,wave01
9.0,170.68405951552378,0.25,0.3,wind01,wave01
9.1,183.00139170008944,0.25,0.3,wind01,wave01
9.200000000000001,153.74881751142763,0.25,0.3,wind01,wave01
9.3,171.70272060936023,0.25,0.3,wind01,wave01
9.4,182.12413853365132,0.25,0.3,wind01,wave01
9.5,172.08149475862777,0.25,0.3,wind01,wave01
9.600000000000001,190.99513420636157,0.25,0.3,wind01,wave01
9.700000000000001,183.06391551902215,0.25,0.3,wind01,wave01
9.8,177.99652103840327,0.25,0.3,wind01,wave01
9.9,160.40458836899995,0.25,0.3,wind01,wave01
10.0,170.39103295939998,0.25,0.3,wind01,wave01
10.100000000000001,177.87013220884677,0.25,0.3,wind01,wave01
10.200000000000001,158.30257474249146,0.25,0.3,wind01,wave01
10.3,168.01395626709018,0.25,0.3,wind01,wave01
10.4,155.39571828889774,0.25,0.3,wind01,wave01
10.5,165.51107682517215,0.25,0.3,wind01,wave01
10.600000000000001,163.0496712316128,0.25,0.3,wind01,wave01
10.700000000000001,135.75208208862236,0.25,0.3,wind01,wave01
10.8,131.2145112806046,0.25,0.3,wind01,wave01
10.9,139.46808536917828,0.25,0.3,wind01,wave01
11.0,150.64705968033928,0.25,0.3,wind01,wave01
11.100000000000001,134.61719936777936,0.25,0.3,wind01,wave01
11.200000000000001,170.49014971495933,0.25,0.3,wind01,wave01
11.3,137.71805706260778,0.25,0.3,wind01,wave01
11.4,169.03473270637107,0.25,0.3,wind01,wave01
11.5,150.11272692910083,0.25,0.3,wind01,wave01
11.600000000000001,197.2745314338932,0.25,0.3,wind01,wave01
11.700000000000001,160.8838779057163,0.25,0.3,wind01,wave01
11.8,176.1971155119939,0.25,0.3,wind01,wave01
11.9,179.6262647933567,0.25,0.3,wind01,wave01
12.0,171.8985277534714,0.25,0.3,wind01,wave01
12.100000000000001,169.78392189831234,0.25,0.3,wind01,wave01
12.200000000000001,158.94520337324693,0.25,0.3,wind01,wave01
12.3,171.61160770767597,0.25,0.3,wind01,wave01
12.4,196.9900955348358,0.25,0.3,wind01,wave01
12.5,135.28373239815744,0.25,0.3,wind01,wave01
12.600000000000001,174.58299537883568,0.25,0.3,wind01,wave01
12.700000000000001,182.44230702080057,0.25,0.3,wind01,wave01
12.8,149.3290904227185,0.25,0.3,wind01,wave01
12.9,152.57728171146277,0.25,0.3,wind01,wave01
13.0,164.7712620688956,0.25,0.3,wind01,wave01
13.100000000000001,157.22486879062347,0.25,0.3,wind01,wave01
13.200000000000001,199.59293468060673,0.25,0.3,wind01,wave01
13.3,178.15689505693328,0.25,0.3,wind01,wave01
13.4,169.52132812387333,0.25,0.3,wind01,wave01
13.5,179.4487187192558,0.25,0.3,wind01,wave01
13.600000000000001,202.3716451286408,0.25,0.3,wind01,wave01
13.700000000000001,186.46625978111194,0.25,0.3,wind01,wave01
13.8,198.1054301472439,0.25,0.3,wind01,wave01
13.9,228.18795757352143,0.25,0.3,wind01,wave01
14.0,169.29868478664832,0.25,0.3,wind01,wave01
14.100000000000001,206.2479739906895,0.25,0.3,wind01,wave01
14.200000000000001,201.17421932921283,0.25,0.3,wind01,wave01
14.3,191.54243491103887,0.25,0.3,wind01,wave01
14.4,205.02585564038606,0.25,0.3,wind01,wave01
14.5,193.23251767757645,0.25,0.3,wind01,wave01
14.600000000000001,195.21264344737804,0.25,0.3,wind01,wave01
14.700000000000001,158.9421086210032,0.25,0.3,wind01,wave01
14.8,180.84650927651143,0.25,0.3,wind01,wave01
14.9,184.53619745802862,0.25,0.3,wind01,wave01
15.0,220.11210771150488,0.25,0.3,wind01,wave01
15.100000000000001,189.48901631672354,0.25,0.3,wind01,wave01
15.200000000000001,180.90032714510022,0.25,0.3,wind01,wave01
15.3,198.73996719312873,0.25,0.3,wind01,wave01
15.4,214.69933789722594,0.25,0.3,wind01,wave01
15.5,201.24959940718588,0.25,0.3,wind01,wave01
15.600000000000001,227.28645470512106,0.25,0.3,wind01,wave01
15.700000000000001,203.6935614916249,0.25,0.3,wind01,wave01
15.8,217.62005684957592,0.25,0.3,wind01,wave01
15.9,201.44620709379095,0.25,0.3,wind01,wave01
16.0,227.79412803325448,0.25,0.3,wind01,wave01
16.1,231.41593484159793,0.25,0.3,wind01,wave01
16.2,206.63647271355217,0.25,0.3,wind01,wave01
16.3,181.6189598347345,0.25,0.3,wind01,wave01
16.400000000000002,220.99076256881744,0.25,0.3,wind01,wave01
16.5,194.40798188668128,0.25,0.3,wind01,wave01
16.6,230.06393637912015,0.25,0.3,wind01,wave01
16.7,192.41821048430825,0.25,0.3,wind01,wave01
16.8,200.88056602128182,0.25,0.3,wind01,wave01
16.900000000000002,198.08481116968863,0.25,0.3,wind01,wave01
17.0,177.34554658616148,0.25,0.3,wind01,wave01
17.1,193.9256757936938,0.25,0.3,wind01,wave01
17.2,190.94703448112222,0.25,0.3,wind01,wave01
17.3,189.54316603002178,0.25,0.3,wind01,wave01
17.400000000000002,220.80873504306703,0.25,0.3,wind01,wave01
17.5,207.52907311300032,0.25,0.3,wind01,wave01
17.6,218.99324609575817,0.25,0.3,wind01,wave01
17.7,188.09792631833892,0.25,0.3,wind01,wave01
17.8,228.3708394070659,0.25,0.3,wind01,wave01
17.900000000000002,215.46352677176452,0.25,0.3,wind01,wave01
18.0,223.21609108544817,0.25,0.3,wind01,wave01
18.1,197.22288994798134,0.25,0.3,wind01,wave01
18.2,184.048741796566,0.25,0.3,wind01,wave01
18.3,209.20447541030367,0.25,0.3,wind01,wave01
18.400000000000002,186.56106054098078,0.25,0.3,wind01,wave01
18.5,177.67880749823485,0.25,0.3,wind01,wave01
18.6,162.00170692671827,0.25,0.3,wind01,wave01
18.7,204.57703779067486,0.25,0.3,wind01,wave01
18.8,164.85398473513374,0.25,0.3,wind01,wave01
18.900000000000002,163.69402955803884,0.25,0.3,wind01,wave01
19.0,180.61928292899677,0.25,0.3,wind01,wave01
19.1,153.58453153215768,0.25,0.3,wind01,wave01
19.200000000000003,159.76769613891176,0.25,0.3,wind01,wave01
19.3,192.76122190710623,0.25,0.3,wind01,wave01
19.400000000000002,147.96533726093008,0.25,0.3,wind01,wave01
19.5,179.1105181628742,0.25,0.3,wind01,wave01
19.6,167.0557335887565,0.25,0.3,wind01,wave01
19.700000000000003,175.64805260468682,0.25,0.3,wind01,wave01
19.8,195.22500687398082,0.25,0.3,wind01,wave01
19.900000000000002,164.2533640282206,0.25,0.3,wind01,wave01
20.0,174.07299843622252,0.25,0.3,wind01,wave01
20.1,163.00508451111762,0.25,0.3,wind01,wave01
20.200000000000003,207.51494220410706,0.25,0.3,wind01,wave01
20.3,182.06866538768116,0.25,0.3,wind01,wave01
20.400000000000002,130.66974399382943,0.25,0.3,wind01,wave01
20.5,176.9019406924046,0.25,0.3,wind01,wave01
20.6,148.77925726848,0.25,0.3,wind01,wave01
20.700000000000003,162.87703367241704,0.25,0.3,wind01,wave01
20.8,133.62002896564343,0.25,0.3,wind01,wave01
20.900000000000002,147.51380938695692,0.25,0.3,wind01,wave01
21.0,180.05371815173163,0.25,0.3,wind01,wave01
21.1,147.13638393160824,0.25,0.3,wind01,wave01
21.200000000000003,135.08076763521203,0.25,0.3,wind01,wave01
21.3,137.19902006127055,0.25,0.3,wind01,wave01
21.400000000000002,151.0268407783451,0.25,0.3,wind01,wave01
21.5,151.45788839865355,0.25,0.3,wind01,wave01
21.6,166.04663911575312,0.25,0.3,wind01,wave01
21.700000000000003,173.67097275876628,0.25,0.3,wind01,wave01
21.8,163.51170189835193,0.25,0.3,wind01,wave01
21.900000000000002,179.21577089365277,0.25,0.3,wind01,wave01
22.0,202.2031784476756,0.25,0.3,wind01,wave01
22.1,154.6349682258333,0.25,0.3,wind01,wave01
22.200000000000003,169.84284342867272,0.25,0.3,wind01,wave01
22.3,220.94103960869705,0.25,0.3,wind01,wave01
22.400000000000002,172.18235182704652,0.25,0.3,wind01,wave01
22.5,148.23221732547984,0.25,0.3,wind01,wave01
22.6,141.38583901927205,0.25,0.3,wind01,wave01
22.700000000000003,162.55816237980036,0.25,0.3,wind01,wave01
22.8,169.60238723110672,0.25,0.3,wind01,wave01
22.900000000000002,157.0414005332089,0.25,0.3,wind01,wave01
23.0,155.95389270849097,0.25,0.3,wind01,wave01
23.1,176.37169211557602,0.25,0.3,wind01,wave01
23.200000000000003,170.81005208731534,0.25,0.3,wind01,wave01
23.3,152.27134716421025,0.25,0.3,wind01,wave01
23.400000000000002,174.63688722458488,0.25,0.3,wind01,wave01
23.5,212.83747176368524,0.25,0.3,wind01,wave01
23.6,184.41458415505565,0.25,0.3,wind01,wave01
23.700000000000003,202.2612060494715,0.25,0.3,wind01,wave01
23.8,184.46217782154608,0.25,0.3,wind01,wave01
23.900000000000002,199.59593713415836,0.25,0.3,wind01,wave01
24.0,207.8283691785289,0.25,0.3,wind01,wave01
24.1,187.5287141066835,0.25,0.3,wind01,wave01
24.200000000000003,210.045363682467,0.25,0.3,wind01,wave01
24.3,203.95171274114028,0.25,0.3,wind01,wave01
24.400000000000002,193.58325353063753,0.25,0.3,wind01,wave01
24.5,192.26318450866788,0.25,0.3,wind01,wave01
24.6,194.7690327472902,0.25,0.3,wind01,wave01
24.700000000000003,195.61981402267486,0.25,0.3,wind01,wave01
24.8,148.58482098228342,0.25,0.3,wind01,wave01
24.900000000000002,187.29826119726175,0.25,0.3,wind01,wave01
25.0,186.1858649469694,0.25,0.3,wind01,wave01
25.1,182.7597281308311,0.25,0.3,wind01,wave01
25.200000000000003,240.93751839048403,0.25,0.3,wind01,wave01
25.3,216.15460596477914,0.25,0.3,wind01,wave01
25.400000000000002,210.7548668855075,0.25,0.3,wind01,wave01
25.5,203.09769227013828,0.25,0.3,wind01,wave01
25.6,235.38274625521746,0.25,0.3,wind01,wave01
25.700000000000003,211.16902087728522,0.25,0.3,wind01,wave01
25.8,206.3531930356113,0.25,0.3,wind01,wave01
25.900000000000002,242.5610019750394,0.25,0.3,wind01,wave01
26.0,259.10901568776717,0.25,0.3,wind01,wave01
26.1,230.80973745687973,0.25,0.3,wind01,wave01
26.200000000000003,218.85016679525188,0.25,0.3,wind01,wave01
26.3,228.91817178363186,0.25,0.3,wind01,wave01
26.400000000000002,199.1001895522927,0.25,0.3,wind01,wave01
26.5,198.93500551375192,0.25,0.3,wind01,wave01
26.6,207.56621973968268,0.25,0.3,wind01,wave01
26.700000000000003,208.18307105577483,0.25,0.3,wind01,wave01
26.8,206.87467743738793,0.25,0.3,wind01,wave01
26.900000000000002,190.9239310968806,0.25,0.3,wind01,wave01
27.0,172.76006622783322,0.25,0.3,wind01,wave01
27.1,205.88804168581663,0.25,0.3,wind01,wave01
27.200000000000003,204.22648212059315,0.25,0.3,wind01,wave01
27.3,185.06033207133953,0.25,0.3,wind01,wave01
27.400000000000002,212.10547597794107,0.25,0.3,wind01,wave01
27.5,202.30463343836163,0.25,0.3,wind01,wave01
27.6,212.15771454375724,0.25,0.3,wind01,wave01
27.700000000000003,209.00887083295356,0.25,0.3,wind01,wave01
27.8,196.3516923207004,0.25,0.3,wind01,wave01
27.900000000000002,218.66231187303435,0.25,0.3,wind01,wave01
28.0,202.77767629955582,0.25,0.3,wind01,wave01
28.1,218.9073926877357,0.25,0.3,wind01,wave01
28.200000000000003,228.29621809405552,0.25,0.3,wind01,wave01
28.3,205.55626779228544,0.25,0.3,wind01,wave01
28.400000000000002,190.75725850805065,0.25,0.3,wind01,wave01
28.5,163.64681688813616,0.25,0.3,wind01,wave01
28.6,172.05392220473857,0.25,0.3,wind01,wave01
28.700000000000003,189.05402973020284,0.25,0.3,wind01,wave01
28.8,193.57167052605126,0.25,0.3,wind01,wave01
28.900000000000002,161.85860728318806,0.25,0.3,wind01,wave01
29.0,136.05281608010418,0.25,0.3,wind01,wave01
29.1,179.2975428312931,0.25,0.3,wind01,wave01
29.200000000000003,169.61335088183378,0.25,0.3,wind01,wave01
29.3,168.51993921723812,0.25,0.3,wind01,wave01
29.400000000000002,161.3597202819691,0.25,0.3,wind01,wave01
29.5,183.0112584645236,0.25,0.3,wind01,wave01
29.6,161.85401055928781,0.25,0.3,wind01,wave01
29.700000000000003,158.83974750913137,0.25,0.3,wind01,wave01
29.8,172.2065787647345,0.25,0.3,wind01,wave01
29.900000000000002,184.81526678082514,0.25,0.3,wind01,wave01
30.0,171.00017734822666,0.25,0.3,wind01,wave01
30.1,153.4874396613178,0.25,0.3,wind01,wave01
30.200000000000003,179.42145300992888,0.25,0.3,wind01,wave01
30.3,183.4670955382287,0.25,0.3,wind01,wave01
30.400000000000002,140.65308463859856,0.25,0.3,wind01,wave01
30.5,140.54288787386957,0.25,0.3,wind01,wave01
30.6,150.30461052110144,0.25,0.3,wind01,wave01
30.700000000000003,171.49530209122048,0.25,0.3,wind01,wave01
30.8,135.53695188669542,0.25,0.3,wind01,wave01
30.900000000000002,136.97743385057998,0.25,0.3,wind01,wave01
31.0,140.08283347264097,0.25,0.3,wind01,wave01
31.1,157.31026516491139,0.25,0.3,wind01,wave01
31.200000000000003,139.17663210984824,0.25,0.3,wind01,wave01
31.3,147.24843406309452,0.25,0.3,wind01,wave01
31.400000000000002,165.7760123322803,0.25,0.3,wind01,wave01
31.5,189.70807477694692,0.25,0.3,wind01,wave01
31.6,191.92115405201656,0.25,0.3,wind01,wave01
31.700000000000003,179.2115258238627,0.25,0.3,wind01,wave01
31.8,192.02635318263663,0.25,0.3,wind01,wave01
31.900000000000002,160.13280172001618,0.25,0.3,wind01,wave01
32.0,198.38707867892413,0.25,0.3,wind01,wave01
32.1,174.35490051671903,0.25,0.3,wind01,wave01
32.2,163.8209196457882,0.25,0.3,wind01,wave01
32.300000000000004,187.91399396500515,0.25,0.3,wind01,wave01
32.4,163.90846943156657,0.25,0.3,wind01,wave01
32.5,151.12596134171736,0.25,0.3,wind01,wave01
32.6,163.87133224561796,0.25,0.3,wind01,wave01
32.7,169.5030892976787,0.25,0.3,wind01,wave01
32.800000000000004,162.8097682064043,0.25,0.3,wind01,wave01
32.9,156.10298582253853,0.25,0.3,wind01,wave01
33.0,204.63075714241813,0.25,0.3,wind01,wave01
33.1,155.27165882984846,0.25,0.3,wind01,wave01
33.2,186.6872209150289,0.25,0.3,wind01,wave01
33.300000000000004,185.77969424148972,0.25,0.3,wind01,wave01
33.4,183.80672516943235,0.25,0.3,wind01,wave01
33.5,192.9067597317822,0.25,0.3,wind01,wave01
33.6,202.92775438746588,0.25,0.3,wind01,wave01
33.7,177.90632680558866,0.25,0.3,wind01,wave01
33.800000000000004,204.2098002090073,0.25,0.3,wind01,wave01
33.9,214.3948356619469,0.25,0.3,wind01,wave01
34.0,187.3706776376249,0.25,0.3,wind01,wave01
34.1,205.54843821511326,0.25,0.3,wind01,wave01
34.2,206.9414534135171,0.25,0.3,wind01,wave01
34.300000000000004,187.87808163388044,0.25,0.3,wind01,wave01
34.4,191.1892778624581,0.25,0.3,wind01,wave01
34.5,183.48688723515096,0.25,0.3,wind01,wave01
34.6,176.3070968974087,0.25,0.3,wind01,wave01
34.7,191.77628545421462,0.25,0.3,wind01,wave01
34.800000000000004,164.29661563887464,0.25,0.3,wind01,wave01
34.9,191.7187918540224,0.25,0.3,wind01,wave01
35.0,216.7908530212947,0.25,0.3,wind01,wave01
35.1,182.02908258340193,0.25,0.3,wind01,wave01
35.2,177.00572006879727,0.25,0.3,wind01,wave01
35.300000000000004,223.47067751335942,0.25,0.3,wind01,wave01
35.4,194.94784232865698,0.25,0.3,wind01,wave01
35.5,219.12163180836887,0.25,0.3,wind01,wave01
35.6,248.33652107195763,0.25,0.3,wind01,wave01
35.7,200.75296957077256,0.25,0.3,wind01,wave01
35.800000000000004,188.65435970926424,0.25,0.3,wind01,wave01
35.9,223.38357140344755,0.25,0.3,wind01,wave01
36.0,227.94360286415372,0.25,0.3,wind01,wave01
36.1,241.06983983601594,0.25,0.3,wind01,wave01
36.2,220.47258979048775,0.25,0.3,wind01,wave01
36.300000000000004,216.37347317172848,0.25,0.3,wind01,wave01
36.4,234.64957059625212,0.25,0.3,wind01,wave01
36.5,232.31870004180502,0.25,0.3,wind01,wave01
36.6,211.25608617458175,0.25,0.3,wind01,wave01
36.7,162.37497947628964,0.25,0.3,wind01,wave01
36.800000000000004,171.30423817445518,0.25,0.3,wind01,wave01
36.9,182.3731956712304,0.25,0.3,wind01,wave01
37.0,191.3914069580092,0.25,0.3,wind01,wave01
37.1,192.66565334818472,0.25,0.3,wind01,wave01
37.2,207.67667098234574,0.25,0.3,wind01,wave01
37.300000000000004,199.36410062473772,0.25,0.3,wind01,wave01
37.4,206.30713399190017,0.25,0.3,wind01,wave01
37.5,239.06545433218494,0.25,0.3,wind01,wave01
37.6,218.92138556863677,0.25,0.3,wind01,wave01
37.7,218.19659008194697,0.25,0.3,wind01,wave01
37.800000000000004,228.6938191086275,0.25,0.3,wind01,wave01
37.9,215.4998928817227,0.25,0.3,wind01,wave01
38.0,242.44177463095974,0.25,0.3,wind01,wave01
38.1,189.84979774085613,0.25,0.3,wind01,wave01
38.2,189.84184071652106,0.25,0.3,wind01,wave01
38.300000000000004,184.4266371318735,0.25,0.3,wind01,wave01
38.400000000000006,190.18989636436135,0.25,0.3,wind01,wave01
38.5,199.5337553062198,0.25,0.3,wind01,wave01
38.6,172.22968348048616,0.25,0.3,wind01,wave01
38.7,155.94452370401706,0.25,0.3,wind01,wave01
38.800000000000004,182.17425855911213,0.25,0.3,wind01,wave01
38.900000000000006,182.8727986400884,0.25,0.3,wind01,wave01
39.0,152.93086008765312,0.25,0.3,wind01,wave01
39.1,167.3928202583497,0.25,0.3,wind01,wave01
39.2,137.28035990597505,0.25,0.3,wind01,wave01
39.300000000000004,160.45721175962078,0.25,0.3,wind01,wave01
39.400000000000006,164.25744108534158,0.25,0.3,wind01,wave01
39.5,171.89171853065307,0.25,0.3,wind01,wave01
39.6,194.84808076161968,0.25,0.3,wind01,wave01
39.7,167.7557148706925,0.25,0.3,wind01,wave01
39.800000000000004,197.41384039187474,0.25,0.3,wind01,wave01
39.900000000000006,176.41134828091555,0.25,0.3,wind01,wave01
40.0,178.17453592929274,0.25,0.3,wind01,wave01
40.1,171.12540246259067,0.25,0.3,wind01,wave01
40.2,165.9867870747434,0.25,0.3,wind01,wave01
40.300000000000004,170.96667777982475,0.25,0.3,wind01,wave01
40.400000000000006,160.4570061666061,0.25,0.3,wind01,wave01
40.5,187.41661649885455,0.25,0.3,wind01,wave01
40.6,146.83382986284994,0.25,0.3,wind01,wave01
40.7,157.98160957984504,0.25,0.3,wind01,wave01
40.800000000000004,123.49742886397911,0.25,0.3,wind01,wave01
40.900000000000006,158.26319380217407,0.25,0.3,wind01,wave01
41.0,161.4123105841305,0.25,0.3,wind01,wave01
41.1,148.61072018659834,0.25,0.3,wind01,wave01
41.2,128.0667771544942,0.25,0.3,wind01,wave01
41.300000000000004,164.91254366079505,0.25,0.3,wind01,wave01
41.400000000000006,187.2268681583577,0.25,0.3,wind01,wave01
41.5,142.52975022413693,0.25,0.3,wind01,wave01
41.6,162.19980586636663,0.25,0.3,wind01,wave01
41.7,184.8764395169096,0.25,0.3,wind01,wave01
41.800000000000004,182.82580245938874,0.25,0.3,wind01,wave01
41.900000000000006,172.64791013484893,0.25,0.3,wind01,wave01
42.0,159.1837646080465,0.25,0.3,wind01,wave01
42.1,165.1431471662305,0.25,0.3,wind01,wave01
42.2,178.84341007764442,0.25,0.3,wind01,wave01
42.300000000000004,180.36687576406393,0.25,0.3,wind01,wave01
42.400000000000006,142.75166236090558,0.25,0.3,wind01,wave01
42.5,173.64570293596591,0.25,0.3,wind01,wave01
42.6,146.60884264146853,0.25,0.3,wind01,wave01
42.7,166.31416808455452,0.25,0.3,wind01,wave01
42.800000000000004,176.52144763224024,0.25,0.3,wind01,wave01
42.900000000000006,139.13194207979993,0.25,0.3,wind01,wave01
43.0,154.16490509216612,0.25,0.3,wind01,wave01
43.1,120.19586865092538,0.25,0.3,wind01,wave01
43.2,156.5361176324175,0.25,0.3,wind01,wave01
43.300000000000004,151.76538827647806,0.25,0.3,wind01,wave01
43.400000000000006,180.69343247791625,0.25,0.3,wind01,wave01
43.5,187.71053943659598,0.25,0.3,wind01,wave01
43.6,170.8510151796845,0.25,0.3,wind01,wave01
43.7,195.07042729751663,0.25,0.3,wind01,wave01
43.800000000000004,195.00175618426735,0.25,0.3,wind01,wave01
43.900000000000006,216.33867312442803,0.25,0.3,wind01,wave01
44.0,196.47940712887618,0.25,0.3,wind01,wave01
44.1,226.78828114221673,0.25,0.3,wind01,wave01
44.2,184.60163173204506,0.25,0.3,wind01,wave01
44.300000000000004,216.494158631659,0.25,0.3,wind01,wave01
44.400000000000006,188.63020958253406,0.25,0.3,wind01,wave01
44.5,194.00143999947255,0.25,0.3,wind01,wave01
44.6,186.5207686089671,0.25,0.3,wind01,wave01
44.7,177.3345596966614,0.25,0.3,wind01,wave01
44.800000000000004,169.99386942477398,0.25,0.3,wind01,wave01
44.900000000000006,189.86513456091473,0.25,0.3,wind01,wave01
45.0,182.74781750393035,0.25,0.3,wind01,wave01
45.1,210.2710444101667,0.25,0.3,wind01,wave01
45.2,175.15316656270295,0.25,0.3,wind01,wave01
45.300000000000004,205.13551079398718,0.25,0.3,wind01,wave01
45.400000000000006,180.7759057985677,0.25,0.3,wind01,wave01
45.5,192.28180069168687,0.25,0.3,wind01,wave01
45.6,195.79651548404905,0.25,0.3,wind01,wave01
45.7,241.42937575248374,0.25,0.3,wind01,wave01
45.800000000000004,209.8765367556496,0.25,0.3,wind01,wave01
45.900000000000006,214.05181049782215,0.25,0.3,wind01,wave01
46.0,213.34050287189467,0.25,0.3,wind01,wave01
46.1,204.88061655161312,0.25,0.3,wind01,wave01
46.2,204.61135195648362,0.25,0.3,wind01,wave01
46.300000000000004,209.95450426084903,0.25,0.3,wind01,wave01
46.400000000000006,211.8339408566124,0.25,0.3,wind01,wave01
46.5,205.46777228119987,0.25,0.3,wind01,wave01
46.6,185.25470983346582,0.25,0.3,wind01,wave01
46.7,186.02506206190077,0.25,0.3,wind01,wave01
46.800000000000004,195.97932862778532,0.25,0.3,wind01,wave01
46.900000000000006,189.5568246014,0.25,0.3,wind01,wave01
47.0,201.75143232837695,0.25,0.3,wind01,wave01
47.1,187.80275607339263,0.25,0.3,wind01,wave01
