case_id,response_name,value_type,value,record_json
ansys-2094-padeye-20260912T221414Z/coarse,peak_z_mm,decimal,0,"{""case_id"":""ansys-2094-padeye-20260912T221414Z/coarse"",""dataset_id"":""ansys-retained-evidence"",""response"":{""calculation_status"":""computed"",""definition"":""historical APDL digest field: peak_z_mm"",""evidence_ids"":[""retained-native/ansys-2094-padeye-20260912T221414Z/coarse/padeye_result.csv""],""inherited_findings"":[""broad-review-unresolved"",""original-padeye-force-channel"",""padeye-mesh-sensitivity"",""padeye-shape-warning"",""padeye-model-basis"",""pressure-original-shape"",""pressure-source-authentication"",""pressure-no-response"",""pv-code-basis"",""mudmat-physical-comparator"",""original-golden-source"",""unmapped-finding"",""mudmat-operative-load-comment-disagrees""],""limitations"":[""diagnostic-only"",""inherited-review-unresolved""],""location"":""source digest; spatial qualification unresolved"",""name"":""peak_z_mm"",""observed_value"":""0"",""unit"":""mm"",""value"":""0""},""revision"":""r1"",""row_hash"":""f45e2bc435e0f46d7fe6df7349ca7e2ae35b58c4cebabbc704ccb78930c25d50""}"
ansys-2094-padeye-20260912T221414Z/coarse,mesh_size_mm,decimal,10,"{""case_id"":""ansys-2094-padeye-20260912T221414Z/coarse"",""dataset_id"":""ansys-retained-evidence"",""response"":{""calculation_status"":""computed"",""definition"":""historical APDL digest field: mesh_size_mm"",""evidence_ids"":[""retained-native/ansys-2094-padeye-20260912T221414Z/coarse/padeye_result.csv""],""inherited_findings"":[""broad-review-unresolved"",""original-padeye-force-channel"",""padeye-mesh-sensitivity"",""padeye-shape-warning"",""padeye-model-basis"",""pressure-original-shape"",""pressure-source-authentication"",""pressure-no-response"",""pv-code-basis"",""mudmat-physical-comparator"",""original-golden-source"",""unmapped-finding"",""mudmat-operative-load-comment-disagrees""],""limitations"":[""diagnostic-only"",""inherited-review-unresolved""],""location"":""source digest; spatial qualification unresolved"",""name"":""mesh_size_mm"",""observed_value"":""10"",""unit"":""mm"",""value"":""10""},""revision"":""r1"",""row_hash"":""f45e2bc435e0f46d7fe6df7349ca7e2ae35b58c4cebabbc704ccb78930c25d50""}"
ansys-2094-padeye-20260912T221414Z/coarse,loaded_node_count,decimal,15,"{""case_id"":""ansys-2094-padeye-20260912T221414Z/coarse"",""dataset_id"":""ansys-retained-evidence"",""response"":{""calculation_status"":""computed"",""definition"":""historical APDL digest field: loaded_node_count"",""evidence_ids"":[""retained-native/ansys-2094-padeye-20260912T221414Z/coarse/padeye_result.csv""],""inherited_findings"":[""broad-review-unresolved"",""original-padeye-force-channel"",""padeye-mesh-sensitivity"",""padeye-shape-warning"",""padeye-model-basis"",""pressure-original-shape"",""pressure-source-authentication"",""pressure-no-response"",""pv-code-basis"",""mudmat-physical-comparator"",""original-golden-source"",""unmapped-finding"",""mudmat-operative-load-comment-disagrees""],""limitations"":[""diagnostic-only"",""inherited-review-unresolved""],""location"":""source digest; spatial qualification unresolved"",""name"":""loaded_node_count"",""observed_value"":""15"",""unit"":""count"",""value"":""15""},""revision"":""r1"",""row_hash"":""f45e2bc435e0f46d7fe6df7349ca7e2ae35b58c4cebabbc704ccb78930c25d50""}"
ansys-2094-padeye-20260912T221414Z/coarse,mesh_node_count,decimal,1207,"{""case_id"":""ansys-2094-padeye-20260912T221414Z/coarse"",""dataset_id"":""ansys-retained-evidence"",""response"":{""calculation_status"":""computed"",""definition"":""historical APDL digest field: mesh_node_count"",""evidence_ids"":[""retained-native/ansys-2094-padeye-20260912T221414Z/coarse/padeye_result.csv""],""inherited_findings"":[""broad-review-unresolved"",""original-padeye-force-channel"",""padeye-mesh-sensitivity"",""padeye-shape-warning"",""padeye-model-basis"",""pressure-original-shape"",""pressure-source-authentication"",""pressure-no-response"",""pv-code-basis"",""mudmat-physical-comparator"",""original-golden-source"",""unmapped-finding"",""mudmat-operative-load-comment-disagrees""],""limitations"":[""diagnostic-only"",""inherited-review-unresolved""],""location"":""source digest; spatial qualification unresolved"",""name"":""mesh_node_count"",""observed_value"":""1207"",""unit"":""count"",""value"":""1207""},""revision"":""r1"",""row_hash"":""f45e2bc435e0f46d7fe6df7349ca7e2ae35b58c4cebabbc704ccb78930c25d50""}"
ansys-2094-padeye-20260912T221414Z/coarse,mesh_element_count,decimal,1123,"{""case_id"":""ansys-2094-padeye-20260912T221414Z/coarse"",""dataset_id"":""ansys-retained-evidence"",""response"":{""calculation_status"":""computed"",""definition"":""historical APDL digest field: mesh_element_count"",""evidence_ids"":[""retained-native/ansys-2094-padeye-20260912T221414Z/coarse/padeye_result.csv""],""inherited_findings"":[""broad-review-unresolved"",""original-padeye-force-channel"",""padeye-mesh-sensitivity"",""padeye-shape-warning"",""padeye-model-basis"",""pressure-original-shape"",""pressure-source-authentication"",""pressure-no-response"",""pv-code-basis"",""mudmat-physical-comparator"",""original-golden-source"",""unmapped-finding"",""mudmat-operative-load-comment-disagrees""],""limitations"":[""diagnostic-only"",""inherited-review-unresolved""],""location"":""source digest; spatial qualification unresolved"",""name"":""mesh_element_count"",""observed_value"":""1123"",""unit"":""count"",""value"":""1123""},""revision"":""r1"",""row_hash"":""f45e2bc435e0f46d7fe6df7349ca7e2ae35b58c4cebabbc704ccb78930c25d50""}"
ansys-2094-padeye-20260912T221414Z/coarse,applied_fx_n,decimal,0,"{""case_id"":""ansys-2094-padeye-20260912T221414Z/coarse"",""dataset_id"":""ansys-retained-evidence"",""response"":{""calculation_status"":""computed"",""definition"":""historical APDL digest field: applied_fx_n"",""evidence_ids"":[""retained-native/ansys-2094-padeye-20260912T221414Z/coarse/padeye_result.csv""],""inherited_findings"":[""broad-review-unresolved"",""original-padeye-force-channel"",""padeye-mesh-sensitivity"",""padeye-shape-warning"",""padeye-model-basis"",""pressure-original-shape"",""pressure-source-authentication"",""pressure-no-response"",""pv-code-basis"",""mudmat-physical-comparator"",""original-golden-source"",""unmapped-finding"",""mudmat-operative-load-comment-disagrees""],""limitations"":[""diagnostic-only"",""inherited-review-unresolved""],""location"":""source digest; spatial qualification unresolved"",""name"":""applied_fx_n"",""observed_value"":""0"",""unit"":""N"",""value"":""0""},""revision"":""r1"",""row_hash"":""f45e2bc435e0f46d7fe6df7349ca7e2ae35b58c4cebabbc704ccb78930c25d50""}"
ansys-2094-padeye-20260912T221414Z/coarse,applied_fy_n,decimal,50000,"{""case_id"":""ansys-2094-padeye-20260912T221414Z/coarse"",""dataset_id"":""ansys-retained-evidence"",""response"":{""calculation_status"":""computed"",""definition"":""historical APDL digest field: applied_fy_n"",""evidence_ids"":[""retained-native/ansys-2094-padeye-20260912T221414Z/coarse/padeye_result.csv""],""inherited_findings"":[""broad-review-unresolved"",""original-padeye-force-channel"",""padeye-mesh-sensitivity"",""padeye-shape-warning"",""padeye-model-basis"",""pressure-original-shape"",""pressure-source-authentication"",""pressure-no-response"",""pv-code-basis"",""mudmat-physical-comparator"",""original-golden-source"",""unmapped-finding"",""mudmat-operative-load-comment-disagrees""],""limitations"":[""diagnostic-only"",""inherited-review-unresolved""],""location"":""source digest; spatial qualification unresolved"",""name"":""applied_fy_n"",""observed_value"":""50000"",""unit"":""N"",""value"":""50000""},""revision"":""r1"",""row_hash"":""f45e2bc435e0f46d7fe6df7349ca7e2ae35b58c4cebabbc704ccb78930c25d50""}"
ansys-2094-padeye-20260912T221414Z/coarse,reaction_fx_n,null,,"{""case_id"":""ansys-2094-padeye-20260912T221414Z/coarse"",""dataset_id"":""ansys-retained-evidence"",""response"":{""calculation_status"":""failed"",""definition"":""historical APDL digest field: reaction_fx_n"",""evidence_ids"":[""retained-native/ansys-2094-padeye-20260912T221414Z/coarse/padeye_result.csv""],""inherited_findings"":[""broad-review-unresolved"",""original-padeye-force-channel"",""padeye-mesh-sensitivity"",""padeye-shape-warning"",""padeye-model-basis"",""pressure-original-shape"",""pressure-source-authentication"",""pressure-no-response"",""pv-code-basis"",""mudmat-physical-comparator"",""original-golden-source"",""unmapped-finding"",""mudmat-operative-load-comment-disagrees""],""limitations"":[""diagnostic-only"",""inherited-review-unresolved"",""invalid-original-force-channel""],""location"":""source digest; spatial qualification unresolved"",""name"":""reaction_fx_n"",""observed_value"":""-0.0000000745058059692"",""unit"":""N"",""value"":null},""revision"":""r1"",""row_hash"":""f45e2bc435e0f46d7fe6df7349ca7e2ae35b58c4cebabbc704ccb78930c25d50""}"
ansys-2094-padeye-20260912T221414Z/coarse,reaction_fy_n,null,,"{""case_id"":""ansys-2094-padeye-20260912T221414Z/coarse"",""dataset_id"":""ansys-retained-evidence"",""response"":{""calculation_status"":""failed"",""definition"":""historical APDL digest field: reaction_fy_n"",""evidence_ids"":[""retained-native/ansys-2094-padeye-20260912T221414Z/coarse/padeye_result.csv""],""inherited_findings"":[""broad-review-unresolved"",""original-padeye-force-channel"",""padeye-mesh-sensitivity"",""padeye-shape-warning"",""padeye-model-basis"",""pressure-original-shape"",""pressure-source-authentication"",""pressure-no-response"",""pv-code-basis"",""mudmat-physical-comparator"",""original-golden-source"",""unmapped-finding"",""mudmat-operative-load-comment-disagrees""],""limitations"":[""diagnostic-only"",""inherited-review-unresolved"",""invalid-original-force-channel""],""location"":""source digest; spatial qualification unresolved"",""name"":""reaction_fy_n"",""observed_value"":""50000.0000305"",""unit"":""N"",""value"":null},""revision"":""r1"",""row_hash"":""f45e2bc435e0f46d7fe6df7349ca7e2ae35b58c4cebabbc704ccb78930c25d50""}"
ansys-2094-padeye-20260912T221414Z/coarse,force_residual_n,null,,"{""case_id"":""ansys-2094-padeye-20260912T221414Z/coarse"",""dataset_id"":""ansys-retained-evidence"",""response"":{""calculation_status"":""failed"",""definition"":""historical APDL digest field: force_residual_n"",""evidence_ids"":[""retained-native/ansys-2094-padeye-20260912T221414Z/coarse/padeye_result.csv""],""inherited_findings"":[""broad-review-unresolved"",""original-padeye-force-channel"",""padeye-mesh-sensitivity"",""padeye-shape-warning"",""padeye-model-basis"",""pressure-original-shape"",""pressure-source-authentication"",""pressure-no-response"",""pv-code-basis"",""mudmat-physical-comparator"",""original-golden-source"",""unmapped-finding"",""mudmat-operative-load-comment-disagrees""],""limitations"":[""diagnostic-only"",""inherited-review-unresolved"",""invalid-original-force-channel""],""location"":""source digest; spatial qualification unresolved"",""name"":""force_residual_n"",""observed_value"":""100000.000031"",""unit"":""N"",""value"":null},""revision"":""r1"",""row_hash"":""f45e2bc435e0f46d7fe6df7349ca7e2ae35b58c4cebabbc704ccb78930c25d50""}"
ansys-2094-padeye-20260912T221414Z/fine,max_seqv_mpa,decimal,183.8144,"{""case_id"":""ansys-2094-padeye-20260912T221414Z/fine"",""dataset_id"":""ansys-retained-evidence"",""response"":{""calculation_status"":""computed"",""definition"":""historical APDL digest field: max_seqv_mpa"",""evidence_ids"":[""retained-native/ansys-2094-padeye-20260912T221414Z/fine/padeye_result.csv""],""inherited_findings"":[""broad-review-unresolved"",""original-padeye-force-channel"",""padeye-mesh-sensitivity"",""padeye-shape-warning"",""padeye-model-basis"",""pressure-original-shape"",""pressure-source-authentication"",""pressure-no-response"",""pv-code-basis"",""mudmat-physical-comparator"",""original-golden-source"",""unmapped-finding"",""mudmat-operative-load-comment-disagrees""],""limitations"":[""diagnostic-only"",""inherited-review-unresolved""],""location"":""source digest; spatial qualification unresolved"",""name"":""max_seqv_mpa"",""observed_value"":""183.8144"",""unit"":""MPa"",""value"":""183.8144""},""revision"":""r1"",""row_hash"":""befc2f91af052442fe313c6038a7fc0c9c75d275549b8d8e1c3d15c46f79dc97""}"
ansys-2094-padeye-20260912T221414Z/fine,allowable_mpa,decimal,212.5749,"{""case_id"":""ansys-2094-padeye-20260912T221414Z/fine"",""dataset_id"":""ansys-retained-evidence"",""response"":{""calculation_status"":""computed"",""definition"":""historical APDL digest field: allowable_mpa"",""evidence_ids"":[""retained-native/ansys-2094-padeye-20260912T221414Z/fine/padeye_result.csv""],""inherited_findings"":[""broad-review-unresolved"",""original-padeye-force-channel"",""padeye-mesh-sensitivity"",""padeye-shape-warning"",""padeye-model-basis"",""pressure-original-shape"",""pressure-source-authentication"",""pressure-no-response"",""pv-code-basis"",""mudmat-physical-comparator"",""original-golden-source"",""unmapped-finding"",""mudmat-operative-load-comment-disagrees""],""limitations"":[""diagnostic-only"",""inherited-review-unresolved""],""location"":""source digest; spatial qualification unresolved"",""name"":""allowable_mpa"",""observed_value"":""212.5749"",""unit"":""MPa"",""value"":""212.5749""},""revision"":""r1"",""row_hash"":""befc2f91af052442fe313c6038a7fc0c9c75d275549b8d8e1c3d15c46f79dc97""}"
ansys-2094-padeye-20260912T221414Z/fine,uc,decimal,0.8647,"{""case_id"":""ansys-2094-padeye-20260912T221414Z/fine"",""dataset_id"":""ansys-retained-evidence"",""response"":{""calculation_status"":""computed"",""definition"":""historical APDL digest field: uc"",""evidence_ids"":[""retained-native/ansys-2094-padeye-20260912T221414Z/fine/padeye_result.csv""],""inherited_findings"":[""broad-review-unresolved"",""original-padeye-force-channel"",""padeye-mesh-sensitivity"",""padeye-shape-warning"",""padeye-model-basis"",""pressure-original-shape"",""pressure-source-authentication"",""pressure-no-response"",""pv-code-basis"",""mudmat-physical-comparator"",""original-golden-source"",""unmapped-finding"",""mudmat-operative-load-comment-disagrees""],""limitations"":[""diagnostic-only"",""inherited-review-unresolved""],""location"":""source digest; spatial qualification unresolved"",""name"":""uc"",""observed_value"":""0.8647"",""unit"":""dimensionless"",""value"":""0.8647""},""revision"":""r1"",""row_hash"":""befc2f91af052442fe313c6038a7fc0c9c75d275549b8d8e1c3d15c46f79dc97""}"
