filename,config,fc_number,strut_number,metadata_id,data_points
fsts_l015_FC005_Strut8_tension.csv,fsts_l015,5,8,1,1000
fsts_l015_FC006_Strut1_tension.csv,fsts_l015,6,1,2,1000
fsts_l015_FC006_Strut2_tension.csv,fsts_l015,6,2,2,1000
fsts_l015_FC006_Strut3_tension.csv,fsts_l015,6,3,2,1000
fsts_l015_FC006_Strut4_tension.csv,fsts_l015,6,4,2,1000
fsts_l015_FC006_Strut5_tension.csv,fsts_l015,6,5,2,1000
fsts_l015_FC006_Strut6_tension.csv,fsts_l015,6,6,2,1000
fsts_l015_FC006_Strut7_tension.csv,fsts_l015,6,7,2,1000
fsts_l015_FC006_Strut8_tension.csv,fsts_l015,6,8,2,1000
fsts_l015_FC007_Strut1_tension.csv,fsts_l015,7,1,3,1000
fsts_l015_FC007_Strut2_tension.csv,fsts_l015,7,2,3,1000
fsts_l015_FC007_Strut3_tension.csv,fsts_l015,7,3,3,1000
fsts_l015_FC007_Strut4_tension.csv,fsts_l015,7,4,3,1000
fsts_l015_FC007_Strut5_tension.csv,fsts_l015,7,5,3,1000
fsts_l015_FC007_Strut6_tension.csv,fsts_l015,7,6,3,1000
fsts_l015_FC007_Strut7_tension.csv,fsts_l015,7,7,3,1000
fsts_l015_FC007_Strut8_tension.csv,fsts_l015,7,8,3,1000
fsts_l015_FC008_Strut1_tension.csv,fsts_l015,8,1,4,1000
fsts_l015_FC008_Strut2_tension.csv,fsts_l015,8,2,4,1000
fsts_l015_FC008_Strut3_tension.csv,fsts_l015,8,3,4,1000
fsts_l015_FC008_Strut4_tension.csv,fsts_l015,8,4,4,1000
fsts_l015_FC008_Strut5_tension.csv,fsts_l015,8,5,4,1000
fsts_l015_FC008_Strut6_tension.csv,fsts_l015,8,6,4,1000
fsts_l015_FC008_Strut7_tension.csv,fsts_l015,8,7,4,1000
fsts_l015_FC008_Strut8_tension.csv,fsts_l015,8,8,4,1000
fsts_l015_FC009_Strut1_tension.csv,fsts_l015,9,1,5,1000
fsts_l015_FC009_Strut2_tension.csv,fsts_l015,9,2,5,1000
fsts_l015_FC009_Strut3_tension.csv,fsts_l015,9,3,5,1000
fsts_l015_FC009_Strut4_tension.csv,fsts_l015,9,4,5,1000
fsts_l015_FC009_Strut5_tension.csv,fsts_l015,9,5,5,1000
fsts_l015_FC009_Strut6_tension.csv,fsts_l015,9,6,5,1000
fsts_l015_FC009_Strut7_tension.csv,fsts_l015,9,7,5,1000
fsts_l015_FC009_Strut8_tension.csv,fsts_l015,9,8,5,1000
fsts_l015_FC010_Strut1_tension.csv,fsts_l015,10,1,6,1000
fsts_l015_FC010_Strut2_tension.csv,fsts_l015,10,2,6,1000
fsts_l015_FC010_Strut3_tension.csv,fsts_l015,10,3,6,1000
fsts_l015_FC010_Strut4_tension.csv,fsts_l015,10,4,6,1000
fsts_l015_FC010_Strut5_tension.csv,fsts_l015,10,5,6,1000
fsts_l015_FC010_Strut6_tension.csv,fsts_l015,10,6,6,1000
fsts_l015_FC010_Strut7_tension.csv,fsts_l015,10,7,6,1000
fsts_l015_FC010_Strut8_tension.csv,fsts_l015,10,8,6,1000
fsts_l015_125km3_l100_pb_FC001_Strut1_tension.csv,fsts_l015_125km3_l100_pb,1,1,1,1000
fsts_l015_125km3_l100_pb_FC001_Strut2_tension.csv,fsts_l015_125km3_l100_pb,1,2,1,1000
fsts_l015_125km3_l100_pb_FC001_Strut3_tension.csv,fsts_l015_125km3_l100_pb,1,3,1,1000
fsts_l015_125km3_l100_pb_FC001_Strut4_tension.csv,fsts_l015_125km3_l100_pb,1,4,1,1000
fsts_l015_125km3_l100_pb_FC001_Strut5_tension.csv,fsts_l015_125km3_l100_pb,1,5,1,1000
fsts_l015_125km3_l100_pb_FC001_Strut6_tension.csv,fsts_l015_125km3_l100_pb,1,6,1,1000
fsts_l015_125km3_l100_pb_FC001_Strut7_tension.csv,fsts_l015_125km3_l100_pb,1,7,1,1000
fsts_l015_125km3_l100_pb_FC001_Strut8_tension.csv,fsts_l015_125km3_l100_pb,1,8,1,1000
fsts_l015_125km3_l100_pb_FC002_Strut1_tension.csv,fsts_l015_125km3_l100_pb,2,1,2,1000
fsts_l015_125km3_l100_pb_FC002_Strut2_tension.csv,fsts_l015_125km3_l100_pb,2,2,2,1000
fsts_l015_125km3_l100_pb_FC002_Strut3_tension.csv,fsts_l015_125km3_l100_pb,2,3,2,1000
fsts_l015_125km3_l100_pb_FC002_Strut4_tension.csv,fsts_l015_125km3_l100_pb,2,4,2,1000
fsts_l015_125km3_l100_pb_FC002_Strut5_tension.csv,fsts_l015_125km3_l100_pb,2,5,2,1000
fsts_l015_125km3_l100_pb_FC002_Strut6_tension.csv,fsts_l015_125km3_l100_pb,2,6,2,1000
fsts_l015_125km3_l100_pb_FC002_Strut7_tension.csv,fsts_l015_125km3_l100_pb,2,7,2,1000
fsts_l015_125km3_l100_pb_FC002_Strut8_tension.csv,fsts_l015_125km3_l100_pb,2,8,2,1000
fsts_l015_125km3_l100_pb_FC003_Strut1_tension.csv,fsts_l015_125km3_l100_pb,3,1,3,1000
fsts_l015_125km3_l100_pb_FC003_Strut2_tension.csv,fsts_l015_125km3_l100_pb,3,2,3,1000
fsts_l015_125km3_l100_pb_FC003_Strut3_tension.csv,fsts_l015_125km3_l100_pb,3,3,3,1000
fsts_l015_125km3_l100_pb_FC003_Strut4_tension.csv,fsts_l015_125km3_l100_pb,3,4,3,1000
fsts_l015_125km3_l100_pb_FC003_Strut5_tension.csv,fsts_l015_125km3_l100_pb,3,5,3,1000
fsts_l015_125km3_l100_pb_FC003_Strut6_tension.csv,fsts_l015_125km3_l100_pb,3,6,3,1000
fsts_l015_125km3_l100_pb_FC003_Strut7_tension.csv,fsts_l015_125km3_l100_pb,3,7,3,1000
fsts_l015_125km3_l100_pb_FC003_Strut8_tension.csv,fsts_l015_125km3_l100_pb,3,8,3,1000
fsts_l015_125km3_l100_pb_FC004_Strut1_tension.csv,fsts_l015_125km3_l100_pb,4,1,4,1000
fsts_l015_125km3_l100_pb_FC004_Strut2_tension.csv,fsts_l015_125km3_l100_pb,4,2,4,1000
fsts_l015_125km3_l100_pb_FC004_Strut3_tension.csv,fsts_l015_125km3_l100_pb,4,3,4,1000
fsts_l015_125km3_l100_pb_FC004_Strut4_tension.csv,fsts_l015_125km3_l100_pb,4,4,4,1000
fsts_l015_125km3_l100_pb_FC004_Strut5_tension.csv,fsts_l015_125km3_l100_pb,4,5,4,1000
fsts_l015_125km3_l100_pb_FC004_Strut6_tension.csv,fsts_l015_125km3_l100_pb,4,6,4,1000
fsts_l015_125km3_l100_pb_FC004_Strut7_tension.csv,fsts_l015_125km3_l100_pb,4,7,4,1000
fsts_l015_125km3_l100_pb_FC004_Strut8_tension.csv,fsts_l015_125km3_l100_pb,4,8,4,1000
fsts_l015_125km3_l100_pb_FC005_Strut1_tension.csv,fsts_l015_125km3_l100_pb,5,1,1,1000
fsts_l015_125km3_l100_pb_FC005_Strut2_tension.csv,fsts_l015_125km3_l100_pb,5,2,1,1000
fsts_l015_125km3_l100_pb_FC005_Strut3_tension.csv,fsts_l015_125km3_l100_pb,5,3,1,1000
fsts_l015_125km3_l100_pb_FC005_Strut4_tension.csv,fsts_l015_125km3_l100_pb,5,4,1,1000
fsts_l015_125km3_l100_pb_FC005_Strut5_tension.csv,fsts_l015_125km3_l100_pb,5,5,1,1000
fsts_l015_125km3_l100_pb_FC005_Strut6_tension.csv,fsts_l015_125km3_l100_pb,5,6,1,1000
fsts_l015_125km3_l100_pb_FC005_Strut7_tension.csv,fsts_l015_125km3_l100_pb,5,7,1,1000
fsts_l015_125km3_l100_pb_FC005_Strut8_tension.csv,fsts_l015_125km3_l100_pb,5,8,1,1000
fsts_l015_125km3_l100_pb_FC006_Strut1_tension.csv,fsts_l015_125km3_l100_pb,6,1,2,1000
fsts_l015_125km3_l100_pb_FC006_Strut2_tension.csv,fsts_l015_125km3_l100_pb,6,2,2,1000
fsts_l015_125km3_l100_pb_FC006_Strut3_tension.csv,fsts_l015_125km3_l100_pb,6,3,2,1000
fsts_l015_125km3_l100_pb_FC006_Strut4_tension.csv,fsts_l015_125km3_l100_pb,6,4,2,1000
fsts_l015_125km3_l100_pb_FC006_Strut5_tension.csv,fsts_l015_125km3_l100_pb,6,5,2,1000
fsts_l015_125km3_l100_pb_FC006_Strut6_tension.csv,fsts_l015_125km3_l100_pb,6,6,2,1000
fsts_l015_125km3_l100_pb_FC006_Strut7_tension.csv,fsts_l015_125km3_l100_pb,6,7,2,1000
fsts_l015_125km3_l100_pb_FC006_Strut8_tension.csv,fsts_l015_125km3_l100_pb,6,8,2,1000
fsts_l015_125km3_l100_pb_FC007_Strut1_tension.csv,fsts_l015_125km3_l100_pb,7,1,3,1000
fsts_l015_125km3_l100_pb_FC007_Strut2_tension.csv,fsts_l015_125km3_l100_pb,7,2,3,1000
fsts_l015_125km3_l100_pb_FC007_Strut3_tension.csv,fsts_l015_125km3_l100_pb,7,3,3,1000
fsts_l015_125km3_l100_pb_FC007_Strut4_tension.csv,fsts_l015_125km3_l100_pb,7,4,3,1000
fsts_l015_125km3_l100_pb_FC007_Strut5_tension.csv,fsts_l015_125km3_l100_pb,7,5,3,1000
fsts_l015_125km3_l100_pb_FC007_Strut6_tension.csv,fsts_l015_125km3_l100_pb,7,6,3,1000
fsts_l015_125km3_l100_pb_FC007_Strut7_tension.csv,fsts_l015_125km3_l100_pb,7,7,3,1000
fsts_l015_125km3_l100_pb_FC007_Strut8_tension.csv,fsts_l015_125km3_l100_pb,7,8,3,1000
fsts_l015_125km3_l100_pb_FC008_Strut1_tension.csv,fsts_l015_125km3_l100_pb,8,1,4,1000
fsts_l015_125km3_l100_pb_FC008_Strut2_tension.csv,fsts_l015_125km3_l100_pb,8,2,4,1000
fsts_l015_125km3_l100_pb_FC008_Strut3_tension.csv,fsts_l015_125km3_l100_pb,8,3,4,1000
fsts_l015_125km3_l100_pb_FC008_Strut4_tension.csv,fsts_l015_125km3_l100_pb,8,4,4,1000
fsts_l015_125km3_l100_pb_FC008_Strut5_tension.csv,fsts_l015_125km3_l100_pb,8,5,4,1000
fsts_l015_125km3_l100_pb_FC008_Strut6_tension.csv,fsts_l015_125km3_l100_pb,8,6,4,1000
fsts_l015_125km3_l100_pb_FC008_Strut7_tension.csv,fsts_l015_125km3_l100_pb,8,7,4,1000
fsts_l015_125km3_l100_pb_FC008_Strut8_tension.csv,fsts_l015_125km3_l100_pb,8,8,4,1000
fsts_l015_125km3_l100_pb_FC009_Strut1_tension.csv,fsts_l015_125km3_l100_pb,9,1,5,1000
fsts_l015_125km3_l100_pb_FC009_Strut2_tension.csv,fsts_l015_125km3_l100_pb,9,2,5,1000
fsts_l015_125km3_l100_pb_FC009_Strut3_tension.csv,fsts_l015_125km3_l100_pb,9,3,5,1000
fsts_l015_125km3_l100_pb_FC009_Strut4_tension.csv,fsts_l015_125km3_l100_pb,9,4,5,1000
fsts_l015_125km3_l100_pb_FC009_Strut5_tension.csv,fsts_l015_125km3_l100_pb,9,5,5,1000
fsts_l015_125km3_l100_pb_FC009_Strut6_tension.csv,fsts_l015_125km3_l100_pb,9,6,5,1000
fsts_l015_125km3_l100_pb_FC009_Strut7_tension.csv,fsts_l015_125km3_l100_pb,9,7,5,1000
fsts_l015_125km3_l100_pb_FC009_Strut8_tension.csv,fsts_l015_125km3_l100_pb,9,8,5,1000
fsts_l015_125km3_l100_pb_FC010_Strut1_tension.csv,fsts_l015_125km3_l100_pb,10,1,6,1000
fsts_l015_125km3_l100_pb_FC010_Strut2_tension.csv,fsts_l015_125km3_l100_pb,10,2,6,1000
fsts_l015_125km3_l100_pb_FC010_Strut3_tension.csv,fsts_l015_125km3_l100_pb,10,3,6,1000
fsts_l015_125km3_l100_pb_FC010_Strut4_tension.csv,fsts_l015_125km3_l100_pb,10,4,6,1000
fsts_l015_125km3_l100_pb_FC010_Strut5_tension.csv,fsts_l015_125km3_l100_pb,10,5,6,1000
fsts_l015_125km3_l100_pb_FC010_Strut6_tension.csv,fsts_l015_125km3_l100_pb,10,6,6,1000
fsts_l015_125km3_l100_pb_FC010_Strut7_tension.csv,fsts_l015_125km3_l100_pb,10,7,6,1000
fsts_l015_125km3_l100_pb_FC010_Strut8_tension.csv,fsts_l015_125km3_l100_pb,10,8,6,1000
fsts_l095_FC001_Strut1_tension.csv,fsts_l095,1,1,1,1000
fsts_l095_FC001_Strut2_tension.csv,fsts_l095,1,2,1,1000
fsts_l095_FC001_Strut3_tension.csv,fsts_l095,1,3,1,1000
fsts_l095_FC001_Strut4_tension.csv,fsts_l095,1,4,1,1000
fsts_l095_FC001_Strut5_tension.csv,fsts_l095,1,5,1,1000
fsts_l095_FC001_Strut6_tension.csv,fsts_l095,1,6,1,1000
fsts_l095_FC001_Strut7_tension.csv,fsts_l095,1,7,1,1000
fsts_l095_FC001_Strut8_tension.csv,fsts_l095,1,8,1,1000
fsts_l095_FC002_Strut1_tension.csv,fsts_l095,2,1,2,1000
fsts_l095_FC002_Strut2_tension.csv,fsts_l095,2,2,2,1000
fsts_l095_FC002_Strut3_tension.csv,fsts_l095,2,3,2,1000
fsts_l095_FC002_Strut4_tension.csv,fsts_l095,2,4,2,1000
fsts_l095_FC002_Strut5_tension.csv,fsts_l095,2,5,2,1000
fsts_l095_FC002_Strut6_tension.csv,fsts_l095,2,6,2,1000
fsts_l095_FC002_Strut7_tension.csv,fsts_l095,2,7,2,1000
fsts_l095_FC002_Strut8_tension.csv,fsts_l095,2,8,2,1000
fsts_l095_FC003_Strut1_tension.csv,fsts_l095,3,1,3,1000
fsts_l095_FC003_Strut2_tension.csv,fsts_l095,3,2,3,1000
fsts_l095_FC003_Strut3_tension.csv,fsts_l095,3,3,3,1000
fsts_l095_FC003_Strut4_tension.csv,fsts_l095,3,4,3,1000
fsts_l095_FC003_Strut5_tension.csv,fsts_l095,3,5,3,1000
fsts_l095_FC003_Strut6_tension.csv,fsts_l095,3,6,3,1000
fsts_l095_FC003_Strut7_tension.csv,fsts_l095,3,7,3,1000
fsts_l095_FC003_Strut8_tension.csv,fsts_l095,3,8,3,1000
fsts_l095_FC004_Strut1_tension.csv,fsts_l095,4,1,4,1000
fsts_l095_FC004_Strut2_tension.csv,fsts_l095,4,2,4,1000
fsts_l095_FC004_Strut3_tension.csv,fsts_l095,4,3,4,1000
fsts_l095_FC004_Strut4_tension.csv,fsts_l095,4,4,4,1000
fsts_l095_FC004_Strut5_tension.csv,fsts_l095,4,5,4,1000
fsts_l095_FC004_Strut6_tension.csv,fsts_l095,4,6,4,1000
fsts_l095_FC004_Strut7_tension.csv,fsts_l095,4,7,4,1000
fsts_l095_FC004_Strut8_tension.csv,fsts_l095,4,8,4,1000
fsts_l095_FC005_Strut1_tension.csv,fsts_l095,5,1,1,1000
fsts_l095_FC005_Strut2_tension.csv,fsts_l095,5,2,1,1000
fsts_l095_FC005_Strut3_tension.csv,fsts_l095,5,3,1,1000
fsts_l095_FC005_Strut4_tension.csv,fsts_l095,5,4,1,1000
fsts_l095_FC005_Strut5_tension.csv,fsts_l095,5,5,1,1000
fsts_l095_FC005_Strut6_tension.csv,fsts_l095,5,6,1,1000
fsts_l095_FC005_Strut7_tension.csv,fsts_l095,5,7,1,1000
fsts_l095_FC005_Strut8_tension.csv,fsts_l095,5,8,1,1000
fsts_l095_FC006_Strut1_tension.csv,fsts_l095,6,1,2,1000
fsts_l095_FC006_Strut2_tension.csv,fsts_l095,6,2,2,1000
fsts_l095_FC006_Strut3_tension.csv,fsts_l095,6,3,2,1000
fsts_l095_FC006_Strut4_tension.csv,fsts_l095,6,4,2,1000
fsts_l095_FC006_Strut5_tension.csv,fsts_l095,6,5,2,1000
fsts_l095_FC006_Strut6_tension.csv,fsts_l095,6,6,2,1000
fsts_l095_FC006_Strut7_tension.csv,fsts_l095,6,7,2,1000
fsts_l095_FC006_Strut8_tension.csv,fsts_l095,6,8,2,1000
fsts_l095_FC007_Strut1_tension.csv,fsts_l095,7,1,3,1000
fsts_l095_FC007_Strut2_tension.csv,fsts_l095,7,2,3,1000
fsts_l095_FC007_Strut3_tension.csv,fsts_l095,7,3,3,1000
fsts_l095_FC007_Strut4_tension.csv,fsts_l095,7,4,3,1000
fsts_l095_FC007_Strut5_tension.csv,fsts_l095,7,5,3,1000
fsts_l095_FC007_Strut6_tension.csv,fsts_l095,7,6,3,1000
fsts_l095_FC007_Strut7_tension.csv,fsts_l095,7,7,3,1000
fsts_l095_FC007_Strut8_tension.csv,fsts_l095,7,8,3,1000
fsts_l095_FC008_Strut1_tension.csv,fsts_l095,8,1,4,1000
fsts_l095_FC008_Strut2_tension.csv,fsts_l095,8,2,4,1000
fsts_l095_FC008_Strut3_tension.csv,fsts_l095,8,3,4,1000
fsts_l095_FC008_Strut4_tension.csv,fsts_l095,8,4,4,1000
fsts_l095_FC008_Strut5_tension.csv,fsts_l095,8,5,4,1000
fsts_l095_FC008_Strut6_tension.csv,fsts_l095,8,6,4,1000
fsts_l095_FC008_Strut7_tension.csv,fsts_l095,8,7,4,1000
fsts_l095_FC008_Strut8_tension.csv,fsts_l095,8,8,4,1000
fsts_l095_FC009_Strut1_tension.csv,fsts_l095,9,1,5,1000
fsts_l095_FC009_Strut2_tension.csv,fsts_l095,9,2,5,1000
fsts_l095_FC009_Strut3_tension.csv,fsts_l095,9,3,5,1000
fsts_l095_FC009_Strut4_tension.csv,fsts_l095,9,4,5,1000
fsts_l095_FC009_Strut5_tension.csv,fsts_l095,9,5,5,1000
fsts_l095_FC009_Strut6_tension.csv,fsts_l095,9,6,5,1000
fsts_l095_FC009_Strut7_tension.csv,fsts_l095,9,7,5,1000
fsts_l095_FC009_Strut8_tension.csv,fsts_l095,9,8,5,1000
fsts_l095_FC010_Strut1_tension.csv,fsts_l095,10,1,6,1000
fsts_l095_FC010_Strut2_tension.csv,fsts_l095,10,2,6,1000
fsts_l095_FC010_Strut3_tension.csv,fsts_l095,10,3,6,1000
fsts_l095_FC010_Strut4_tension.csv,fsts_l095,10,4,6,1000
fsts_l095_FC010_Strut5_tension.csv,fsts_l095,10,5,6,1000
fsts_l095_FC010_Strut6_tension.csv,fsts_l095,10,6,6,1000
fsts_l095_FC010_Strut7_tension.csv,fsts_l095,10,7,6,1000
fsts_l095_FC010_Strut8_tension.csv,fsts_l095,10,8,6,1000
fsts_l095_125km3_l000_pb_FC001_Strut1_tension.csv,fsts_l095_125km3_l000_pb,1,1,1,1000
fsts_l095_125km3_l000_pb_FC001_Strut2_tension.csv,fsts_l095_125km3_l000_pb,1,2,1,1000
fsts_l095_125km3_l000_pb_FC001_Strut3_tension.csv,fsts_l095_125km3_l000_pb,1,3,1,1000
fsts_l095_125km3_l000_pb_FC001_Strut4_tension.csv,fsts_l095_125km3_l000_pb,1,4,1,1000
fsts_l095_125km3_l000_pb_FC001_Strut5_tension.csv,fsts_l095_125km3_l000_pb,1,5,1,1000
fsts_l095_125km3_l000_pb_FC001_Strut6_tension.csv,fsts_l095_125km3_l000_pb,1,6,1,1000
fsts_l095_125km3_l000_pb_FC001_Strut7_tension.csv,fsts_l095_125km3_l000_pb,1,7,1,1000
fsts_l095_125km3_l000_pb_FC001_Strut8_tension.csv,fsts_l095_125km3_l000_pb,1,8,1,1000
fsts_l095_125km3_l000_pb_FC002_Strut1_tension.csv,fsts_l095_125km3_l000_pb,2,1,2,1000
fsts_l095_125km3_l000_pb_FC002_Strut2_tension.csv,fsts_l095_125km3_l000_pb,2,2,2,1000
fsts_l095_125km3_l000_pb_FC002_Strut3_tension.csv,fsts_l095_125km3_l000_pb,2,3,2,1000
fsts_l095_125km3_l000_pb_FC002_Strut4_tension.csv,fsts_l095_125km3_l000_pb,2,4,2,1000
fsts_l095_125km3_l000_pb_FC002_Strut5_tension.csv,fsts_l095_125km3_l000_pb,2,5,2,1000
fsts_l095_125km3_l000_pb_FC002_Strut6_tension.csv,fsts_l095_125km3_l000_pb,2,6,2,1000
fsts_l095_125km3_l000_pb_FC002_Strut7_tension.csv,fsts_l095_125km3_l000_pb,2,7,2,1000
fsts_l095_125km3_l000_pb_FC002_Strut8_tension.csv,fsts_l095_125km3_l000_pb,2,8,2,1000
fsts_l095_125km3_l000_pb_FC003_Strut1_tension.csv,fsts_l095_125km3_l000_pb,3,1,3,1000
fsts_l095_125km3_l000_pb_FC003_Strut2_tension.csv,fsts_l095_125km3_l000_pb,3,2,3,1000
fsts_l095_125km3_l000_pb_FC003_Strut3_tension.csv,fsts_l095_125km3_l000_pb,3,3,3,1000
fsts_l095_125km3_l000_pb_FC003_Strut4_tension.csv,fsts_l095_125km3_l000_pb,3,4,3,1000
fsts_l095_125km3_l000_pb_FC003_Strut5_tension.csv,fsts_l095_125km3_l000_pb,3,5,3,1000
fsts_l095_125km3_l000_pb_FC003_Strut6_tension.csv,fsts_l095_125km3_l000_pb,3,6,3,1000
fsts_l095_125km3_l000_pb_FC003_Strut7_tension.csv,fsts_l095_125km3_l000_pb,3,7,3,1000
fsts_l095_125km3_l000_pb_FC003_Strut8_tension.csv,fsts_l095_125km3_l000_pb,3,8,3,1000
fsts_l095_125km3_l000_pb_FC004_Strut1_tension.csv,fsts_l095_125km3_l000_pb,4,1,4,1000
fsts_l095_125km3_l000_pb_FC004_Strut2_tension.csv,fsts_l095_125km3_l000_pb,4,2,4,1000
fsts_l095_125km3_l000_pb_FC004_Strut3_tension.csv,fsts_l095_125km3_l000_pb,4,3,4,1000
fsts_l095_125km3_l000_pb_FC004_Strut4_tension.csv,fsts_l095_125km3_l000_pb,4,4,4,1000
fsts_l095_125km3_l000_pb_FC004_Strut5_tension.csv,fsts_l095_125km3_l000_pb,4,5,4,1000
fsts_l095_125km3_l000_pb_FC004_Strut6_tension.csv,fsts_l095_125km3_l000_pb,4,6,4,1000
fsts_l095_125km3_l000_pb_FC004_Strut7_tension.csv,fsts_l095_125km3_l000_pb,4,7,4,1000
fsts_l095_125km3_l000_pb_FC004_Strut8_tension.csv,fsts_l095_125km3_l000_pb,4,8,4,1000
fsts_l095_125km3_l000_pb_FC005_Strut1_tension.csv,fsts_l095_125km3_l000_pb,5,1,1,1000
fsts_l095_125km3_l000_pb_FC005_Strut2_tension.csv,fsts_l095_125km3_l000_pb,5,2,1,1000
fsts_l095_125km3_l000_pb_FC005_Strut3_tension.csv,fsts_l095_125km3_l000_pb,5,3,1,1000
fsts_l095_125km3_l000_pb_FC005_Strut4_tension.csv,fsts_l095_125km3_l000_pb,5,4,1,1000
fsts_l095_125km3_l000_pb_FC005_Strut5_tension.csv,fsts_l095_125km3_l000_pb,5,5,1,1000
fsts_l095_125km3_l000_pb_FC005_Strut6_tension.csv,fsts_l095_125km3_l000_pb,5,6,1,1000
fsts_l095_125km3_l000_pb_FC005_Strut7_tension.csv,fsts_l095_125km3_l000_pb,5,7,1,1000
fsts_l095_125km3_l000_pb_FC005_Strut8_tension.csv,fsts_l095_125km3_l000_pb,5,8,1,1000
fsts_l095_125km3_l000_pb_FC006_Strut1_tension.csv,fsts_l095_125km3_l000_pb,6,1,2,1000
fsts_l095_125km3_l000_pb_FC006_Strut2_tension.csv,fsts_l095_125km3_l000_pb,6,2,2,1000
fsts_l095_125km3_l000_pb_FC006_Strut3_tension.csv,fsts_l095_125km3_l000_pb,6,3,2,1000
fsts_l095_125km3_l000_pb_FC006_Strut4_tension.csv,fsts_l095_125km3_l000_pb,6,4,2,1000
fsts_l095_125km3_l000_pb_FC006_Strut5_tension.csv,fsts_l095_125km3_l000_pb,6,5,2,1000
fsts_l095_125km3_l000_pb_FC006_Strut6_tension.csv,fsts_l095_125km3_l000_pb,6,6,2,1000
fsts_l095_125km3_l000_pb_FC006_Strut7_tension.csv,fsts_l095_125km3_l000_pb,6,7,2,1000
fsts_l095_125km3_l000_pb_FC006_Strut8_tension.csv,fsts_l095_125km3_l000_pb,6,8,2,1000
fsts_l095_125km3_l000_pb_FC007_Strut1_tension.csv,fsts_l095_125km3_l000_pb,7,1,3,1000
fsts_l095_125km3_l000_pb_FC007_Strut2_tension.csv,fsts_l095_125km3_l000_pb,7,2,3,1000
fsts_l095_125km3_l000_pb_FC007_Strut3_tension.csv,fsts_l095_125km3_l000_pb,7,3,3,1000
fsts_l095_125km3_l000_pb_FC007_Strut4_tension.csv,fsts_l095_125km3_l000_pb,7,4,3,1000
fsts_l095_125km3_l000_pb_FC007_Strut5_tension.csv,fsts_l095_125km3_l000_pb,7,5,3,1000
fsts_l095_125km3_l000_pb_FC007_Strut6_tension.csv,fsts_l095_125km3_l000_pb,7,6,3,1000
fsts_l095_125km3_l000_pb_FC007_Strut7_tension.csv,fsts_l095_125km3_l000_pb,7,7,3,1000
