# provenance: previous project reference
# extraction_date: 2026-07-29
# schema: source_catalog,source_identifier,source_row,manufacturer_key,model_key,geometry_code,gearbox_rating_raw,beam_rating_raw,max_stroke_length_raw,dimensional_a_raw,dimensional_c_raw,dimensional_i_raw,dimensional_k_raw,dimensional_p_raw,stroke_length_pin_1_raw,stroke_length_pin_2_raw,stroke_length_pin_3_raw,stroke_length_pin_4_raw,stroke_length_pin_5_raw,stroke_length_pin_6_raw,stroke_length_pin_7_raw,stroke_length_pin_8_raw,radius_pin_1_raw,radius_pin_2_raw,radius_pin_3_raw,radius_pin_4_raw,radius_pin_5_raw,radius_pin_6_raw,radius_pin_7_raw,radius_pin_8_raw,structural_imbalance_raw,phase_angle_raw,counterbalance_effect_raw,air_balance_raw,air_balance_dimensional_d_raw,air_balance_dimensional_f_raw,air_balance_dimensional_h_raw
# units: explicit in unit-suffixed fields; surface values unverified_source_unit
source_catalog,source_identifier,source_row,manufacturer_key,model_key,geometry_code,gearbox_rating_raw,beam_rating_raw,max_stroke_length_raw,dimensional_a_raw,dimensional_c_raw,dimensional_i_raw,dimensional_k_raw,dimensional_p_raw,stroke_length_pin_1_raw,stroke_length_pin_2_raw,stroke_length_pin_3_raw,stroke_length_pin_4_raw,stroke_length_pin_5_raw,stroke_length_pin_6_raw,stroke_length_pin_7_raw,stroke_length_pin_8_raw,radius_pin_1_raw,radius_pin_2_raw,radius_pin_3_raw,radius_pin_4_raw,radius_pin_5_raw,radius_pin_6_raw,radius_pin_7_raw,radius_pin_8_raw,structural_imbalance_raw,phase_angle_raw,counterbalance_effect_raw,air_balance_raw,air_balance_dimensional_d_raw,air_balance_dimensional_f_raw,air_balance_dimensional_h_raw
surface_unit_catalog,,12,A,AMERICAN C-57-89-42 (CO36),C,57,89,42,63,54,54,76.9,56.87,41.9,,,,,,,,17.62,12.62,0,0,0,0,0,0,180,0,0,0,0,0,0
surface_unit_catalog,,13,A,AMERICAN C-57-90-54 (C48),C,57,90,54,81,72,72,103.51,75.87,53.9,,,,,,,,23.5,18.5,13.5,0,0,0,0,0,160,0,0,0,0,0,0
surface_unit_catalog,,14,A,AMERICAN C-57-90-64,C,57,90,64,96,72,72,103.52,75.88,64,,,,,,,,23.5,18.5,13.5,0,0,0,0,0,230,0,0,0,0,0,0
surface_unit_catalog,,15,A,AMERICAN C-57-95-48 (C48&49),C,57,95,48,72,72,72,103.51,75.87,47.92,,,,,,,,23.5,18.5,13.5,0,0,0,0,0,300,0,0,0,0,0,0
surface_unit_catalog,,16,A,AMERICAN C-57-109-42 (C42&CO42),C,57,109,42,63,63,63,90.52,66.5,41.8,,,,,,,,20.5,15.5,10.5,0,0,0,0,0,280,0,0,0,0,0,0
surface_unit_catalog,,17,A,AMERICAN C-57-109-48 (C48&49),C,57,109,48,72,72,72,103.51,75.87,47.92,,,,,,,,23.5,18.5,13.5,0,0,0,0,0,300,0,0,0,0,0,0
surface_unit_catalog,,18,A,A-C-57-110-64 (C64/65)(NON-API PU),C,57,110,64,96,96,96,139.35,102.06,64,,,,,,,,31.38,26.38,21.38,0,0,0,0,0,400,0,0,0,0,0,0
surface_unit_catalog,,19,A,AMERICAN C-57-119-54 (C48),C,57,119,54,81,72,72,103.51,75.87,53.9,,,,,,,,23.5,18.5,13.5,0,0,0,0,0,160,0,0,0,0,0,0
surface_unit_catalog,,20,A,AMERICAN C-57-119-64,C,57,119,64,96,72,72,103.51,75.87,64,,,,,,,,23.5,18.5,13.5,0,0,0,0,0,230,0,0,0,0,0,0
surface_unit_catalog,,21,A,AMERICAN C-80-76-54 (C48&C49),C,80,76,54,81,72,72,103.51,75.87,53.9,,,,,,,,23.5,18.5,13.5,0,0,0,0,0,160,0,0,0,0,0,0
surface_unit_catalog,,22,A,AMERICAN C-80-76-74 (C48),C,80,76,74,111,72,72,103.51,75.87,74,,,,,,,,23.5,18.5,13.5,0,0,0,0,0,-570,0,0,0,0,0,0
surface_unit_catalog,,23,A,AMERICAN C-80-90-54 (C48),C,80,90,54,81,72,72,103.51,75.87,53.9,,,,,,,,23.5,18.5,13.5,0,0,0,0,0,160,0,0,0,0,0,0
surface_unit_catalog,,24,A,AMERICAN C-80-90-64 (C64&C65),C,80,90,64,96,96,96,139.35,102.06,64,,,,,,,,31.38,26.38,21.38,0,0,0,0,0,400,0,0,0,0,0,0
surface_unit_catalog,,25,A,AMERICAN C-80-95-48 (C48&49),C,80,95,48,72,72,72,103.51,75.87,47.92,,,,,,,,23.5,18.5,13.5,0,0,0,0,0,200,0,0,0,0,0,0
surface_unit_catalog,,26,A,AMERICAN C-80-109-42 (C42&CO42),C,80,109,42,63,63,63,90.52,66.5,41.8,,,,,,,,20.5,15.5,10.5,0,0,0,0,0,280,0,0,0,0,0,0
surface_unit_catalog,,27,A,AMERICAN C-80-109-48 (C48&49),C,80,109,48,72,72,72,103.51,75.87,47.92,,,,,,,,23.5,18.5,13.5,0,0,0,0,0,300,0,0,0,0,0,0
surface_unit_catalog,,28,A,A-C-80-109-74 (Amcot) (C-74),C,80,109,74,111,111,111,159.83,117.13,74,,,,,,,,36.3,31.3,26.3,0,0,0,0,0,300,0,0,0,0,0,0
surface_unit_catalog,,29,A,A-C-80-110-64 (C64/65)(NON-API PU),C,80,110,64,96,96,96,139.35,102.06,64,,,,,,,,31.38,26.38,21.38,0,0,0,0,0,400,0,0,0,0,0,0
surface_unit_catalog,,30,A,AMERICAN C-80-119-54 (C48),C,80,119,54,81,72,72,103.51,75.87,53.9,,,,,,,,23.5,18.5,13.5,0,0,0,0,0,160,0,0,0,0,0,0
surface_unit_catalog,,31,A,AMERICAN C-80-119-64 (C48),C,80,119,64,96,72,72,103.51,75.87,63.87,,,,,,,,23.5,18.5,13.5,0,0,0,0,0,230,0,0,0,0,0,0
surface_unit_catalog,,32,A,AMERICAN C-80-133-48 (C48&49),C,80,133,48,72,72,72,103.51,75.87,47.92,,,,,,,,23.5,18.5,13.5,0,0,0,0,0,300,0,0,0,0,0,0
surface_unit_catalog,,33,A,AMERICAN C-80-133-54 (C48),C,80,133,54,81,72,72,103.51,75.87,53.9,,,,,,,,23.5,18.5,13.5,0,0,0,0,0,160,0,0,0,0,0,0
surface_unit_catalog,,34,A,A-C-114-80-74  (C74)(NON-API UNIT),C,114,80,74,111,111,111,159.83,117.13,74,,,,,,,,36.31,31.31,26.31,0,0,0,0,0,300,0,0,0,0,0,0
surface_unit_catalog,,35,A,A-C-114-90-64 (C64/65)(NON-API PU),C,114,90,64,96,96,96,139.35,102.06,64,,,,,,,,31.38,26.38,21.38,0,0,0,0,0,400,0,0,0,0,0,0
surface_unit_catalog,,36,A,AMERICAN C-114-95-100 (C74),C,114,95,100,150,111,111,159.83,117.13,100,,,,,,,,36.31,31.31,26.31,0,0,0,0,0,-400,0,0,0,0,0,0
surface_unit_catalog,,37,A,A-C-114-109-74 (C74)(NON-API UNIT),C,114,109,74,111,111,111,159.83,117.13,74,,,,,,,,36.31,31.31,26.31,0,0,0,0,0,300,0,0,0,0,0,0
surface_unit_catalog,,38,A,A-C-114-110-64(C64/65)(NON-API PU),C,114,110,64,96,96,96,139.35,102.06,64,,,,,,,,31.38,26.38,21.38,0,0,0,0,0,400,0,0,0,0,0,0
surface_unit_catalog,,39,A,AMERICAN C-114-119-54 (C54),C,114,119,54,81,81,81,117.23,85.88,54,,,,,,,,26.5,21.5,16.5,0,0,0,0,0,400,0,0,0,0,0,0
surface_unit_catalog,,40,A,A-C-114-119-64 (SMACO),C,114,119,64,73.5,53.13,54,95.5,78.75,64,,,,,,,,22.25,19.25,16.25,0,0,0,0,0,-236,0,0,0,0,0,0
surface_unit_catalog,,41,A,AMERICAN C-114-119-86 (K&KL-76-36),C,114,119,86,94.62,83.37,90.13,134.9,99.5,86.33,,,,,,,,36,31,26,0,0,0,0,0,160,0,0,0,0,0,0
surface_unit_catalog,,42,A,AMERICAN C-114-119-100(K&KL-76-36),C,114,119,100,110,83.37,90.13,134.89,100.37,100.02,,,,,,,,36,31,26,0,0,0,0,0,-130,0,0,0,0,0,0
surface_unit_catalog,,43,A,AMERICAN C-114-119-120(K&KL-76-36),C,114,119,120,132,83.37,90.13,170.72,145,118.77,,,,,,,,36,31,26,0,0,0,0,0,-660,0,0,0,0,0,0
surface_unit_catalog,,44,A,AMERICAN C-114-133-48 (C48&49),C,114,133,48,72,72,72,103.51,75.87,47.92,,,,,,,,23.5,18.5,13.5,0,0,0,0,0,300,0,0,0,0,0,0
surface_unit_catalog,,45,A,AMERICAN C-114-133-54 (C48),C,114,133,54,81,72,72,103.51,75.87,53.9,,,,,,,,23.5,18.5,13.5,0,0,0,0,0,160,0,0,0,0,0,0
surface_unit_catalog,,46,A,AMERICAN C-114-133-74 (C64&65),C,114,133,74,111,96,96,139.35,102.06,74,,,,,,,,31.38,26.38,21.38,0,0,0,0,0,160,0,0,0,0,0,0
surface_unit_catalog,,47,A,AMERICAN T14-D114 (C114-140-48),C,114,140,48,72,72,75,121.92,90.5,49.77,,,,,,,,24,19,14,0,0,0,0,0,393,0,0,0,0,0,0
surface_unit_catalog,,48,A,AMERICAN C114-143-54 (C48),C,114,143,54,81,72,72,101.82,75.88,54,,,,,,,,23.5,18.5,13.5,8.5,0,0,0,0,160,0,0,0,0,0,0
surface_unit_catalog,,49,A,T17F64-3TC-D114GZK (K&KL-76-36),C,114,143,64,81.38,94,90.13,134.89,99.5,64.01,,,,,,,,36,31,26,0,0,0,0,0,450,0,0,0,0,0,0
surface_unit_catalog,,50,A,T17F74-3TC-D114GZK (K&KL-76-36),C,114,143,74,81.38,83.37,90.13,134.89,100.38,74.56,,,,,,,,36,31,26,0,0,0,0,0,0,0,0,0,0,0,0
surface_unit_catalog,,51,A,A-C-114-150-74 (C74)(NON-API UNIT),C,114,150,74,111,111,111,159.83,117.13,74,,,,,,,,36.31,31.31,26.31,0,0,0,0,0,300,0,0,0,0,0,0
surface_unit_catalog,,52,A,AMERICAN C-114-169-54 (C-54),C,114,169,54,81,81,81,117.23,85.88,54,,,,,,,,26.5,21.5,16.5,0,0,0,0,0,250,0,0,0,0,0,0
surface_unit_catalog,,53,A,AMERICAN C-114-169-64 (C64&65),C,114,169,64,96,96,96,139.35,102.06,64,,,,,,,,31.38,26.38,21.38,0,0,0,0,0,400,0,0,0,0,0,0
surface_unit_catalog,,54,A,AMERICAN C-114-173-64 (K&KL-76-36),C,114,173,64,81.38,94,90.13,134.89,100.38,64.01,,,,,,,,36,31,26,0,0,0,0,0,450,0,0,0,0,0,0
surface_unit_catalog,,55,A,AMERICAN C-114-173-100(K&KL-76-36),C,114,173,100,110,83.37,90.13,134.89,100.37,100.02,,,,,,,,36,31,26,0,0,0,0,0,-130,0,0,0,0,0,0
surface_unit_catalog,,56,A,AMERICAN C-160-95-100 (C74),C,160,95,100,150,111,111,159.83,117.13,100,,,,,,,,36.31,31.31,26.31,0,0,0,0,0,-400,0,0,0,0,0,0
surface_unit_catalog,,57,A,AMERICAN C-160-119-86 (K&KL-76-36),C,160,119,86,94.62,83.37,90.13,134.89,100.38,86.34,,,,,,,,36.38,31.38,26.38,0,0,0,0,0,160,0,0,0,0,0,0
surface_unit_catalog,,58,A,AMERICAN C-160-119-120(K&KL-76-36),C,160,119,120,132,83.37,90.13,170.72,145,120,,,,,,,,36,31,26,0,0,0,0,0,-660,0,0,0,0,0,0
surface_unit_catalog,,59,A,AMERICAN C-160-119-144 (K-76-36),C,160,119,144,158.37,83.37,90.13,170.72,145,144,,,,,,,,36,31,26,0,0,0,0,0,-1420,0,0,0,0,0,0
surface_unit_catalog,,60,A,AMERICAN C-160-133-54 (C54),C,160,133,54,81,81,81,117.23,85.88,54,,,,,,,,26.5,21.5,16.5,0,0,0,0,0,250,0,0,0,0,0,0
surface_unit_catalog,,61,A,AMERICAN C-160-133-74 (C64&65),C,160,133,74,111,96,96,139.35,102.06,74,,,,,,,,31.38,26.38,21.38,0,0,0,0,0,0,0,0,0,0,0,0
surface_unit_catalog,,62,A,AMERICAN C-160-143-64 (K&KL-76-36),C,160,143,64,81.38,94,90.13,134.89,100.38,64.01,,,,,,,,36,31,26,0,0,0,0,0,450,0,0,0,0,0,0
surface_unit_catalog,,63,A,AMERICAN C-160-143-74 (K&KL-76-36),C,160,143,74,81.38,83.37,90.13,134.89,100.38,74.56,,,,,,,,36,31,26,0,0,0,0,0,0,0,0,0,0,0,0
surface_unit_catalog,,64,A,AMERICAN C-160-143-86 (C74),C,160,143,86,129,111,111,159.83,117.13,86,,,,,,,,36.31,31.31,26.31,0,0,0,0,0,340,0,0,0,0,0,0
surface_unit_catalog,,65,A,AMERICAN C-160-143-120(K&KL-76-36),C,160,143,120,132,83.37,90.13,170.72,145,120,,,,,,,,36,31,26,0,0,0,0,0,-660,0,0,0,0,0,0
surface_unit_catalog,,66,A,Amcot C160-150-74 (C-74) Non-API,C,160,150,74,111,111,111,159.83,117.13,74,,,,,,,,36.3,31.3,26.3,0,0,0,0,0,400,0,0,0,0,0,0
surface_unit_catalog,,67,A,AMERICAN C-160-169-54 (C54),C,160,169,54,81,81,81,117.23,85.88,54,,,,,,,,26.5,21.5,16.5,0,0,0,0,0,250,0,0,0,0,0,0
surface_unit_catalog,,68,A,AMERICAN C-160-169-64 (C64&65),C,160,169,64,96,96,96,139.35,102.06,64,,,,,,,,31.38,26.38,21.38,0,0,0,0,0,400,0,0,0,0,0,0
surface_unit_catalog,,69,A,AMERICAN C-160-173-64 (K&KL-76-36),C,160,173,64,81.38,94,90.13,134.89,100.37,64.01,,,,,,,,36,31,26,0,0,0,0,0,450,0,0,0,0,0,0
surface_unit_catalog,,70,A,AMERICAN C-160-173-74 (K&KL-76-36),C,160,173,74,81.38,83.37,90.13,134.89,100.37,74.56,,,,,,,,36,31,26,0,0,0,0,0,0,0,0,0,0,0,0
surface_unit_catalog,,71,A,AMERICAN C-160-173-86 (K&KL-76-36),C,160,173,86,94.62,83.37,90.13,134.89,100.37,86.34,,,,,,,,36,31,26,0,0,0,0,0,160,0,0,0,0,0,0
surface_unit_catalog,,72,A,AMERICAN C-160-173-100(K&KL-76-36),C,160,173,100,110,83.37,90.13,134.89,100.37,100.03,,,,,,,,36,31,26,0,0,0,0,0,-130,0,0,0,0,0,0
surface_unit_catalog,,73,A,AMERICAN C-160-200-64 (C64&65),C,160,200,64,96,96,96,139.35,102.06,64,,,,,,,,31.38,26.38,21.38,0,0,0,0,0,550,0,0,0,0,0,0
surface_unit_catalog,,74,A,AMERICAN C-160-200-74 (K&KL-76-36),C,160,200,74,81.38,83.37,90.13,134.89,100.37,74.56,,,,,,,,36,31,26,0,0,0,0,0,0,0,0,0,0,0,0
surface_unit_catalog,,75,A,AMERICAN C-228-119-144 (K-76-36),C,228,119,144,158.37,83.37,90.13,170.72,145,142.5,,,,,,,,36,31,26,0,0,0,0,0,-1420,0,0,0,0,0,0
surface_unit_catalog,,76,A,AMERICAN C-228-143-86 (C74),C,228,143,86,129,111,111,159.83,117.13,86,,,,,,,,36.31,31.31,26.31,0,0,0,0,0,340,0,0,0,0,0,0
surface_unit_catalog,,77,A,AMERICAN C-228-143-120(K&KL-76-36),C,228,143,120,132,83.37,90.13,170.72,145,118.77,,,,,,,,36,31,26,0,0,0,0,0,-660,0,0,0,0,0,0
surface_unit_catalog,,78,A,A-C-228-150-74 (C74)(NON-API UNIT),C,228,150,74,111,111,111,159.83,117.13,74,,,,,,,,36.31,31.31,26.31,0,0,0,0,0,400,0,0,0,0,0,0
surface_unit_catalog,,79,A,A-C-228-160-74 (C74)(NON-API UNIT),C,228,160,74,111,111,111,159.83,117.13,74,,,,,,,,36.31,31.31,26.31,0,0,0,0,0,400,0,0,0,0,0,0
surface_unit_catalog,,80,A,AMERICAN C-228-165-100 (TF-85),C,228,165,100,129,111,111,160.55,116,99.8,,,,,,,,41.75,36.75,31.75,0,0,0,0,0,240,0,0,0,0,0,0
surface_unit_catalog,,81,A,AMERICAN C-228-169-64 (C64&65),C,228,169,64,96,96,96,139.35,102.06,64,,,,,,,,31.38,26.38,21.38,0,0,0,0,0,200,0,0,0,0,0,0
surface_unit_catalog,,82,A,AMERICAN C-228-173-74 (K&KL-76-36),C,228,173,74,81.38,83.37,90.13,134.89,100.37,74.56,,,,,,,,36,31,26,0,0,0,0,0,0,0,0,0,0,0,0
surface_unit_catalog,,83,A,AMERICAN C-228-173-86 (K&KL-76-36),C,228,173,86,94.62,83.37,90.13,134.89,99.5,86.34,,,,,,,,36,31,26,0,0,0,0,0,160,0,0,0,0,0,0
surface_unit_catalog,,84,A,AMERICAN C-228-173-100(K&KL-76-36),C,228,173,100,110,83.37,90.13,134.89,100.37,100.03,,,,,,,,36,31,26,0,0,0,0,0,-130,0,0,0,0,0,0
surface_unit_catalog,,85,A,AMER C-228-185-144 (KB&KLB-99-43),C,228,185,144,158.37,100,110,164.64,122.5,143.89,,,,,,,,43,37.5,32,0,0,0,0,0,-600,0,0,0,0,0,0
surface_unit_catalog,,86,A,T20-228 (T20108) (CRANKS = T20-53),C,228,200,64,96,96,102,154.47,147.37,64,,,,,,,,32,27,22,17,12,0,0,0,200,0,0,0,0,0,0
surface_unit_catalog,,87,A,AMERICAN C-228-200-74 (K&KL-76-36),C,228,200,74,81.38,83.37,90.13,134.89,99.5,74.56,,,,,,,,36,31,26,0,0,0,0,0,0,0,0,0,0,0,0
surface_unit_catalog,,88,A,AMERICAN C-228-200-100 (TF-85),C,228,200,100,129,111,111,160.55,116,99.8,,,,,,,,41.75,36.75,31.75,0,0,0,0,0,240,0,0,0,0,0,0
surface_unit_catalog,,89,A,AMERICAN C-228-212-86 (TF-85),C,228,212,86,129,129,129,184.56,133.56,86.05,,,,,,,,42.19,37.19,32.19,27.19,0,0,0,0,680,0,0,0,0,0,0
surface_unit_catalog,,90,A,AMERICAN C-228-213-86 (K&KL-76-36),C,228,213,86,94.62,83.37,90.13,134.89,99.5,86.34,,,,,,,,36,31,26,0,0,0,0,0,160,0,0,0,0,0,0
surface_unit_catalog,,91,A,AMERICAN C-228-213-100(K&KL-76-36),C,228,213,100,110,83.37,90.13,134.89,100.37,100.03,,,,,,,,36,31,26,0,0,0,0,0,-130,0,0,0,0,0,0
surface_unit_catalog,,92,A,AMER C-228-213-120 (KB&KLB-99-43),C,228,213,120,132,100,110,164.64,122.5,119.93,,,,,,,,43,37.5,32,0,0,0,0,0,0,0,0,0,0,0,0
surface_unit_catalog,,93,A,AMER C-228-213-144 (KB&KLB-99-43),C,228,213,144,158.37,100,110,164.64,122.5,143.89,,,,,,,,43,37.5,32,0,0,0,0,0,-600,0,0,0,0,0,0
surface_unit_catalog,,94,A,A-C-228-246-86 (Amcot) (K-117),C,228,246,86,94.65,100,110,164.64,122.5,85.9,,,,,,,,43,38,33,0,0,0,0,0,880,0,0,0,0,0,0
surface_unit_catalog,,95,A,AMER C-228-246-100 (KB&KLB-99-43),C,228,246,100,110,100,110,164.64,122.5,99.95,,,,,,,,43,37.5,32,0,0,0,0,0,640,0,0,0,0,0,0
surface_unit_catalog,,96,A,AMERCIAN C-320-119-144 (K-76-320),C,320,119,144,158.37,83.37,90.13,170.72,145,142.49,,,,,,,,36,31,26,0,0,0,0,0,-1420,0,0,0,0,0,0
surface_unit_catalog,,97,A,AMERICAN C-320-173-100 (TF-85),C,320,173,100,129,111,111,160.55,116,99.8,,,,,,,,41.75,36.75,31.75,0,0,0,0,0,240,0,0,0,0,0,0
surface_unit_catalog,,98,A,AMER C-320-173-120 (K-76-320),C,320,173,120,132,83.37,90.13,170.72,145,118.77,,,,,,,,36,31,26,0,0,0,0,0,-600,0,0,0,0,0,0
surface_unit_catalog,,99,A,AMERICAN C-320-200-100 (TF-85),C,320,200,100,129,111,111,160.55,116,99.8,,,,,,,,41.75,36.75,31.75,0,0,0,0,0,240,0,0,0,0,0,0
surface_unit_catalog,,100,A,AMERICAN C-320-212-86 (TF-85),C,320,212,86,111,111,111,160.57,116,85.9,,,,,,,,41.75,36.75,31.75,0,0,0,0,0,350,0,0,0,0,0,0
surface_unit_catalog,,101,A,AMERICAN C-320-213-86 (K-76-320),C,320,213,86,94.62,83.37,90.13,134.89,99.5,86.34,,,,,,,,36,31,26,0,0,0,0,0,760,0,0,0,0,0,0
surface_unit_catalog,,102,A,AMER C-320-213-120 (KB&KLB-99-43),C,320,213,120,132,100,110,164.64,122.5,119.93,,,,,,,,43,37,32,0,0,0,0,0,0,0,0,0,0,0,0
surface_unit_catalog,,103,A,AMER C-320-213-144 (KB&KLB-99-43),C,320,213,144,158.37,100,110,164.64,122.5,143.89,,,,,,,,43,37.5,32,0,0,0,0,0,-600,0,0,0,0,0,0
surface_unit_catalog,,104,A,AMERICAN C-320-246-74 (K-76-320),C,320,246,74,81.38,83.37,90.13,134.89,99.5,74.56,,,,,,,,36,31,26,0,0,0,0,0,600,0,0,0,0,0,0
surface_unit_catalog,,105,A,AMERICAN C-320-246-86 (K-76-320),C,320,246,86,94.62,83.37,90.13,134.89,99.5,86.34,,,,,,,,36,31,26,0,0,0,0,0,760,0,0,0,0,0,0
surface_unit_catalog,,106,A,AMER C-320-256-100 (KB&KLB-99-43),C,320,256,100,110,100,110,164.64,122.5,99.95,,,,,,,,43,37.5,32,0,0,0,0,0,640,0,0,0,0,0,0
surface_unit_catalog,,107,A,AMER C-320-256-120 (KB&KLB-99-43),C,320,256,120,132,100,110,164.64,122.5,119.93,,,,,,,,43,37.5,32,0,0,0,0,0,0,0,0,0,0,0,0
surface_unit_catalog,,108,A,AMER C-320-256-144 (KB&KLB-99-43),C,320,256,144,158.37,100,110,164.64,122.5,143.89,,,,,,,,43,37.5,32,0,0,0,0,0,-600,0,0,0,0,0,0
surface_unit_catalog,,109,A,AMER C-320-298-100 (TF-99/99H/99J),C,320,298,100,129,129,129,184.56,127.38,100.76,,,,,,,,48.69,43.69,38.69,0,0,0,0,0,840,0,0,0,0,0,0
surface_unit_catalog,,110,A,AMER C-320-305-100 (KB&KLB-99-43),C,320,305,100,110,100,110,164.64,122.5,99.95,,,,,,,,43,37.5,32,0,0,0,0,0,640,0,0,0,0,0,0
surface_unit_catalog,,111,A,AMR C-456-213-120 (TF-99/99H/99J),C,456,213,120,154.5,129,129,184.57,132,120,,,,,,,,48.69,43.69,38.69,0,0,0,0,0,320,0,0,0,0,0,0
surface_unit_catalog,,112,A,AMER C-456-213-144 (KB&KLB-99-43),C,456,213,144,158.37,100,110,164.64,122.5,143.89,,,,,,,,43,37.5,32,0,0,0,0,0,-600,0,0,0,0,0,0
surface_unit_catalog,,113,A,AMER C456-253-144 TF-119/119H/119J,C,456,253,144,180,150,150,217.13,157.38,144.01,,,,,,,,58.25,48.25,38.25,0,0,0,0,0,0,0,0,0,0,0,0
surface_unit_catalog,,114,A,AMER C-456-256-100 (KB&KLB-99-43),C,456,256,100,110,100,110,164.64,122.5,99.95,,,,,,,,43,37.5,32,0,0,0,0,0,640,0,0,0,0,0,0
surface_unit_catalog,,115,A,AMER C-456-256-120 (KB&KLB-99-43),C,456,256,120,132,100,110,164.64,122.5,119.93,,,,,,,,43,37.5,32,0,0,0,0,0,0,0,0,0,0,0,0
surface_unit_catalog,,116,A,T25F144-4BL-D456GZKB (KB-117-53),C,456,256,144,158.37,122.62,132,197.56,147,144.05,,,,,,,,53,46,39,0,0,0,0,0,-200,0,0,0,0,0,0
surface_unit_catalog,,117,A,A-C-456-298-100 (Amcot) (TF),C,456,298,100,129,129,129,184.57,127.38,100.7,,,,,,,,48.7,43.7,38.7,0,0,0,0,0,840,0,0,0,0,0,0
surface_unit_catalog,,118,A,AMR C-456-304-120 TF-119/119H/119J,C,456,304,120,150,150,150,217.14,157.38,120,,,,,,,,58.25,48.25,38.25,0,0,0,0,0,400,0,0,0,0,0,0
surface_unit_catalog,,119,A,AMERICAN C-456-304-144,C,456,304,144,216,180,180,260.1,188.44,142.56,,,,,,,,58.25,48.25,38.25,0,0,0,0,0,400,0,0,0,0,0,0
