vessel_id,vessel_name,pipe_size,pipe_od_mm,pipe_wt_mm,water_depth_m,overall_status,max_utilisation,governing_check,H_chosen_kn,T_top_te,departure_angle_deg,sagbend_util,overbend_util,tension_util,sagbend_stress_mpa,overbend_stress_mpa,R_sag_m,departure_angle_required_angle_deg,departure_angle_stinger_min_deg,departure_angle_stinger_max_deg,departure_angle_in_range,departure_angle_status,top_tension_T_top_kn,top_tension_T_top_te,top_tension_tensioner_capacity_te,top_tension_utilisation,top_tension_status,sagbend_R_sag_m,sagbend_kappa_sag,sagbend_sigma_bending_mpa,sagbend_sigma_axial_mpa,sagbend_sigma_combined_mpa,sagbend_stress_basis,sagbend_utilisation,sagbend_status,overbend_R_overbend_m,overbend_sigma_overbend_mpa,overbend_utilisation,overbend_status,vessel_capability_pipe_od_in,vessel_capability_max_vessel_diameter_in,vessel_capability_diameter_ok,vessel_capability_depth_ok,vessel_capability_status
PLV-001,Large PLV,16in,406.4,9.53,20,GO,0.6236,sagbend,2144.5,220.8,8.0,0.6236,0.1296,0.3680418314411021,201.1,41.8,2035.1,8.0,2.0,8.0,1,PASS,2165.6,220.8,600,0.368,PASS,2035.1,0.00049138,20.7,180.5,201.1,combined,0.6236,PASS,1005.9,41.8,0.1296,PASS,16.0,60,1,1,PASS
PLV-001,Large PLV,16in,406.4,9.53,25,GO,0.7507,sagbend,2680.6,276.0,8.0,0.7507,0.1296,0.4600521821198285,242.1,41.8,2543.9,8.0,2.0,8.0,1,PASS,2706.9,276.0,600,0.4601,PASS,2543.9,0.0003931,16.5,225.6,242.1,combined,0.7507,PASS,1005.9,41.8,0.1296,PASS,16.0,60,1,1,PASS
PLV-001,Large PLV,16in,406.4,9.53,30,MARGINAL,0.882,sagbend,3216.7,331.2,8.0,0.882,0.1296,0.5520625327985548,284.5,41.8,3052.6,8.0,2.0,8.0,1,PASS,3248.3,331.2,600,0.5521,PASS,3052.6,0.00032759,13.8,270.7,284.5,combined,0.882,PASS,1005.9,41.8,0.1296,PASS,16.0,60,1,1,PASS
PLV-001,Large PLV,20in,508.0,9.53,7,NO_GO,9.99,vessel_capability,896.4,92.3,8.0,0.4151,0.162,0.1538466486879568,133.9,52.3,712.3,8.0,2.0,8.0,1,PASS,905.2,92.3,600,0.1538,PASS,712.3,0.00140394,73.8,60.1,133.9,combined,0.4151,PASS,1005.9,52.3,0.162,PASS,20.0,60,1,0,FAIL
PLV-001,Large PLV,20in,508.0,9.53,10,GO,0.4262,sagbend,1280.6,131.9,8.0,0.4262,0.162,0.21978116965408995,137.5,52.3,1017.5,8.0,2.0,8.0,1,PASS,1293.2,131.9,600,0.2198,PASS,1017.5,0.00098275,51.7,85.8,137.5,combined,0.4262,PASS,1005.9,52.3,0.162,PASS,20.0,60,1,1,PASS
PLV-001,Large PLV,20in,508.0,9.53,15,GO,0.5058,sagbend,1920.9,197.8,8.0,0.5058,0.162,0.32967143445711794,163.2,52.3,1526.3,8.0,2.0,8.0,1,PASS,1939.8,197.8,600,0.3297,PASS,1526.3,0.00065517,34.4,128.7,163.2,combined,0.5058,PASS,1005.9,52.3,0.162,PASS,20.0,60,1,1,PASS
PLV-001,Large PLV,20in,508.0,9.53,20,GO,0.6121,sagbend,2561.2,263.7,8.0,0.6121,0.162,0.43956169926014593,197.5,52.3,2035.1,8.0,2.0,8.0,1,PASS,2586.4,263.7,600,0.4396,PASS,2035.1,0.00049138,25.8,171.6,197.5,combined,0.6121,PASS,1005.9,52.3,0.162,PASS,20.0,60,1,1,PASS
PLV-001,Large PLV,20in,508.0,9.53,25,GO,0.7291,sagbend,3201.5,329.7,8.0,0.7291,0.162,0.549451964063174,235.2,52.3,2543.9,8.0,2.0,8.0,1,PASS,3233.0,329.7,600,0.5495,PASS,2543.9,0.0003931,20.7,214.5,235.2,combined,0.7291,PASS,1005.9,52.3,0.162,PASS,20.0,60,1,1,PASS
PLV-001,Large PLV,20in,508.0,9.53,30,MARGINAL,0.8515,sagbend,3841.8,395.6,8.0,0.8515,0.162,0.6593422288662021,274.7,52.3,3052.6,8.0,2.0,8.0,1,PASS,3879.6,395.6,600,0.6593,PASS,3052.6,0.00032759,17.2,257.4,274.7,combined,0.8515,PASS,1005.9,52.3,0.162,PASS,20.0,60,1,1,PASS
PLV-001,Large PLV,24in,609.6,9.53,7,NO_GO,9.99,vessel_capability,1193.9,122.9,8.0,0.4806,0.1944,0.20490499599116366,155.0,62.7,712.3,8.0,2.0,8.0,1,PASS,1205.7,122.9,600,0.2049,PASS,712.3,0.00140393,88.6,66.5,155.0,combined,0.4806,PASS,1005.9,62.7,0.1944,PASS,24.0,60,1,0,FAIL
PLV-001,Large PLV,24in,609.6,9.53,10,GO,0.4866,sagbend,1705.6,175.6,8.0,0.4866,0.1944,0.2927209844348218,156.9,62.7,1017.5,8.0,2.0,8.0,1,PASS,1722.4,175.6,600,0.2927,PASS,1017.5,0.00098275,62.0,94.9,156.9,combined,0.4866,PASS,1005.9,62.7,0.1944,PASS,24.0,60,1,1,PASS
PLV-001,Large PLV,24in,609.6,9.53,15,GO,0.5696,sagbend,2558.4,263.4,8.0,0.5696,0.1944,0.43908096517425177,183.7,62.7,1526.3,8.0,2.0,8.0,1,PASS,2583.5,263.4,600,0.4391,PASS,1526.3,0.00065517,41.3,142.4,183.7,combined,0.5696,PASS,1005.9,62.7,0.1944,PASS,24.0,60,1,1,PASS
PLV-001,Large PLV,24in,609.6,9.53,20,GO,0.6848,sagbend,3411.2,351.3,8.0,0.6848,0.1944,0.5854409459136819,220.9,62.7,2035.1,8.0,2.0,8.0,1,PASS,3444.7,351.3,600,0.5854,PASS,2035.1,0.00049138,31.0,189.9,220.9,combined,0.6848,PASS,1005.9,62.7,0.1944,PASS,24.0,60,1,1,PASS
PLV-001,Large PLV,24in,609.6,9.53,25,GO,0.8127,sagbend,4264.0,439.1,8.0,0.8127,0.1944,0.731800926653112,262.1,62.7,2543.9,8.0,2.0,8.0,1,PASS,4305.9,439.1,600,0.7318,PASS,2543.9,0.0003931,24.8,237.3,262.1,combined,0.8127,PASS,1005.9,62.7,0.1944,PASS,24.0,60,1,1,PASS
PLV-001,Large PLV,24in,609.6,9.53,30,MARGINAL,0.947,sagbend,5116.8,526.9,8.0,0.947,0.1944,0.878160907392542,305.5,62.7,3052.6,8.0,2.0,8.0,1,PASS,5167.1,526.9,600,0.8782,PASS,3052.6,0.00032759,20.7,284.8,305.5,combined,0.947,PASS,1005.9,62.7,0.1944,PASS,24.0,60,1,1,PASS
PLV-002,Shallow Water Barge,8in,219.1,8.18,7,GO,0.2308,sagbend,11.5,1.2,12.0,0.2308,0.1826,0.004803601967429542,74.4,58.9,313.5,12.0,3.0,12.0,1,PASS,11.8,1.2,250,0.0048,PASS,313.5,0.00318934,72.3,2.1,74.4,combined,0.2308,PASS,384.9,58.9,0.1826,PASS,8.6,36,1,1,PASS
PLV-002,Shallow Water Barge,8in,219.1,8.18,10,GO,0.1827,overbend,16.4,1.7,12.0,0.1665,0.1827,0.006858302202701151,53.7,58.9,447.7,12.0,3.0,12.0,1,PASS,16.8,1.7,250,0.0069,PASS,447.7,0.00223386,50.7,3.0,53.7,combined,0.1665,PASS,384.8,58.9,0.1827,PASS,8.6,36,1,1,PASS
PLV-002,Shallow Water Barge,8in,219.1,8.18,15,GO,0.1827,overbend,24.7,2.6,12.0,0.1188,0.1827,0.010287470987356783,38.3,58.9,671.5,12.0,3.0,12.0,1,PASS,25.2,2.6,250,0.0103,PASS,671.5,0.00148924,33.8,4.6,38.3,combined,0.1188,PASS,384.8,58.9,0.1827,PASS,8.6,36,1,1,PASS
PLV-002,Shallow Water Barge,8in,219.1,8.18,20,GO,0.1827,overbend,32.9,3.4,12.0,0.0973,0.1827,0.01371663977201242,31.4,58.9,895.3,12.0,3.0,12.0,1,PASS,33.6,3.4,250,0.0137,PASS,895.3,0.00111693,25.3,6.1,31.4,combined,0.0973,PASS,384.8,58.9,0.1827,PASS,8.6,36,1,1,PASS
PLV-002,Shallow Water Barge,8in,219.1,8.18,25,GO,0.1827,overbend,41.1,4.3,12.0,0.0863,0.1827,0.01714580855666806,27.8,58.9,1119.1,12.0,3.0,12.0,1,PASS,42.0,4.3,250,0.0171,PASS,1119.1,0.00089354,20.3,7.6,27.8,combined,0.0863,PASS,384.8,58.9,0.1827,PASS,8.6,36,1,1,PASS
PLV-002,Shallow Water Barge,8in,219.1,8.18,30,GO,0.1827,overbend,49.3,5.1,12.0,0.0806,0.1827,0.0205749773413237,26.0,58.9,1343.0,12.0,3.0,12.0,1,PASS,50.4,5.1,250,0.0206,PASS,1343.0,0.00074462,16.9,9.1,26.0,combined,0.0806,PASS,384.8,58.9,0.1827,PASS,8.6,36,1,1,PASS
PLV-002,Shallow Water Barge,12in,323.9,9.53,7,GO,0.416,sagbend,255.9,26.7,12.0,0.416,0.2701,0.1067212254756186,134.2,87.1,313.3,12.0,3.0,12.0,1,PASS,261.6,26.7,250,0.1067,PASS,313.3,0.00319146,107.0,27.2,134.2,combined,0.416,PASS,384.8,87.1,0.2701,PASS,12.8,36,1,1,PASS
PLV-002,Shallow Water Barge,12in,323.9,9.53,10,GO,0.3526,sagbend,365.6,38.1,12.0,0.3526,0.2701,0.15245785055658184,113.7,87.1,447.6,12.0,3.0,12.0,1,PASS,373.8,38.1,250,0.1525,PASS,447.6,0.00223404,74.9,38.8,113.7,combined,0.3526,PASS,384.8,87.1,0.2701,PASS,12.8,36,1,1,PASS
PLV-002,Shallow Water Barge,12in,323.9,9.53,15,GO,0.3354,sagbend,548.4,57.2,12.0,0.3354,0.2701,0.22868555902485374,108.2,87.1,671.4,12.0,3.0,12.0,1,PASS,560.7,57.2,250,0.2287,PASS,671.4,0.00148937,49.9,58.3,108.2,combined,0.3354,PASS,384.8,87.1,0.2701,PASS,12.8,36,1,1,PASS
PLV-002,Shallow Water Barge,12in,323.9,9.53,20,GO,0.3569,sagbend,731.2,76.2,12.0,0.3569,0.2701,0.30491326749312564,115.1,87.1,895.2,12.0,3.0,12.0,1,PASS,747.5,76.2,250,0.3049,PASS,895.2,0.00111703,37.4,77.7,115.1,combined,0.3569,PASS,384.8,87.1,0.2701,PASS,12.8,36,1,1,PASS
PLV-002,Shallow Water Barge,12in,323.9,9.53,25,GO,0.3939,sagbend,914.0,95.3,12.0,0.3939,0.2701,0.3811409759613977,127.1,87.1,1119.0,12.0,3.0,12.0,1,PASS,934.4,95.3,250,0.3811,PASS,1119.0,0.00089362,30.0,97.1,127.1,combined,0.3939,PASS,384.8,87.1,0.2701,PASS,12.8,36,1,1,PASS
PLV-002,Shallow Water Barge,12in,323.9,9.53,30,GO,0.4574,tension,1096.8,114.3,12.0,0.4387,0.2701,0.4573722803756958,141.5,87.1,1342.9,12.0,3.0,12.0,1,PASS,1121.3,114.3,250,0.4574,PASS,1342.9,0.00074468,25.0,116.5,141.5,combined,0.4387,PASS,384.8,87.1,0.2701,PASS,12.8,36,1,1,PASS
PLV-002,Shallow Water Barge,16in,406.4,9.53,7,GO,0.5023,sagbend,330.2,34.4,12.0,0.5023,0.3389,0.1376844180364643,162.0,109.3,313.3,12.0,3.0,12.0,1,PASS,337.6,34.4,250,0.1377,PASS,313.3,0.00319145,134.2,27.8,162.0,combined,0.5023,PASS,384.8,109.3,0.3389,PASS,16.0,36,1,1,PASS
PLV-002,Shallow Water Barge,16in,406.4,9.53,10,GO,0.4144,sagbend,471.7,49.2,12.0,0.4144,0.3389,0.19669075323703086,133.7,109.3,447.6,12.0,3.0,12.0,1,PASS,482.2,49.2,250,0.1967,PASS,447.6,0.00223403,94.0,39.7,133.7,combined,0.4144,PASS,384.8,109.3,0.3389,PASS,16.0,36,1,1,PASS
PLV-002,Shallow Water Barge,16in,406.4,9.53,15,GO,0.3788,sagbend,707.5,73.8,12.0,0.3788,0.3389,0.2950327049457037,122.2,109.3,671.4,12.0,3.0,12.0,1,PASS,723.3,73.8,250,0.295,PASS,671.4,0.00148937,62.6,59.5,122.2,combined,0.3788,PASS,384.8,109.3,0.3389,PASS,16.0,36,1,1,PASS
PLV-002,Shallow Water Barge,16in,406.4,9.53,20,GO,0.3934,tension,943.4,98.3,12.0,0.3918,0.3389,0.39337756709278354,126.4,109.3,895.2,12.0,3.0,12.0,1,PASS,964.4,98.3,250,0.3934,PASS,895.2,0.00111702,47.0,79.4,126.4,combined,0.3918,PASS,384.8,109.3,0.3389,PASS,16.0,36,1,1,PASS
PLV-002,Shallow Water Barge,16in,406.4,9.53,25,GO,0.4917,tension,1179.2,122.9,12.0,0.4242,0.3389,0.4917224292398634,136.8,109.3,1119.0,12.0,3.0,12.0,1,PASS,1205.5,122.9,250,0.4917,PASS,1119.0,0.00089362,37.6,99.2,136.8,combined,0.4242,PASS,384.8,109.3,0.3389,PASS,16.0,36,1,1,PASS
PLV-002,Shallow Water Barge,16in,406.4,9.53,30,GO,0.5901,tension,1415.0,147.5,12.0,0.4663,0.3389,0.5900643809485363,150.4,109.3,1342.8,12.0,3.0,12.0,1,PASS,1446.6,147.5,250,0.5901,PASS,1342.8,0.00074469,31.3,119.1,150.4,combined,0.4663,PASS,384.8,109.3,0.3389,PASS,16.0,36,1,1,PASS
PLV-002,Shallow Water Barge,20in,508.0,9.53,7,GO,0.6021,sagbend,394.3,41.1,12.0,0.6021,0.4236,0.16443851587290598,194.2,136.6,313.3,12.0,3.0,12.0,1,PASS,403.1,41.1,250,0.1644,PASS,313.3,0.00319147,167.8,26.4,194.2,combined,0.6021,PASS,384.8,136.6,0.4236,PASS,20.0,36,1,1,PASS
PLV-002,Shallow Water Barge,20in,508.0,9.53,10,GO,0.4812,sagbend,563.3,58.7,12.0,0.4812,0.4236,0.23490995540767504,155.2,136.6,447.6,12.0,3.0,12.0,1,PASS,575.9,58.7,250,0.2349,PASS,447.6,0.00223405,117.5,37.7,155.2,combined,0.4812,PASS,384.8,136.6,0.4236,PASS,20.0,36,1,1,PASS
PLV-002,Shallow Water Barge,20in,508.0,9.53,15,GO,0.4236,overbend,845.0,88.1,12.0,0.4183,0.4236,0.35236525130682084,134.9,136.6,671.4,12.0,3.0,12.0,1,PASS,863.9,88.1,250,0.3524,PASS,671.4,0.00148937,78.3,56.6,134.9,combined,0.4183,PASS,384.8,136.6,0.4236,PASS,20.0,36,1,1,PASS
PLV-002,Shallow Water Barge,20in,508.0,9.53,20,GO,0.4698,tension,1126.7,117.5,12.0,0.4161,0.4236,0.4698205472059669,134.2,136.6,895.2,12.0,3.0,12.0,1,PASS,1151.8,117.5,250,0.4698,PASS,895.2,0.00111703,58.7,75.5,134.2,combined,0.4161,PASS,384.8,136.6,0.4236,PASS,20.0,36,1,1,PASS
PLV-002,Shallow Water Barge,20in,508.0,9.53,25,GO,0.5873,tension,1408.3,146.8,12.0,0.4382,0.4236,0.5872736705992145,141.4,136.6,1119.0,12.0,3.0,12.0,1,PASS,1439.8,146.8,250,0.5873,PASS,1119.0,0.00089362,47.0,94.4,141.4,combined,0.4382,PASS,384.8,136.6,0.4236,PASS,20.0,36,1,1,PASS
PLV-002,Shallow Water Barge,20in,508.0,9.53,30,GO,0.7047,tension,1690.0,176.2,12.0,0.4725,0.4236,0.7047289664983604,152.4,136.6,1342.8,12.0,3.0,12.0,1,PASS,1727.8,176.2,250,0.7047,PASS,1342.8,0.00074469,39.2,113.2,152.4,combined,0.4725,PASS,384.8,136.6,0.4236,PASS,20.0,36,1,1,PASS
PLV-002,Shallow Water Barge,24in,609.6,9.53,7,GO,0.7149,sagbend,525.2,54.8,12.0,0.7149,0.5084,0.21900946958259862,230.6,164.0,313.3,12.0,3.0,12.0,1,PASS,536.9,54.8,250,0.219,PASS,313.3,0.0031915,201.4,29.2,230.6,combined,0.7149,PASS,384.8,164.0,0.5084,PASS,24.0,36,1,1,PASS
PLV-002,Shallow Water Barge,24in,609.6,9.53,10,GO,0.5665,sagbend,750.3,78.2,12.0,0.5665,0.5083,0.31287259482455754,182.7,164.0,447.6,12.0,3.0,12.0,1,PASS,767.1,78.2,250,0.3129,PASS,447.6,0.00223404,141.0,41.8,182.7,combined,0.5665,PASS,384.8,164.0,0.5083,PASS,24.0,36,1,1,PASS
PLV-002,Shallow Water Barge,24in,609.6,9.53,15,GO,0.5083,overbend,1125.4,117.3,12.0,0.4855,0.5083,0.4693076646896827,156.6,164.0,671.4,12.0,3.0,12.0,1,PASS,1150.6,117.3,250,0.4693,PASS,671.4,0.00148936,94.0,62.6,156.6,combined,0.4855,PASS,384.8,164.0,0.5083,PASS,24.0,36,1,1,PASS
PLV-002,Shallow Water Barge,24in,609.6,9.53,20,GO,0.6257,tension,1500.6,156.4,12.0,0.4774,0.5083,0.6257427345548073,154.0,164.0,895.2,12.0,3.0,12.0,1,PASS,1534.1,156.4,250,0.6257,PASS,895.2,0.00111702,70.5,83.5,154.0,combined,0.4774,PASS,384.8,164.0,0.5083,PASS,24.0,36,1,1,PASS
PLV-002,Shallow Water Barge,24in,609.6,9.53,25,GO,0.7822,tension,1875.7,195.5,12.0,0.4985,0.5084,0.7821743322151257,160.8,164.0,1119.0,12.0,3.0,12.0,1,PASS,1917.6,195.5,250,0.7822,PASS,1119.0,0.00089362,56.4,104.4,160.8,combined,0.4985,PASS,384.8,164.0,0.5084,PASS,24.0,36,1,1,PASS
PLV-002,Shallow Water Barge,24in,609.6,9.53,30,MARGINAL,0.9386,tension,2250.9,234.7,12.0,0.5341,0.5084,0.9386094020802508,172.3,164.0,1342.8,12.0,3.0,12.0,1,PASS,2301.2,234.7,250,0.9386,PASS,1342.8,0.00074469,47.0,125.3,172.3,combined,0.5341,PASS,384.8,164.0,0.5084,PASS,24.0,36,1,1,PASS
