configuration,strut,location,total_damage_rate,fatigue_life_years,critical_fc,critical_fc_contribution
fsts_l095,2,loc05,2.713364662404736e-05,36854.61131913408,FC075,97.82307056748
fsts_l095,2,loc06,1.332208886265773e-05,75063.30353365486,FC075,99.77117903458897
fsts_l095,2,loc07,1.3135880458697477e-05,76127.3675673475,FC075,99.77117903456826
fsts_l095,2,loc09,4.221968923839569e-05,23685.63146813913,FC075,96.53699308529539
fsts_l095,2,loc10,3.4481499338228884e-05,29001.05909522681,FC075,96.5369930849475
fsts_l095,3,loc02,4.191959477653944e-06,238551.9243043008,FC075,100.0
fsts_l095,3,loc03,1.129956320287968e-06,884989.9611563314,FC075,100.0
fsts_l095,3,loc05,3.0271079594435466e-05,33034.831046588224,FC075,97.8100089116545
fsts_l095,3,loc06,1.3747557632548968e-05,72740.19332949597,FC075,99.7782607415569
fsts_l095,3,loc07,1.3555402273651381e-05,73771.3259859335,FC075,99.77826074153494
fsts_l095,3,loc09,4.6775967956284657e-05,21378.499338262085,FC075,94.44048761061595
fsts_l095,3,loc10,3.820268545934664e-05,26176.170286880726,FC075,94.44048761007451
fsts_l095,4,loc02,3.210666767971386e-06,311461.78419252014,FC075,100.0
fsts_l095,4,loc03,9.64094545973682e-07,1037242.6689646455,FC075,100.0
fsts_l095,4,loc05,2.7582885184220452e-05,36254.36546326479,FC075,99.69218195637227
fsts_l095,4,loc06,1.3015829557342464e-05,76829.5248177925,FC075,99.76579493289958
fsts_l095,4,loc07,1.2833901867889813e-05,77918.62601832586,FC075,99.76579493288199
fsts_l095,4,loc09,4.223171477897126e-05,23678.88695104413,FC075,97.37099362319879
fsts_l095,4,loc10,3.4491320790832854e-05,28992.801002441785,FC075,97.37099362284725
fsts_l095,5,loc02,4.2875532017028094e-05,23323.325751453027,FC075,94.34655887877894
fsts_l095,5,loc03,2.283098470562912e-05,43800.12570169362,FC075,99.72530597698461
fsts_l095,5,loc05,0.0001866193801310993,5358.500276324487,FC075,82.21187987252077
fsts_l095,5,loc06,0.00010169568747512291,9833.258664430808,FC075,88.95414059704999
fsts_l095,5,loc07,0.00010027424430995106,9972.650573251556,FC075,88.95414059195114
fsts_l095,5,loc09,0.00028338959578700284,3528.711056674097,FC075,72.40844289354308
fsts_l095,5,loc10,0.00023144884136183842,4320.609228873337,FC075,72.40844288419316
fsts_l095,6,loc02,6.214733430799746e-06,160907.94740190724,FC075,100.0
fsts_l095,6,loc03,1.794658290489138e-06,557209.1385304596,FC075,100.0
fsts_l095,6,loc05,3.6628132822668075e-05,27301.418962342777,FC075,99.4600658999691
fsts_l095,6,loc06,1.934592585595446e-05,51690.46999589379,FC075,99.47784015133298
fsts_l095,6,loc07,1.907551976444359e-05,52423.2111286415,FC075,99.47784015127881
fsts_l095,6,loc09,6.0153425245310866e-05,16624.157243281054,FC075,92.82863175587474
fsts_l095,6,loc10,4.912827001198516e-05,20354.879171524735,FC075,92.82863175464132
fsts_l095,7,loc02,1.9818756203406763e-05,50457.25320684373,FC075,99.85762027671373
fsts_l095,7,loc03,9.633562792903894e-06,103803.75583751863,FC075,100.0
fsts_l095,7,loc05,9.212534207991316e-05,10854.776518849292,FC075,92.19222432146672
fsts_l095,7,loc06,4.9656146827435566e-05,20138.49369898127,FC075,95.70626463534175
fsts_l095,7,loc07,4.896208209491713e-05,20423.968042482662,FC075,95.70626463366648
fsts_l095,7,loc09,0.0001374379444889609,7276.0110296929,FC075,86.51305594544696
fsts_l095,7,loc10,0.00011224778003998952,8908.862158732572,FC075,86.51305594156834
fsts_l095,8,loc02,6.835393375694341e-07,1462973.592062534,FC075,100.0
fsts_l095,8,loc03,1.5321276008564402e-07,6526871.518018555,FC075,100.0
fsts_l095,8,loc05,9.834201395981454e-06,101685.93866794609,FC075,100.0
fsts_l095,8,loc06,3.933260587307136e-06,254241.99027825895,FC075,100.0
fsts_l095,8,loc07,3.878283760348212e-06,257846.0117395368,FC075,100.0
fsts_l095,8,loc09,1.771560361602143e-05,56447.41334670819,FC075,99.81168849835403
fsts_l095,8,loc10,1.446861844343412e-05,69115.09926877652,FC075,99.81168849833418
fsts_l095_125km3_l000_pb,1,loc02,9.39466421976033e-07,1064433.9984995348,FC068,58.070078423806905
fsts_l095_125km3_l000_pb,1,loc03,4.30210057701207e-07,2324445.8889302122,FC068,90.28143744212824
fsts_l095_125km3_l000_pb,1,loc05,1.9690182694647337e-05,50786.730397978696,FC065,33.009241844998876
fsts_l095_125km3_l000_pb,1,loc06,6.146701257545527e-06,162688.8892269535,FC075,35.76982964771258
fsts_l095_125km3_l000_pb,1,loc07,6.060786245149173e-06,164995.09462165285,FC075,35.76982964960942
fsts_l095_125km3_l000_pb,1,loc09,4.1749596918741686e-05,23952.327059500138,FC065,34.13362847029876
fsts_l095_125km3_l000_pb,1,loc10,3.409756738068747e-05,29327.605363612834,FC065,34.13362847107481
fsts_l095_125km3_l000_pb,2,loc02,4.968623656463561e-05,20126.297927578486,FC054,44.24862367716761
fsts_l095_125km3_l000_pb,2,loc03,3.4958594641405445e-05,28605.268897611408,FC054,44.774139821261386
fsts_l095_125km3_l000_pb,2,loc05,0.00015297299022649553,6537.101736191309,FC054,42.53522732084285
fsts_l095_125km3_l000_pb,2,loc06,9.398160967543444e-05,10640.37957482853,FC054,43.04065155797765
fsts_l095_125km3_l000_pb,2,loc07,9.266798903298536e-05,10791.21291435436,FC054,43.04065148531936
fsts_l095_125km3_l000_pb,2,loc09,0.00020476201932810616,4883.718197746536,FC054,40.96674118153991
fsts_l095_125km3_l000_pb,2,loc10,0.00016723243418047663,5979.701275655676,FC054,40.96674109891409
fsts_l095_125km3_l000_pb,3,loc02,5.428405689520503e-05,18421.61505965725,FC054,42.03548442636701
fsts_l095_125km3_l000_pb,3,loc03,3.64767023446831e-05,27414.75889324084,FC054,44.536709945010266
fsts_l095_125km3_l000_pb,3,loc05,0.00016988613776842536,5886.295451387074,FC054,39.801138052819475
fsts_l095_125km3_l000_pb,3,loc06,0.0001035655168097283,9655.723553595652,FC054,40.80184339315684
fsts_l095_125km3_l000_pb,3,loc07,0.00010211793786428731,9792.598841243542,FC054,40.80184331599504
fsts_l095_125km3_l000_pb,3,loc09,0.00023684133901247356,4222.235882340345,FC054,36.80554333147173
fsts_l095_125km3_l000_pb,3,loc10,0.0001934321305293973,5169.7719363537835,FC054,36.805543241810156
fsts_l095_125km3_l000_pb,4,loc02,5.353994770465591e-07,1867764.2449640245,FC068,82.43187784639534
fsts_l095_125km3_l000_pb,4,loc03,2.6733332042451303e-07,3740648.559678404,FC068,100.0
fsts_l095_125km3_l000_pb,4,loc05,5.931002048229253e-06,168605.5732013375,FC075,48.08287817906791
fsts_l095_125km3_l000_pb,4,loc06,2.6278568970124252e-06,380538.2253260771,FC075,48.34600512296545
fsts_l095_125km3_l000_pb,4,loc07,2.591126242983678e-06,385932.56608311814,FC075,48.34600512500143
fsts_l095_125km3_l000_pb,4,loc09,1.5029990152494798e-05,66533.6430599066,FC075,36.29901534506563
fsts_l095_125km3_l000_pb,4,loc10,1.2275234727579149e-05,81464.83730802061,FC075,36.299015344334535
fsts_l095_125km3_l000_pb,5,loc02,9.459174742058898e-05,10571.746767227376,FC075,94.06858363200537
fsts_l095_125km3_l000_pb,5,loc03,5.639195406963426e-05,17733.026217980918,FC075,97.13316332335299
fsts_l095_125km3_l000_pb,5,loc05,0.00036753143186849386,2720.8557235937556,FC075,78.80664268578234
fsts_l095_125km3_l000_pb,5,loc06,0.0002050976531980695,4875.726193874424,FC075,86.18524901758937
fsts_l095_125km3_l000_pb,5,loc07,0.00020223091737640143,4944.842326649561,FC075,86.1852490042699
fsts_l095_125km3_l000_pb,5,loc09,0.0005374108250774036,1860.7738313718733,FC075,71.00428467082088
fsts_l095_125km3_l000_pb,5,loc10,0.00043891206512745607,2278.3607001316063,FC075,71.00428464434663
fsts_l095_125km3_l000_pb,6,loc02,2.499262321515719e-05,40011.80633946154,FC075,82.6455502778669
fsts_l095_125km3_l000_pb,6,loc03,1.220379857136397e-05,81941.69988568027,FC075,77.15834223084157
fsts_l095_125km3_l000_pb,6,loc05,0.00011164291484712617,8957.129087585277,FC075,78.71021759983178
fsts_l095_125km3_l000_pb,6,loc06,6.032833003588841e-05,16575.960239660457,FC075,81.44903860319661
fsts_l095_125km3_l000_pb,6,loc07,5.948509572983817e-05,16810.933692393683,FC075,81.44903861835732
fsts_l095_125km3_l000_pb,6,loc09,0.00016037208484885062,6235.499157739901,FC075,76.13173455455652
fsts_l095_125km3_l000_pb,6,loc10,0.00013097846136245748,7634.843084869458,FC075,76.13173456599239
fsts_l095_125km3_l000_pb,7,loc02,5.5167870068658e-05,18126.492807416187,FC075,92.94174370026613
fsts_l095_125km3_l000_pb,7,loc03,3.150619544186905e-05,31739.78914226772,FC075,94.2524508780985
fsts_l095_125km3_l000_pb,7,loc05,0.00021113867546946255,4736.223705943596,FC075,86.27295045511735
fsts_l095_125km3_l000_pb,7,loc06,0.00012014458393479338,8323.304865267457,FC075,89.93943713604199
fsts_l095_125km3_l000_pb,7,loc07,0.0001184652727877331,8441.292342202318,FC075,89.93943713735706
fsts_l095_125km3_l000_pb,7,loc09,0.0003045281575221805,3283.7685951164117,FC075,79.74299164236878
fsts_l095_125km3_l000_pb,7,loc10,0.00024871304466670075,4020.69783408464,FC075,79.74299163684304
fsts_l095_125km3_l000_pb,8,loc02,7.892356384237627e-06,126704.87131031862,FC075,100.0
fsts_l095_125km3_l000_pb,8,loc03,2.7528316197529265e-06,363262.3197236279,FC075,100.0
fsts_l095_125km3_l000_pb,8,loc05,4.307230858572938e-05,23216.772744131893,FC075,99.40308566394988
fsts_l095_125km3_l000_pb,8,loc06,2.211637847771009e-05,45215.35933235391,FC075,99.95405556960245
fsts_l095_125km3_l000_pb,8,loc07,2.180724861042067e-05,45856.31217695874,FC075,99.95405556959443
fsts_l095_125km3_l000_pb,8,loc09,6.449500442216943e-05,15505.076849894149,FC075,97.79061819488942
fsts_l095_125km3_l000_pb,8,loc10,5.267410756046171e-05,18984.65956641325,FC075,97.79061819441498
