[15],"British Standard (Bsi) - ""Fatigue Design and assessment of steel structures"" (BS7608:2014), Mar 2014",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVERSION UNITS,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,MPa,0.14503799999999997,ksi,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSUMPTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SI units are input (stress in Mpa) in Raw Data,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
INPUT DATA,,,,,,,,,1st Slope Data,,,,2nd Slope Data,,,,3rd Slope Data,,,,4th Slope Data,,,,,,
Lookup Index,Check Flag Status,Curve Type,References Used,Reference,# of Slopes,In air (or) Corrosion Protected in seawater (or) Free Corrosion in seawater,Log a1,Log s1,Log a1~,m1,Transfer Cycles 1,Transfer Stress 1 (Mpa),Log a2~,m2,Transfer Cycles 2,Transfer Stress 2 (Mpa),Log a3~,m3,Transfer Cycles 3,CAFL (Mpa),Log a4~,m4,Cycles at Fatigue/Endurance Limit,S0 (Mpa),Thickness Correction (mm),Thickness Coefficient,Special Notes*
1,verified,DNV'05/'08/10/11/12/12 B1,"[4],[9],[11],[12],[13]",[13],2,Seawater CP,-,-,14.917,4,1000000,169.5118251531402,17.146,5,-,-,-,-,-,-,-,-,10000000,106.97,25,0,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
2,verified,DNV'05/'08/10/11/12 B2,"[4],[9],[11],[12],[13]",[12],2,Seawater CP,-,-,14.685,4,1000000,148.3200967181877,16.856,5,-,-,-,-,-,-,-,-,10000000,93.59,25,0,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
3,verified,DNV'05/'08/10/11/12 C,"[4],[9],[11],[12],[13]",[12],2,Seawater CP,-,-,12.192,3,1000000,115.8777356155128,16.32,5,-,-,-,-,-,-,-,-,10000000,73.1,25,0.15,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
4,verified,DNV'05/'08/10/11/12 C1,"[4],[9],[11],[12],[13]",[12],2,Seawater CP,-,-,12.049,3,1000000,103.8006325345066,16.081,5,-,-,-,-,-,-,-,-,10000000,65.5,25,0.15,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
5,verified,DNV'05/'08/10/11/12 C2,"[4],[9],[11],[12],[13]",[12],2,Seawater CP,-,-,11.901,3,1000000,92.68298233793504,15.835,5,-,-,-,-,-,-,-,-,10000000,58.48,25,0.15,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
6,verified,DNV'05/'08/10/11/12 D,"[4],[9],[11],[12],[13]",[12],2,Seawater CP,-,-,11.764,3,1000000,83.40651974086639,15.606,5,-,-,-,-,-,-,-,-,10000000,52.63,25,0.2,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
7,verified,DNV'05/'08/10/11/12 E,"[4],[9],[11],[12],[13]",[12],2,Seawater CP,-,-,11.61,3,1000000,74.13102413009182,15.35,5,-,-,-,-,-,-,-,-,10000000,46.78,25,0.2,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
8,verified,DNV'05/'08/10/11/12 F,"[4],[9],[11],[12],[13]",[12],2,Seawater CP,-,-,11.455,3,1000000,65.79607697293413,15.091,5,-,-,-,-,-,-,-,-,10000000,41.52,25,0.25,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
9,verified,DNV'05/'08/10/11/12 F1,"[4],[9],[11],[12],[13]",[12],2,Seawater CP,-,-,11.299,3,1000000,58.39827246189308,14.832,5,-,-,-,-,-,-,-,-,10000000,36.84,25,0.25,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
10,verified,DNV'05/'08/10/11/12 F3,"[4],[9],[11],[12],[13]",[12],2,Seawater CP,-,-,11.146,3,1000000,51.90390101970831,14.576,5,-,-,-,-,-,-,-,-,10000000,32.75,25,0.25,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
11,verified,DNV'05/'08/10/11/12 G,"[4],[9],[11],[12],[13]",[12],2,Seawater CP,-,-,10.998,3,1000000,46.344691973628855,14.33,5,-,-,-,-,-,-,-,-,10000000,29.24,25,0.25,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
12,verified,DNV'05/'08/10/11/12 W1,"[4],[9],[11],[12],[13]",[12],2,Seawater CP,-,-,10.861,3,1000000,41.706140312672304,14.101,5,-,-,-,-,-,-,-,-,10000000,26.32,25,0.25,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
13,verified,DNV'05/'08/10/11/12 W2,"[4],[9],[11],[12],[13]",[12],2,Seawater CP,-,-,10.707,3,1000000,37.06807217825763,13.845,5,-,-,-,-,-,-,-,-,10000000,23.39,25,0.25,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
14,verified,DNV'05/'08/10/11/12 W3,"[4],[9],[11],[12],[13]",[12],2,Seawater CP,-,-,10.57,3,1000000,33.37336513051492,13.617,5,-,-,-,-,-,-,-,-,10000000,21.05,25,0.25,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
15,verified,DNV'05/'08/10/11/12 T,"[4],[9],[11],[12],[13]",[12],2,Seawater CP,-,-,11.764,3,1000000,83.40651974086639,15.606,5,-,-,-,-,-,-,-,-,10000000,52.63,25,0.25,"e=0.30 for SCF>10, e=0.25 for SCF<=10 (0.25 is used as default by spreadsheet)"
16,verified,DNV'05/'08/10/11/12 HS,"[4],[9],[11],[12],[13]",[13],1,Seawater CP,-,-,17.446,4.7,-,-,-,-,-,-,-,-,-,-,-,-,-,0,25,0,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
17,verified,DNV'05/'08/10/11/12 B1,"[4],[9],[11],[12],[13]",[12],2,In Air,-,-,15.117,4,10000000,106.95473105661608,17.146,5,-,-,-,-,-,-,-,-,10000000,106.97,25,0,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
18,verified,DNV'05/'08/10/11/12 B2,"[4],[9],[11],[12],[13]",[12],2,In Air,-,-,14.885,4,10000000,93.58365435835314,16.856,5,-,-,-,-,-,-,-,-,10000000,93.59,25,0,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
19,verified,DNV'05/'08/10/11/12 C,"[4],[9],[11],[12],[13]",[12],2,In Air,-,-,12.592,3,10000000,73.11390834834188,16.32,5,-,-,-,-,-,-,-,-,10000000,73.1,25,0.15,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
20,verified,DNV'05/'08/10/11/12 C1,"[4],[9],[11],[12],[13]",[12],2,In Air,-,-,12.449,3,10000000,65.49377145933666,16.081,5,-,-,-,-,-,-,-,-,10000000,65.5,25,0.15,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
21,verified,DNV'05/'08/10/11/12 C2,"[4],[9],[11],[12],[13]",[12],2,In Air,-,-,12.301,3,10000000,58.47900841444815,15.835,5,-,-,-,-,-,-,-,-,10000000,58.48,25,0.15,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
22,verified,DNV'05/'08/10/11/12 D,"[4],[9],[11],[12],[13]",[12],2,In Air,-,-,12.164,3,10000000,52.62595620803186,15.606,5,-,-,-,-,-,-,-,-,10000000,52.63,25,0.2,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
23,verified,DNV'05/'08/10/11/12 E,"[4],[9],[11],[12],[13]",[12],2,In Air,-,-,12.01,3,10000000,46.77351412871984,15.35,5,-,-,-,-,-,-,-,-,10000000,46.78,25,0.2,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
24,verified,DNV'05/'08/10/11/12 F,"[4],[9],[11],[12],[13]",[12],2,In Air,-,-,11.855,3,10000000,41.514518004056896,15.091,5,-,-,-,-,-,-,-,-,10000000,41.52,25,0.25,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
25,verified,DNV'05/'08/10/11/12 F1,"[4],[9],[11],[12],[13]",[12],2,In Air,-,-,11.699,3,10000000,36.84681891478683,14.832,5,-,-,-,-,-,-,-,-,10000000,36.84,25,0.25,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
26,verified,DNV'05/'08/10/11/12 F3,"[4],[9],[11],[12],[13]",[12],2,In Air,-,-,11.546,3,10000000,32.749147555557954,14.576,5,-,-,-,-,-,-,-,-,10000000,32.75,25,0.25,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
27,verified,DNV'05/'08/10/11/12 G,"[4],[9],[11],[12],[13]",[12],2,In Air,-,-,11.398,3,10000000,29.241523778433383,14.33,5,-,-,-,-,-,-,-,-,10000000,29.24,25,0.25,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
28,verified,DNV'05/'08/10/11/12 W1,"[4],[9],[11],[12],[13]",[12],2,In Air,-,-,11.261,3,10000000,26.314795540202045,14.101,5,-,-,-,-,-,-,-,-,10000000,26.32,25,0.25,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
29,verified,DNV'05/'08/10/11/12 W2,"[4],[9],[11],[12],[13]",[12],2,In Air,-,-,11.107,3,10000000,23.38837238659356,13.845,5,-,-,-,-,-,-,-,-,10000000,23.39,25,0.25,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
30,verified,DNV'05/'08/10/11/12 W3,"[4],[9],[11],[12],[13]",[12],2,In Air,-,-,10.97,3,10000000,21.057169839117563,13.617,5,-,-,-,-,-,-,-,-,10000000,21.05,25,0.25,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
31,verified,DNV'05/'08/10/11/12 T,"[4],[9],[11],[12],[13]",[12],2,In Air,-,-,12.164,3,10000000,52.62595620803186,15.606,5,-,-,-,-,-,-,-,-,10000000,52.63,25,0.25,"e=0.30 for SCF>10, e=0.25 for SCF<=10 (0.25 is used as default by spreadsheet)"
32,verified,DNV'05/'08/10/11/12 HS,"[4],[9],[11],[12],[13]",[13],1,In Air,-,-,17.446,4.7,-,-,-,-,-,-,-,-,-,-,-,-,2000000,235,25,0,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
33,verified,DNV'11 B1,"[12],[13]",[13],1,Free Corrosion,-,-,12.436,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,25,0,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
34,verified,DNV'11 B2,"[12],[13]",[13],1,Free Corrosion,-,-,12.262,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,25,0,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
35,verified,DNV'11 C,"[12],[13]",[13],1,Free Corrosion,-,-,12.115,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,25,0.15,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
36,verified,DNV'11 C1,"[12],[13]",[13],1,Free Corrosion,-,-,11.972,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,25,0.15,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
37,verified,DNV'11 C2,"[12],[13]",[13],1,Free Corrosion,-,-,11.824,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,25,0.15,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
38,verified,DNV'11 D,"[12],[13]",[13],1,Free Corrosion,-,-,11.687,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,25,0.2,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
39,verified,DNV'11 E,"[12],[13]",[13],1,Free Corrosion,-,-,11.533,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,25,0.2,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
40,verified,DNV'11 F,"[12],[13]",[13],1,Free Corrosion,-,-,11.378,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,25,0.25,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
41,verified,DNV'11 F1,"[12],[13]",[13],1,Free Corrosion,-,-,11.222,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,25,0.25,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
42,verified,DNV'11 F3,"[12],[13]",[13],1,Free Corrosion,-,-,11.068,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,25,0.25,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
43,verified,DNV'11 G,"[12],[13]",[13],1,Free Corrosion,-,-,10.921,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,25,0.25,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
44,verified,DNV'11 W1,"[12],[13]",[13],1,Free Corrosion,-,-,10.784,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,25,0.25,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
45,verified,DNV'11 W2,"[12],[13]",[13],1,Free Corrosion,-,-,10.63,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,25,0.25,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
46,verified,DNV'11 W3,"[12],[13]",[13],1,Free Corrosion,-,-,10.493,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,25,0.25,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
47,verified,DNV'11 T,"[12],[13]",[13],1,Free Corrosion,-,-,11.687,3,-,-,-,-,-,-,-,-,-,-,-,-,-,0,25,0.25,"e=0.30 for SCF>10, e=0.25 for SCF<=10 (0.25 is used as default by spreadsheet)"
48,verified,DNV'00 B1,[5],[5],2,Seawater CP,-,-,12.513,3,1000000,148.3200967181877,16.856,5,-,-,-,-,-,-,-,-,10000000,93.58365435835306,25,0,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
49,verified,DNV'00 B2,[5],[5],2,Seawater CP,-,-,12.339,3,1000000,129.77767816857823,16.566,5,-,-,-,-,-,-,-,-,10000000,81.88417919005121,25,0,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
50,verified,DNV'00 C,[5],[5],2,Seawater CP,-,-,12.192,3,1000000,115.8777356155128,16.32,5,-,-,-,-,-,-,-,-,10000000,73.11390834834182,25,0.15,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
51,verified,DNV'00 C1,[5],[5],2,Seawater CP,-,-,12.049,3,1000000,103.8006325345066,16.081,5,-,-,-,-,-,-,-,-,10000000,65.49377145933666,25,0.15,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
52,verified,DNV'00 C2,[5],[5],2,Seawater CP,-,-,11.901,3,1000000,92.68298233793504,15.835,5,-,-,-,-,-,-,-,-,10000000,58.4790084144481,25,0.15,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
53,verified,DNV'00 D,[5],[5],2,Seawater CP,-,-,11.764,3,1000000,83.40651974086639,15.606,5,-,-,-,-,-,-,-,-,10000000,52.62595620803184,25,0.2,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
54,verified,DNV'00 E,[5],[5],2,Seawater CP,-,-,11.61,3,1000000,74.13102413009182,15.35,5,-,-,-,-,-,-,-,-,10000000,46.77351412871982,25,0.2,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
55,verified,DNV'00 F,[5],[5],2,Seawater CP,-,-,11.455,3,1000000,65.79607697293413,15.091,5,-,-,-,-,-,-,-,-,10000000,41.514518004056875,25,0.25,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
56,verified,DNV'00 F1,[5],[5],2,Seawater CP,-,-,11.299,3,1000000,58.39827246189308,14.832,5,-,-,-,-,-,-,-,-,10000000,36.846818914786844,25,0.25,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
57,verified,DNV'00 F3,[5],[5],2,Seawater CP,-,-,11.146,3,1000000,51.90390101970831,14.576,5,-,-,-,-,-,-,-,-,10000000,32.74914755555792,25,0.25,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
58,verified,DNV'00 G,[5],[5],2,Seawater CP,-,-,10.998,3,1000000,46.344691973628855,14.33,5,-,-,-,-,-,-,-,-,10000000,29.241523778433354,25,0.25,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
59,verified,DNV'00 W1,[5],[5],2,Seawater CP,-,-,10.861,3,1000000,41.706140312672304,14.101,5,-,-,-,-,-,-,-,-,10000000,26.314795540202045,25,0.25,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
60,verified,DNV'00 W2,[5],[5],2,Seawater CP,-,-,10.707,3,1000000,37.06807217825763,13.845,5,-,-,-,-,-,-,-,-,10000000,23.38837238659357,25,0.25,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
61,verified,DNV'00 W3,[5],[5],2,Seawater CP,-,-,10.57,3,1000000,33.37336513051492,13.617,5,-,-,-,-,-,-,-,-,10000000,21.057169839117545,25,0.25,tref = reference thickness equal 25 mm for welded connections other than tubular joints. For tubular joints the reference thickness is 32 mm. For bolts tref = 25 mm
62,verified,DNV'00 T,[5],[5],2,Seawater CP,-,-,11.764,3,1000000,83.40651974086639,15.606,5,-,-,-,-,-,-,-,-,10000000,52.62595620803184,25,0.25,"e=0.30 for SCF>10, e=0.25 for SCF<=10"
63,verified,API-X,[1],[1],1,Seawater CP,-,-,15.061075323629792,4.38,-,-,-,-,-,-,-,-,-,-,-,-,200000000,34.945345953930996,16,0.25,tref = reference thickness equal 22 mm for non-tubular joints and for tubular joints the reference thickness is 32 mm. 
64,verified,API-X',[1],[1],1,Seawater CP,-,-,13.398113691730503,3.74,-,-,-,-,-,-,-,-,-,-,-,-,200000000,23.05985665110474,16,0.25,none
65,verified,DNV'84 B,[2],[2],2,In Air,15.3697,0.1821,15.0055,4,10000000,100.4615790278397,17.01,5,-,-,-,-,-,-,-,-,-,0,22,0,correction factor should be applied for welded joints but welded joint does not (typically) include B-class
66,verified,DNV'84 C,[2],[2],2,In Air,14.0342,0.2041,13.626,3.5,10000000,78.34296427662116,16.47,5,-,-,-,-,-,-,-,-,-,0,22,0.25,none
67,verified,DNV'84 D,[2],[2],2,In Air,12.6007,0.2095,12.1817,3,10000000,53.210825926679505,15.63,5,-,-,-,-,-,-,-,-,-,0,22,0.25,none
68,verified,DNV'84 E,[2],[2],2,In Air,12.5169,0.2509,12.0151,3,10000000,47.20630412635908,15.37,5,-,-,-,-,-,-,-,-,-,0,22,0.25,none
69,verified,DNV'84 F,[2],[2],2,In Air,12.237,0.2183,11.8004,3,10000000,39.810717055349755,15,5,-,-,-,-,-,-,-,-,-,0,22,0.25,none
70,verified,DNV'84 F2,[2],[2],2,In Air,12.09,0.2279,11.6342,3,10000000,34.994516702835746,14.72,5,-,-,-,-,-,-,-,-,-,0,22,0.25,none
71,verified,DNV'84 G,[2],[2],2,In Air,11.7525,0.1793,11.3939,3,10000000,29.10717118066609,14.32,5,-,-,-,-,-,-,-,-,-,0,22,0.25,none
72,verified,DNV'84 W,[2],[2],2,In Air,11.5662,0.1846,11.197000000000001,3,10000000,25.11886431509581,14,5,-,-,-,-,-,-,-,-,-,0,22,0.25,none
73,verified,DNV'84 T,[2],[2],2,In Air,12.6606,0.2484,12.1638,3,10000000,52.96634438916579,15.62,5,-,-,-,-,-,-,-,-,-,0,22,0.25,none
74,verified,DNV'84 B,[2],[2],1,Seawater CP,15.3697,0.1821,15.0055,4,-,-,-,-,-,-,-,-,-,-,-,-,200000000,48,22,0,tref = reference thickness equal 22 mm for non-tubular joints and for tubular joints the reference thickness is 32 mm. Correction factor should be applied for welded joints but welded joint does not (typically) include B-class
75,verified,DNV'84 C,[2],[2],1,Seawater CP,14.0342,0.2041,13.626,3.5,-,-,-,-,-,-,-,-,-,-,-,-,200000000,33,22,0.25,tref = reference thickness equal 22 mm for non-tubular joints and for tubular joints the reference thickness is 32 mm. 
76,verified,DNV'84 D,[2],[2],1,Seawater CP,12.6007,0.2095,12.1817,3,-,-,-,-,-,-,-,-,-,-,-,-,200000000,20,22,0.25,tref = reference thickness equal 22 mm for non-tubular joints and for tubular joints the reference thickness is 32 mm. 
77,verified,DNV'84 E,[2],[2],1,Seawater CP,12.5169,0.2509,12.0151,3,-,-,-,-,-,-,-,-,-,-,-,-,200000000,18,22,0.25,tref = reference thickness equal 22 mm for non-tubular joints and for tubular joints the reference thickness is 32 mm. 
78,verified,DNV'84 F,[2],[2],1,Seawater CP,12.237,0.2183,11.8004,3,-,-,-,-,-,-,-,-,-,-,-,-,200000000,15,22,0.25,none
79,verified,DNV'84 F2,[2],[2],1,Seawater CP,12.09,0.2279,11.6342,3,-,-,-,-,-,-,-,-,-,-,-,-,200000000,13,22,0.25,tref = reference thickness equal 22 mm for non-tubular joints and for tubular joints the reference thickness is 32 mm. 
80,verified,DNV'84 G,[2],[2],1,Seawater CP,11.7525,0.1793,11.3939,3,-,-,-,-,-,-,-,-,-,-,-,-,200000000,11,22,0.25,none
81,verified,DNV'84 W,[2],[2],1,Seawater CP,11.5662,0.1846,11.197000000000001,3,-,-,-,-,-,-,-,-,-,-,-,-,200000000,10,22,0.25,none
82,verified,DNV'84 T,[2],[2],1,Seawater CP,12.6606,0.2484,12.1638,3,-,-,-,-,-,-,-,-,-,-,-,-,200000000,19,22,0.25,none
83,not verified,Titanium (Baxter),[6],[6],1,No Info,-,-,19.832508912706235,6,-,-,-,-,-,-,-,-,-,-,-,-,200000000,83.54359369161034,100,0,Data not verified
84,not verified,Titanium (Marintek 1998),[7],[7],1,No Info,-,-,17.462397997898954,5,-,-,-,-,-,-,-,-,-,-,-,-,200000000,67.96316577775767,100,0,Data not verified
85,not verified,Titanium (Marintek 2002),[8],[8],1,No Info,-,-,16.982271233039565,5,-,-,-,-,-,-,-,-,-,-,-,-,200000000,54.48139854853321,100,0,Data not verified
