# Region      : all region0
# Cells       : 12800
# Volume      : 1.200000e+03
# Time        	volIntegrate(alpha.water)
3.37          	3.621824e+02
3.38          	3.615538e+02
3.39          	3.609255e+02
3.4           	3.602975e+02
3.41          	3.596698e+02
3.42          	3.590423e+02
3.43          	3.584152e+02
3.44          	3.577883e+02
3.45          	3.571616e+02
3.46          	3.565353e+02
3.47          	3.559093e+02
3.48          	3.552835e+02
3.49          	3.546580e+02
3.5           	3.540328e+02
3.51          	3.534079e+02
3.52          	3.527833e+02
3.53          	3.521589e+02
3.54          	3.515349e+02
3.55          	3.509111e+02
3.56          	3.502877e+02
3.57          	3.496646e+02
3.58          	3.490417e+02
3.59          	3.484192e+02
3.6           	3.477970e+02
3.61          	3.471751e+02
3.62          	3.465536e+02
3.63          	3.459323e+02
3.64          	3.453114e+02
3.65          	3.446909e+02
3.66          	3.440706e+02
3.67          	3.434508e+02
3.68          	3.428312e+02
3.69          	3.422120e+02
3.7           	3.415932e+02
3.71          	3.409747e+02
3.72          	3.403566e+02
3.73          	3.397388e+02
3.74          	3.391214e+02
3.75          	3.385043e+02
3.76          	3.378877e+02
3.77          	3.372714e+02
3.78          	3.366555e+02
3.79          	3.360400e+02
3.8           	3.354249e+02
3.81          	3.348101e+02
3.82          	3.341958e+02
3.83          	3.335819e+02
3.84          	3.329684e+02
3.85          	3.323553e+02
3.86          	3.317426e+02
3.87          	3.311303e+02
3.88          	3.305185e+02
3.89          	3.299071e+02
3.9           	3.292961e+02
3.91          	3.286856e+02
3.92          	3.280755e+02
3.93          	3.274659e+02
3.94          	3.268567e+02
3.95          	3.262480e+02
3.96          	3.256398e+02
3.97          	3.250320e+02
3.98          	3.244248e+02
3.99          	3.238180e+02
4             	3.232117e+02
4.01          	3.226059e+02
4.02          	3.220006e+02
4.03          	3.213958e+02
4.04          	3.207915e+02
4.05          	3.201877e+02
4.06          	3.195845e+02
4.07          	3.189817e+02
4.08          	3.183795e+02
4.09          	3.177778e+02
4.1           	3.171767e+02
4.11          	3.165761e+02
4.12          	3.159760e+02
4.13          	3.153765e+02
4.14          	3.147775e+02
4.15          	3.141790e+02
4.16          	3.135811e+02
4.17          	3.129838e+02
4.18          	3.123871e+02
4.19          	3.117909e+02
4.2           	3.111952e+02
4.21          	3.106002e+02
4.22          	3.100057e+02
4.23          	3.094118e+02
4.24          	3.088185e+02
4.25          	3.082258e+02
4.26          	3.076337e+02
4.27          	3.070422e+02
4.28          	3.064514e+02
4.29          	3.058611e+02
4.3           	3.052715e+02
4.31          	3.046824e+02
4.32          	3.040941e+02
4.33          	3.035063e+02
4.34          	3.029193e+02
4.35          	3.023328e+02
4.36          	3.017471e+02
4.37          	3.011619e+02
4.38          	3.005775e+02
4.39          	2.999938e+02
4.4           	2.994107e+02
4.41          	2.988283e+02
4.42          	2.982467e+02
4.43          	2.976657e+02
4.44          	2.970854e+02
4.45          	2.965059e+02
4.46          	2.959271e+02
4.47          	2.953490e+02
4.48          	2.947716e+02
4.49          	2.941950e+02
4.5           	2.936191e+02
4.51          	2.930439e+02
4.52          	2.924695e+02
4.53          	2.918958e+02
4.54          	2.913228e+02
4.55          	2.907505e+02
4.56          	2.901790e+02
4.57          	2.896081e+02
4.58          	2.890380e+02
4.59          	2.884685e+02
4.6           	2.878998e+02
4.61          	2.873318e+02
4.62          	2.867646e+02
4.63          	2.861980e+02
4.64          	2.856322e+02
4.65          	2.850671e+02
4.66          	2.845028e+02
4.67          	2.839391e+02
4.68          	2.833762e+02
4.69          	2.828140e+02
4.7           	2.822525e+02
4.71          	2.816917e+02
4.72          	2.811317e+02
4.73          	2.805724e+02
4.74          	2.800138e+02
4.75          	2.794560e+02
4.76          	2.788989e+02
4.77          	2.783426e+02
4.78          	2.777870e+02
4.79          	2.772323e+02
4.8           	2.766784e+02
4.81          	2.761253e+02
4.82          	2.755730e+02
4.83          	2.750217e+02
4.84          	2.744712e+02
4.85          	2.739217e+02
4.86          	2.733730e+02
4.87          	2.728253e+02
4.88          	2.722786e+02
4.89          	2.717328e+02
4.9           	2.711879e+02
4.91          	2.706441e+02
4.92          	2.701012e+02
4.93          	2.695593e+02
4.94          	2.690184e+02
4.95          	2.684785e+02
4.96          	2.679395e+02
4.97          	2.674016e+02
4.98          	2.668647e+02
4.99          	2.663288e+02
5             	2.657939e+02
5.01          	2.652600e+02
5.02          	2.647271e+02
5.03          	2.641953e+02
5.04          	2.636645e+02
5.05          	2.631347e+02
5.06          	2.626059e+02
5.07          	2.620782e+02
5.08          	2.615516e+02
5.09          	2.610259e+02
5.1           	2.605014e+02
5.11          	2.599778e+02
5.12          	2.594553e+02
5.13          	2.589339e+02
5.14          	2.584135e+02
5.15          	2.578942e+02
5.16          	2.573760e+02
5.17          	2.568587e+02
5.18          	2.563426e+02
5.19          	2.558275e+02
5.2           	2.553135e+02
5.21          	2.548006e+02
5.22          	2.542888e+02
5.23          	2.537781e+02
5.24          	2.532684e+02
5.25          	2.527598e+02
5.26          	2.522524e+02
5.27          	2.517460e+02
5.28          	2.512407e+02
5.29          	2.507366e+02
5.3           	2.502336e+02
5.31          	2.497316e+02
5.32          	2.492308e+02
5.33          	2.487311e+02
5.34          	2.482324e+02
5.35          	2.477348e+02
5.36          	2.472383e+02
5.37          	2.467428e+02
5.38          	2.462484e+02
5.39          	2.457550e+02
5.4           	2.452627e+02
5.41          	2.447714e+02
5.42          	2.442812e+02
5.43          	2.437920e+02
5.44          	2.433039e+02
5.45          	2.428168e+02
5.46          	2.423308e+02
5.47          	2.418458e+02
5.48          	2.413620e+02
5.49          	2.408792e+02
5.5           	2.403975e+02
5.51          	2.399169e+02
5.52          	2.394374e+02
5.53          	2.389590e+02
5.54          	2.384816e+02
5.55          	2.380054e+02
5.56          	2.375303e+02
5.57          	2.370563e+02
5.58          	2.365835e+02
5.59          	2.361117e+02
5.6           	2.356411e+02
5.61          	2.351715e+02
5.62          	2.347031e+02
5.63          	2.342358e+02
5.64          	2.337696e+02
5.65          	2.333045e+02
5.66          	2.328406e+02
5.67          	2.323777e+02
5.68          	2.319160e+02
5.69          	2.314554e+02
5.7           	2.309959e+02
5.71          	2.305375e+02
5.72          	2.300802e+02
5.73          	2.296241e+02
5.74          	2.291690e+02
5.75          	2.287150e+02
5.76          	2.282621e+02
5.77          	2.278104e+02
5.78          	2.273597e+02
5.79          	2.269101e+02
5.8           	2.264617e+02
5.81          	2.260143e+02
5.82          	2.255681e+02
5.83          	2.251229e+02
5.84          	2.246788e+02
5.85          	2.242358e+02
5.86          	2.237939e+02
5.87          	2.233530e+02
5.88          	2.229131e+02
5.89          	2.224743e+02
5.9           	2.220364e+02
5.91          	2.215996e+02
5.92          	2.211637e+02
5.93          	2.207289e+02
5.94          	2.202950e+02
5.95          	2.198622e+02
5.96          	2.194303e+02
5.97          	2.189994e+02
5.98          	2.185694e+02
5.99          	2.181404e+02
6             	2.177123e+02
6.01          	2.172852e+02
6.02          	2.168590e+02
6.03          	2.164338e+02
6.04          	2.160096e+02
6.05          	2.155864e+02
6.06          	2.151642e+02
6.07          	2.147431e+02
6.08          	2.143230e+02
6.09          	2.139039e+02
6.1           	2.134859e+02
6.11          	2.130690e+02
6.12          	2.126531e+02
6.13          	2.122384e+02
6.14          	2.118248e+02
6.15          	2.114123e+02
6.16          	2.110009e+02
6.17          	2.105906e+02
6.18          	2.101815e+02
6.19          	2.097736e+02
6.2           	2.093668e+02
6.21          	2.089611e+02
6.22          	2.085566e+02
6.23          	2.081532e+02
6.24          	2.077510e+02
6.25          	2.073499e+02
6.26          	2.069500e+02
6.27          	2.065512e+02
6.28          	2.061535e+02
6.29          	2.057570e+02
6.3           	2.053616e+02
6.31          	2.049673e+02
6.32          	2.045742e+02
6.33          	2.041821e+02
6.34          	2.037912e+02
6.35          	2.034013e+02
6.36          	2.030126e+02
6.37          	2.026250e+02
6.38          	2.022385e+02
6.39          	2.018531e+02
6.4           	2.014687e+02
6.41          	2.010855e+02
6.42          	2.007033e+02
6.43          	2.003223e+02
6.44          	1.999423e+02
6.45          	1.995634e+02
6.46          	1.991856e+02
6.47          	1.988088e+02
6.48          	1.984332e+02
6.49          	1.980586e+02
6.5           	1.976851e+02
6.51          	1.973127e+02
6.52          	1.969413e+02
6.53          	1.965710e+02
6.54          	1.962017e+02
6.55          	1.958334e+02
6.56          	1.954662e+02
6.57          	1.951000e+02
6.58          	1.947348e+02
6.59          	1.943706e+02
6.6           	1.940074e+02
6.61          	1.936452e+02
6.62          	1.932840e+02
6.63          	1.929238e+02
6.64          	1.925646e+02
6.65          	1.922063e+02
6.66          	1.918491e+02
6.67          	1.914928e+02
6.68          	1.911375e+02
6.69          	1.907832e+02
6.7           	1.904299e+02
6.71          	1.900775e+02
6.72          	1.897261e+02
6.73          	1.893757e+02
6.74          	1.890263e+02
6.75          	1.886779e+02
6.76          	1.883304e+02
6.77          	1.879839e+02
6.78          	1.876384e+02
6.79          	1.872938e+02
6.8           	1.869503e+02
6.81          	1.866076e+02
6.82          	1.862659e+02
6.83          	1.859252e+02
6.84          	1.855854e+02
6.85          	1.852466e+02
6.86          	1.849087e+02
6.87          	1.845718e+02
6.88          	1.842358e+02
6.89          	1.839007e+02
6.9           	1.835666e+02
6.91          	1.832334e+02
6.92          	1.829011e+02
6.93          	1.825697e+02
6.94          	1.822392e+02
6.95          	1.819097e+02
6.96          	1.815811e+02
6.97          	1.812534e+02
6.98          	1.809266e+02
6.99          	1.806007e+02
7             	1.802757e+02
7.01          	1.799516e+02
7.02          	1.796284e+02
7.03          	1.793061e+02
7.04          	1.789847e+02
7.05          	1.786642e+02
7.06          	1.783445e+02
7.07          	1.780258e+02
7.08          	1.777079e+02
7.09          	1.773908e+02
7.1           	1.770747e+02
7.11          	1.767594e+02
7.12          	1.764449e+02
7.13          	1.761313e+02
7.14          	1.758184e+02
7.15          	1.755064e+02
7.16          	1.751952e+02
7.17          	1.748847e+02
7.18          	1.745751e+02
7.19          	1.742662e+02
7.2           	1.739581e+02
7.21          	1.736508e+02
7.22          	1.733442e+02
7.23          	1.730384e+02
7.24          	1.727334e+02
7.25          	1.724290e+02
7.26          	1.721254e+02
7.27          	1.718226e+02
7.28          	1.715205e+02
7.29          	1.712191e+02
7.3           	1.709185e+02
7.31          	1.706186e+02
7.32          	1.703195e+02
7.33          	1.700212e+02
7.34          	1.697236e+02
7.35          	1.694269e+02
7.36          	1.691309e+02
7.37          	1.688356e+02
7.38          	1.685412e+02
7.39          	1.682476e+02
7.4           	1.679548e+02
7.41          	1.676628e+02
7.42          	1.673716e+02
7.43          	1.670813e+02
7.44          	1.667918e+02
7.45          	1.665030e+02
7.46          	1.662152e+02
7.47          	1.659281e+02
7.48          	1.656418e+02
7.49          	1.653564e+02
7.5           	1.650718e+02
7.51          	1.647880e+02
7.52          	1.645050e+02
7.53          	1.642228e+02
7.54          	1.639414e+02
7.55          	1.636609e+02
7.56          	1.633811e+02
7.57          	1.631021e+02
7.58          	1.628239e+02
7.59          	1.625466e+02
7.6           	1.622700e+02
7.61          	1.619941e+02
7.62          	1.617191e+02
7.63          	1.614449e+02
7.64          	1.611714e+02
7.65          	1.608987e+02
7.66          	1.606268e+02
7.67          	1.603556e+02
7.68          	1.600852e+02
7.69          	1.598156e+02
7.7           	1.595468e+02
7.71          	1.592787e+02
7.72          	1.590113e+02
7.73          	1.587447e+02
7.74          	1.584789e+02
7.75          	1.582138e+02
7.76          	1.579495e+02
7.77          	1.576859e+02
7.78          	1.574230e+02
7.79          	1.571609e+02
7.8           	1.568995e+02
7.81          	1.566389e+02
7.82          	1.563790e+02
7.83          	1.561198e+02
7.84          	1.558613e+02
7.85          	1.556036e+02
7.86          	1.553466e+02
7.87          	1.550903e+02
7.88          	1.548347e+02
7.89          	1.545799e+02
7.9           	1.543257e+02
7.91          	1.540723e+02
7.92          	1.538196e+02
7.93          	1.535676e+02
7.94          	1.533162e+02
7.95          	1.530656e+02
7.96          	1.528156e+02
7.97          	1.525664e+02
7.98          	1.523177e+02
7.99          	1.520698e+02
8             	1.518225e+02
8.01          	1.515759e+02
8.02          	1.513300e+02
8.03          	1.510847e+02
8.04          	1.508401e+02
8.05          	1.505961e+02
8.06          	1.503528e+02
8.07          	1.501101e+02
8.08          	1.498681e+02
8.09          	1.496267e+02
8.1           	1.493860e+02
8.11          	1.491459e+02
8.12          	1.489065e+02
8.13          	1.486676e+02
8.14          	1.484295e+02
8.15          	1.481919e+02
8.16          	1.479550e+02
8.17          	1.477187e+02
8.18          	1.474831e+02
8.19          	1.472480e+02
8.2           	1.470136e+02
8.21          	1.467798e+02
8.22          	1.465467e+02
8.23          	1.463141e+02
8.24          	1.460822e+02
8.25          	1.458509e+02
8.26          	1.456201e+02
8.27          	1.453900e+02
8.28          	1.451605e+02
8.29          	1.449317e+02
8.3           	1.447034e+02
8.31          	1.444757e+02
8.32          	1.442486e+02
8.33          	1.440221e+02
8.34          	1.437962e+02
8.35          	1.435708e+02
8.36          	1.433461e+02
8.37          	1.431220e+02
8.38          	1.428984e+02
8.39          	1.426754e+02
8.4           	1.424530e+02
8.41          	1.422312e+02
8.42          	1.420099e+02
8.43          	1.417893e+02
8.44          	1.415691e+02
8.45          	1.413496e+02
8.46          	1.411306e+02
8.47          	1.409122e+02
8.48          	1.406944e+02
8.49          	1.404771e+02
8.5           	1.402603e+02
8.51          	1.400441e+02
8.52          	1.398285e+02
8.53          	1.396134e+02
8.54          	1.393989e+02
8.55          	1.391849e+02
8.56          	1.389714e+02
8.57          	1.387585e+02
8.58          	1.385461e+02
8.59          	1.383343e+02
8.6           	1.381230e+02
8.61          	1.379122e+02
8.62          	1.377019e+02
8.63          	1.374922e+02
8.64          	1.372829e+02
8.65          	1.370742e+02
8.66          	1.368660e+02
8.67          	1.366583e+02
8.68          	1.364512e+02
8.69          	1.362445e+02
8.7           	1.360383e+02
8.71          	1.358327e+02
8.72          	1.356276e+02
8.73          	1.354229e+02
8.74          	1.352188e+02
8.75          	1.350152e+02
8.76          	1.348120e+02
8.77          	1.346094e+02
8.78          	1.344073e+02
8.79          	1.342057e+02
8.8           	1.340046e+02
8.81          	1.338040e+02
8.82          	1.336039e+02
8.83          	1.334043e+02
8.84          	1.332051e+02
8.85          	1.330065e+02
8.86          	1.328082e+02
8.87          	1.326105e+02
8.88          	1.324132e+02
8.89          	1.322164e+02
8.9           	1.320200e+02
8.91          	1.318241e+02
8.92          	1.316287e+02
8.93          	1.314336e+02
8.94          	1.312391e+02
8.95          	1.310449e+02
8.96          	1.308513e+02
8.97          	1.306580e+02
8.98          	1.304652e+02
8.99          	1.302728e+02
9             	1.300808e+02
9.01          	1.298893e+02
9.02          	1.296982e+02
9.03          	1.295076e+02
9.04          	1.293173e+02
9.05          	1.291275e+02
9.06          	1.289382e+02
9.07          	1.287492e+02
9.08          	1.285607e+02
9.09          	1.283727e+02
9.1           	1.281850e+02
9.11          	1.279978e+02
9.12          	1.278111e+02
9.13          	1.276248e+02
9.14          	1.274389e+02
9.15          	1.272535e+02
9.16          	1.270685e+02
9.17          	1.268840e+02
9.18          	1.266999e+02
9.19          	1.265162e+02
9.2           	1.263330e+02
9.21          	1.261502e+02
9.22          	1.259679e+02
9.23          	1.257860e+02
9.24          	1.256046e+02
9.25          	1.254236e+02
9.26          	1.252431e+02
9.27          	1.250629e+02
9.28          	1.248833e+02
9.29          	1.247040e+02
9.3           	1.245252e+02
9.31          	1.243469e+02
9.32          	1.241690e+02
9.33          	1.239915e+02
9.34          	1.238144e+02
9.35          	1.236378e+02
9.36          	1.234616e+02
9.37          	1.232859e+02
9.38          	1.231105e+02
9.39          	1.229356e+02
9.4           	1.227612e+02
9.41          	1.225871e+02
9.42          	1.224135e+02
9.43          	1.222403e+02
9.44          	1.220675e+02
9.45          	1.218951e+02
9.46          	1.217232e+02
9.47          	1.215516e+02
9.48          	1.213805e+02
9.49          	1.212098e+02
9.5           	1.210395e+02
9.51          	1.208696e+02
9.52          	1.207002e+02
9.53          	1.205311e+02
9.54          	1.203624e+02
9.55          	1.201942e+02
9.56          	1.200263e+02
9.57          	1.198589e+02
9.58          	1.196918e+02
9.59          	1.195252e+02
9.6           	1.193589e+02
9.61          	1.191931e+02
9.62          	1.190276e+02
9.63          	1.188626e+02
9.64          	1.186979e+02
9.65          	1.185336e+02
9.66          	1.183697e+02
9.67          	1.182063e+02
9.68          	1.180432e+02
9.69          	1.178804e+02
9.7           	1.177181e+02
9.71          	1.175562e+02
9.72          	1.173946e+02
9.73          	1.172334e+02
9.74          	1.170726e+02
9.75          	1.169122e+02
9.76          	1.167521e+02
9.77          	1.165925e+02
9.78          	1.164332e+02
9.79          	1.162742e+02
9.8           	1.161157e+02
9.81          	1.159575e+02
9.82          	1.157997e+02
9.83          	1.156423e+02
9.84          	1.154852e+02
9.85          	1.153285e+02
9.86          	1.151722e+02
9.87          	1.150162e+02
9.88          	1.148606e+02
9.89          	1.147053e+02
9.9           	1.145504e+02
9.91          	1.143959e+02
9.92          	1.142417e+02
9.93          	1.140879e+02
9.94          	1.139345e+02
9.95          	1.137814e+02
9.96          	1.136286e+02
9.97          	1.134762e+02
9.98          	1.133242e+02
9.99          	1.131725e+02
10            	1.130211e+02
