configuration,strut,location,total_damage_rate,fatigue_life_years,critical_fc,critical_fc_contribution
fsts_l015,7,loc06,0.0,inf,FC001,0.0
fsts_l015,7,loc07,0.0,inf,FC001,0.0
fsts_l015,7,loc09,0.0,inf,FC001,0.0
fsts_l015,7,loc10,0.0,inf,FC001,0.0
fsts_l015,8,loc02,0.0,inf,FC001,0.0
fsts_l015,8,loc03,0.0,inf,FC001,0.0
fsts_l015,8,loc05,0.0,inf,FC001,0.0
fsts_l015,8,loc06,0.0,inf,FC001,0.0
fsts_l015,8,loc07,0.0,inf,FC001,0.0
fsts_l015,8,loc09,0.0,inf,FC001,0.0
fsts_l015,8,loc10,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,1,loc02,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,1,loc03,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,1,loc05,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,1,loc06,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,1,loc07,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,1,loc09,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,1,loc10,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,2,loc02,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,2,loc03,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,2,loc05,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,2,loc06,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,2,loc07,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,2,loc09,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,2,loc10,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,3,loc02,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,3,loc03,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,3,loc05,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,3,loc06,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,3,loc07,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,3,loc09,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,3,loc10,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,4,loc02,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,4,loc03,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,4,loc05,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,4,loc06,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,4,loc07,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,4,loc09,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,4,loc10,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,5,loc02,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,5,loc03,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,5,loc05,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,5,loc06,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,5,loc07,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,5,loc09,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,5,loc10,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,6,loc02,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,6,loc03,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,6,loc05,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,6,loc06,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,6,loc07,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,6,loc09,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,6,loc10,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,7,loc02,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,7,loc03,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,7,loc05,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,7,loc06,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,7,loc07,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,7,loc09,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,7,loc10,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,8,loc02,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,8,loc03,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,8,loc05,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,8,loc06,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,8,loc07,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,8,loc09,0.0,inf,FC001,0.0
fsts_l015_125km3_l100_pb,8,loc10,0.0,inf,FC001,0.0
