Time,Force
2080.0,959.3263356924197
2090.0,979.2088309182238
2100.0,999.9999999999998
2110.0,1020.7911690817751
2120.0,1040.67366430758
2130.0,1058.778525229247
2140.0,1074.3144825477395
2150.0,1086.6025403784438
2160.0,1095.1056516295153
2170.0,1099.4521895368273
2180.0,1099.4521895368273
2190.0,1095.1056516295155
2200.0,1086.6025403784438
2210.0,1074.3144825477395
2220.0,1058.7785252292474
2230.0,1040.67366430758
2240.0,1020.7911690817766
2250.0,999.9999999999998
2260.0,979.2088309182245
2270.0,959.3263356924202
2280.0,941.2214747707528
2290.0,925.6855174522607
2300.0,913.3974596215564
2310.0,904.8943483704846
2320.0,900.5478104631727
2330.0,900.5478104631727
2340.0,904.8943483704845
2350.0,913.3974596215561
2360.0,925.6855174522606
2370.0,941.2214747707523
2380.0,959.3263356924195
2390.0,979.2088309182237
2400.0,999.9999999999998
2410.0,1020.7911690817751
2420.0,1040.67366430758
2430.0,1058.778525229247
2440.0,1074.3144825477395
2450.0,1086.6025403784438
2460.0,1095.1056516295153
2470.0,1099.4521895368273
2480.0,1099.4521895368273
2490.0,1095.1056516295155
2500.0,1086.6025403784438
2510.0,1074.3144825477395
2520.0,1058.7785252292474
2530.0,1040.67366430758
2540.0,1020.7911690817766
2550.0,999.9999999999999
2560.0,979.2088309182245
2570.0,959.3263356924202
2580.0,941.2214747707528
2590.0,925.6855174522607
2600.0,913.3974596215564
2610.0,904.8943483704846
2620.0,900.5478104631727
2630.0,900.5478104631726
2640.0,904.8943483704843
2650.0,913.3974596215561
2660.0,925.6855174522606
2670.0,941.2214747707523
2680.0,959.3263356924195
2690.0,979.2088309182237
2700.0,1000.0000000000005
2710.0,1020.7911690817758
2720.0,1040.67366430758
2730.0,1058.778525229247
2740.0,1074.314482547739
2750.0,1086.6025403784433
2760.0,1095.1056516295155
2770.0,1099.4521895368273
2780.0,1099.4521895368273
2790.0,1095.1056516295155
2800.0,1086.602540378444
2810.0,1074.314482547739
2820.0,1058.7785252292474
2830.0,1040.67366430758
2840.0,1020.7911690817766
2850.0,1000.0000000000006
2860.0,979.2088309182238
2870.0,959.3263356924197
2880.0,941.2214747707528
2890.0,925.6855174522607
2900.0,913.3974596215564
2910.0,904.8943483704849
2920.0,900.5478104631726
2930.0,900.5478104631727
2940.0,904.8943483704845
2950.0,913.3974596215561
2960.0,925.6855174522601
2970.0,941.2214747707528
2980.0,959.3263356924202
2990.0,979.2088309182237
3000.0,999.9999999999998
3010.0,1020.7911690817751
3020.0,1040.6736643075794
3030.0,1058.7785252292474
3040.0,1074.3144825477395
3050.0,1086.6025403784438
3060.0,1095.105651629515
3070.0,1099.4521895368273
3080.0,1099.4521895368273
3090.0,1095.1056516295155
3100.0,1086.602540378444
3110.0,1074.3144825477398
3120.0,1058.7785252292474
3130.0,1040.67366430758
3140.0,1020.7911690817759
3150.0,999.9999999999999
3160.0,979.2088309182238
3170.0,959.326335692421
3180.0,941.2214747707535
3190.0,925.6855174522602
3200.0,913.3974596215558
3210.0,904.8943483704849
3220.0,900.5478104631727
3230.0,900.5478104631726
3240.0,904.8943483704845
3250.0,913.3974596215561
3260.0,925.6855174522606
3270.0,941.2214747707527
3280.0,959.3263356924189
3290.0,979.208830918223
3300.0,1000.0000000000005
3310.0,1020.7911690817765
3320.0,1040.6736643075794
3330.0,1058.7785252292467
3340.0,1074.314482547739
3350.0,1086.6025403784445
3360.0,1095.1056516295153
3370.0,1099.4521895368273
3380.0,1099.4521895368273
3390.0,1095.1056516295153
3400.0,1086.6025403784445
3410.0,1074.3144825477393
3420.0,1058.778525229247
3430.0,1040.6736643075808
3440.0,1020.7911690817766
3450.0,1000.0000000000007
3460.0,979.2088309182232
3470.0,959.3263356924203
3480.0,941.2214747707529
3490.0,925.6855174522607
3500.0,913.3974596215562
3510.0,904.8943483704851
3520.0,900.5478104631727
3530.0,900.5478104631727
3540.0,904.8943483704847
3550.0,913.3974596215558
3560.0,925.68551745226
3570.0,941.2214747707533
3580.0,959.3263356924195
3590.0,979.2088309182236
3600.0,999.9999999999997
