range_kN,mean_kN,cycle_count,yearly_cycles
12.33534902841464,0,1.0,63115.200000000004
12.602719699615733,0,1.0,63115.200000000004
12.727220967861143,0,1.0,63115.200000000004
12.866467703342096,0,1.0,63115.200000000004
12.87032312012309,0,1.0,63115.200000000004
12.971792264594995,0,1.0,63115.200000000004
13.155142840771447,0,1.0,63115.200000000004
13.160428604084501,0,1.0,63115.200000000004
13.253526296130502,0,1.0,63115.200000000004
13.29699430789023,0,1.0,63115.200000000004
13.32771725082128,0,0.5,31557.600000000002
13.331510621255632,0,1.0,63115.200000000004
13.39790415489935,0,1.0,63115.200000000004
13.587940603096968,0,1.0,63115.200000000004
13.710276460321353,0,1.0,63115.200000000004
13.74708304801689,0,1.0,63115.200000000004
13.79253937025203,0,1.0,63115.200000000004
13.797985844127425,0,1.0,63115.200000000004
13.87915961087998,0,1.0,63115.200000000004
13.888503697883465,0,1.0,63115.200000000004
13.987725286547061,0,1.0,63115.200000000004
14.13891606603704,0,1.0,63115.200000000004
14.279633727190657,0,1.0,63115.200000000004
14.537017902314119,0,1.0,63115.200000000004
14.551841111697968,0,1.0,63115.200000000004
14.61370010823137,0,1.0,63115.200000000004
14.700813889574363,0,1.0,63115.200000000004
14.720763352472687,0,0.5,31557.600000000002
14.912865239730024,0,1.0,63115.200000000004
15.49435151349536,0,1.0,63115.200000000004
15.525921812670703,0,1.0,63115.200000000004
15.898680759187272,0,1.0,63115.200000000004
15.955583273844951,0,1.0,63115.200000000004
15.972269086848229,0,1.0,63115.200000000004
16.080803659242548,0,1.0,63115.200000000004
16.103846406017198,0,1.0,63115.200000000004
16.343403556858334,0,1.0,63115.200000000004
16.467329790197226,0,1.0,63115.200000000004
17.050084022706216,0,1.0,63115.200000000004
17.15076871256801,0,1.0,63115.200000000004
17.363119277326092,0,1.0,63115.200000000004
17.4467207830767,0,1.0,63115.200000000004
17.448407992327333,0,1.0,63115.200000000004
17.646097958556027,0,1.0,63115.200000000004
17.768384907448507,0,1.0,63115.200000000004
17.838201218653438,0,1.0,63115.200000000004
17.87181234974338,0,1.0,63115.200000000004
17.92915473417989,0,1.0,63115.200000000004
18.031381206000532,0,1.0,63115.200000000004
18.117153576672933,0,1.0,63115.200000000004
18.199577845399574,0,1.0,63115.200000000004
18.247611906665554,0,1.0,63115.200000000004
18.402861077137032,0,1.0,63115.200000000004
18.48924273458408,0,1.0,63115.200000000004
18.532259605139842,0,1.0,63115.200000000004
18.955882893511443,0,1.0,63115.200000000004
19.20189340007542,0,1.0,63115.200000000004
19.26769860783736,0,1.0,63115.200000000004
19.74139224809204,0,1.0,63115.200000000004
19.93102847648933,0,1.0,63115.200000000004
20.185520831641895,0,1.0,63115.200000000004
20.206131012531785,0,1.0,63115.200000000004
20.300756045785363,0,0.5,31557.600000000002
20.845184872524555,0,1.0,63115.200000000004
20.963884440664856,0,1.0,63115.200000000004
21.082713596178877,0,1.0,63115.200000000004
21.328406749601527,0,1.0,63115.200000000004
21.34136825468164,0,1.0,63115.200000000004
21.43267334107577,0,1.0,63115.200000000004
21.433840221606715,0,1.0,63115.200000000004
21.440204994732653,0,1.0,63115.200000000004
21.525399178627538,0,1.0,63115.200000000004
21.796900958557586,0,1.0,63115.200000000004
21.83144444318134,0,1.0,63115.200000000004
22.055007992086928,0,1.0,63115.200000000004
22.316985492576293,0,1.0,63115.200000000004
22.425116912299558,0,1.0,63115.200000000004
22.75116207120672,0,1.0,63115.200000000004
22.85948340914075,0,1.0,63115.200000000004
23.048660450845006,0,1.0,63115.200000000004
23.19265611348277,0,1.0,63115.200000000004
23.23622674254517,0,1.0,63115.200000000004
23.255716673920688,0,1.0,63115.200000000004
23.325503171513844,0,1.0,63115.200000000004
23.427361220815442,0,1.0,63115.200000000004
23.455189143513337,0,1.0,63115.200000000004
23.506340355143863,0,1.0,63115.200000000004
23.548414360388506,0,1.0,63115.200000000004
23.550056544097487,0,1.0,63115.200000000004
23.78990724487258,0,1.0,63115.200000000004
23.843558658649386,0,1.0,63115.200000000004
24.04655689404663,0,1.0,63115.200000000004
24.143038985508923,0,1.0,63115.200000000004
24.592646441152795,0,1.0,63115.200000000004
24.635218229792287,0,1.0,63115.200000000004
24.66643941305057,0,0.5,31557.600000000002
24.705276522601707,0,1.0,63115.200000000004
24.94122780486225,0,1.0,63115.200000000004
25.05388377984565,0,1.0,63115.200000000004
25.46397708641385,0,1.0,63115.200000000004
25.55188302196595,0,1.0,63115.200000000004
25.68052712814088,0,1.0,63115.200000000004
25.853796125673313,0,1.0,63115.200000000004
26.64661950631944,0,1.0,63115.200000000004
26.702380568083328,0,1.0,63115.200000000004
27.05962791464316,0,1.0,63115.200000000004
27.235679495710173,0,1.0,63115.200000000004
27.261090103839308,0,1.0,63115.200000000004
27.280485691050444,0,1.0,63115.200000000004
27.340393521428638,0,1.0,63115.200000000004
27.55865934225963,0,1.0,63115.200000000004
27.741698849885864,0,1.0,63115.200000000004
27.885905630244338,0,1.0,63115.200000000004
28.064989106783088,0,1.0,63115.200000000004
28.21231415745848,0,1.0,63115.200000000004
28.287242595496878,0,1.0,63115.200000000004
28.3660396521322,0,1.0,63115.200000000004
28.50027524740804,0,1.0,63115.200000000004
28.69527195646174,0,1.0,63115.200000000004
29.061823488717096,0,1.0,63115.200000000004
29.494997350301134,0,1.0,63115.200000000004
30.03550585251125,0,1.0,63115.200000000004
30.20824606370735,0,1.0,63115.200000000004
30.389432594492916,0,1.0,63115.200000000004
30.424465731261847,0,1.0,63115.200000000004
30.43637938378359,0,1.0,63115.200000000004
30.47600744881612,0,1.0,63115.200000000004
30.531991114172655,0,1.0,63115.200000000004
31.0773348242692,0,1.0,63115.200000000004
31.12223492934288,0,1.0,63115.200000000004
31.693357225131876,0,1.0,63115.200000000004
31.930306756698997,0,1.0,63115.200000000004
33.22958811479256,0,1.0,63115.200000000004
33.48985057500249,0,1.0,63115.200000000004
33.603751912051564,0,1.0,63115.200000000004
33.66445046298338,0,1.0,63115.200000000004
33.72057081061462,0,1.0,63115.200000000004
33.80528471193301,0,1.0,63115.200000000004
33.88709201281921,0,1.0,63115.200000000004
34.253229328005546,0,1.0,63115.200000000004
34.76482124252834,0,1.0,63115.200000000004
35.019335079184486,0,1.0,63115.200000000004
35.41718137751917,0,1.0,63115.200000000004
35.45797386929806,0,1.0,63115.200000000004
35.99992183170983,0,1.0,63115.200000000004
36.1137728766094,0,1.0,63115.200000000004
37.38891416926634,0,1.0,63115.200000000004
37.64252988003008,0,1.0,63115.200000000004
37.760708825889964,0,1.0,63115.200000000004
37.822462333461374,0,1.0,63115.200000000004
37.90496013831887,0,1.0,63115.200000000004
37.91787168893441,0,1.0,63115.200000000004
38.215468193989324,0,1.0,63115.200000000004
38.75733857536511,0,1.0,63115.200000000004
38.79964194967957,0,1.0,63115.200000000004
39.27088603437468,0,1.0,63115.200000000004
39.39640410471796,0,1.0,63115.200000000004
39.43277005574393,0,1.0,63115.200000000004
39.50097985627704,0,1.0,63115.200000000004
39.653168014627994,0,1.0,63115.200000000004
40.320750922774636,0,1.0,63115.200000000004
40.74397564759238,0,1.0,63115.200000000004
42.30867817935322,0,1.0,63115.200000000004
42.753722819500155,0,1.0,63115.200000000004
42.859695814522865,0,1.0,63115.200000000004
43.99727440317079,0,1.0,63115.200000000004
44.20067268689775,0,1.0,63115.200000000004
44.23082751347113,0,1.0,63115.200000000004
44.68385708947986,0,1.0,63115.200000000004
44.79292586042294,0,1.0,63115.200000000004
45.35645991287274,0,1.0,63115.200000000004
46.86215214261313,0,1.0,63115.200000000004
48.02550806091779,0,1.0,63115.200000000004
48.05268426373814,0,1.0,63115.200000000004
48.06793285719573,0,0.5,31557.600000000002
48.38990167177187,0,1.0,63115.200000000004
48.47598181052828,0,1.0,63115.200000000004
48.7125211408779,0,1.0,63115.200000000004
48.75883500146102,0,1.0,63115.200000000004
49.093703935430426,0,1.0,63115.200000000004
50.3648977316156,0,1.0,63115.200000000004
50.90325672927631,0,1.0,63115.200000000004
50.98280623377602,0,1.0,63115.200000000004
51.161538122012246,0,1.0,63115.200000000004
51.2047971647753,0,1.0,63115.200000000004
51.83845299318875,0,1.0,63115.200000000004
52.46837017048705,0,1.0,63115.200000000004
52.99236233238378,0,1.0,63115.200000000004
53.79029771002999,0,1.0,63115.200000000004
54.519602971338855,0,1.0,63115.200000000004
54.816158599036555,0,1.0,63115.200000000004
56.41555922530071,0,1.0,63115.200000000004
57.402842254341095,0,1.0,63115.200000000004
57.623530998691706,0,1.0,63115.200000000004
57.73320280270062,0,0.5,31557.600000000002
58.820890198129405,0,1.0,63115.200000000004
60.43303745901616,0,1.0,63115.200000000004
61.0826477749759,0,1.0,63115.200000000004
61.98261699339838,0,1.0,63115.200000000004
65.70466014603616,0,1.0,63115.200000000004
65.97926644641842,0,1.0,63115.200000000004
66.23830921628132,0,1.0,63115.200000000004
67.92673112529741,0,1.0,63115.200000000004
68.59355538028058,0,1.0,63115.200000000004
70.31280516117883,0,1.0,63115.200000000004
70.44486062028801,0,1.0,63115.200000000004
71.15002663454408,0,1.0,63115.200000000004
72.8753049194707,0,1.0,63115.200000000004
73.4292883821704,0,1.0,63115.200000000004
73.52844499955779,0,1.0,63115.200000000004
74.75911496024185,0,1.0,63115.200000000004
75.3013580395797,0,1.0,63115.200000000004
79.8329613749215,0,1.0,63115.200000000004
102.81583328981216,0,0.5,31557.600000000002
108.3650151960777,0,1.0,63115.200000000004
112.30743755476959,0,1.0,63115.200000000004
115.73234622017583,0,1.0,63115.200000000004
115.95000559453908,0,0.5,31557.600000000002
116.36689112108053,0,1.0,63115.200000000004
124.30050049153081,0,1.0,63115.200000000004
124.7588994143537,0,1.0,63115.200000000004
127.2460231723524,0,1.0,63115.200000000004
134.4411450120031,0,0.5,31557.600000000002
139.45733385986918,0,0.5,31557.600000000002
143.43840753335598,0,0.5,31557.600000000002
159.32935162870348,0,0.5,31557.600000000002
