scenario_id,time_s,x_m,y_m,heading_deg,yaw_rate_deg_s,rudder_command_deg,rudder_inflow_angle_deg,effective_rudder_angle_deg,rudder_local_speed_m_s,prop_rotation_factor,prop_rotation_factor_basis,diagnostic_transverse_force_N,diagnostic_normal_force_N,diagnostic_yaw_moment_kN_m
positive_rudder,22.0,28.29419620574217,0.011499585087133583,0.05894826375593557,0.00432627850891033,1.0,0.4551225961764439,0.5448774038235561,1.2861405758561324,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,1367.416195288496,1367.416195288496,-185.01141122253352
positive_rudder,23.0,29.58029541901437,0.012922125292152673,0.06337420616957161,0.004425942413636033,1.0,0.4656067387307788,0.5343932612692213,1.2861424668396504,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,1341.110061734842,1341.110061734842,-181.45219135272413
positive_rudder,24.0,30.866394516052313,0.014446132571748056,0.06789456924301145,0.00452036307343985,1.0,0.4755392894842967,0.5244607105157033,1.2861442980646134,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,1316.1878438612737,1316.1878438612737,-178.08021527443034
positive_rudder,25.0,32.152493486311386,0.01607361484365596,0.07250438558401208,0.004609816341000628,1.0,0.4849492706613361,0.5150507293386639,1.2861460686050834,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,1292.576733466585,1292.576733466585,-174.88563203802897
positive_rudder,26.0,33.43859231890467,0.01780647438917545,0.07719894913932353,0.004694563555311453,1.0,0.4938641773509625,0.5061358226490376,1.286147778000816,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,1270.2077532739504,1270.2077532739504,-171.8591090179655
positive_rudder,27.0,34.724691002620816,0.019646513410670842,0.0819738014446781,0.004774852305354565,1.0,0.5023100578654518,0.4976899421345482,1.2861494261900346,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,1249.015555289926,1249.015555289926,-168.991804630727
positive_rudder,28.0,36.0107895259416,0.02159543929667465,0.08682471859827025,0.004850917153592153,1.0,0.5103115898717623,0.4896884101282377,1.2861510134501208,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,1228.9382297875038,1228.9382297875038,-166.27534249024927
positive_rudder,29.0,37.29688787705896,0.023654869609976557,0.09174769891965724,0.004922980321386991,1.0,0.517892152517945,0.48210784748205504,1.2861525403453529,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,1209.917124351873,1209.917124351873,-163.70178692480843
positive_rudder,30.0,38.58298604389156,0.025826336813274144,0.09673895125801314,0.0049912523383559,1.0,0.5250738947648733,0.47492610523512674,1.286154007680921,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,1191.8966724573945,1191.8966724573945,-161.2636197834855
positive_rudder,31.0,39.86908401410082,0.028111292746194238,0.10179488391556679,0.005055932657553653,1.0,0.5318778001226794,0.4681221998773207,1.2861554164625282,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,1174.8242310726241,1174.8242310726241,-158.95371846412604
positive_rudder,32.0,41.155181775106335,0.03051111286676702,0.10691209415385206,0.005117210238285255,1.0,0.5383237479808618,0.4616762520191382,1.2861567678609551,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,1158.6499268169193,1158.6499268169193,-156.76533509832922
positive_rudder,33.0,42.44127931410071,0.03302710026974659,0.11208735825210202,0.005175264098249968,1.0,0.5444305717111425,0.45556942828885744,1.2861580631810425,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,1143.3265102174803,1143.3265102174803,-154.69207683242507
positive_rudder,34.0,43.72737661806383,0.03566048949351961,0.11731762208873286,0.005230263836630868,1.0,0.5502161137127701,0.44978388628722993,1.2861593038345898,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,1128.8092176395824,1128.8092176395824,-152.7278871466355
positive_rudder,35.0,45.01347367377645,0.03841245012672559,0.12259999221839173,0.005282370129658854,1.0,0.5556972775610698,0.4443027224389302,1.2861604913167375,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,1115.0556404854337,1115.0556404854337,-150.8670281576792
positive_rudder,36.0,46.29957046783324,0.04128409022512725,0.12793172741849135,0.005331735200099616,1.0,0.5608900774116157,0.4391099225883844,1.2861616271854326,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,1102.0256012784641,1102.0256012784641,-149.10406385297622
positive_rudder,37.0,47.58566698665515,0.04427645954871474,0.13331023068052716,0.005378503262035822,1.0,0.5658096848043923,0.43419031519560775,1.2861627130436313,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,1089.6810362701792,1089.6810362701792,-147.43384420735526
positive_rudder,38.0,48.87176321650122,0.04739055262850199,0.13873304162277178,0.005422810942244642,1.0,0.5704704730047443,0.4295295269952557,1.2861637505239214,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,1077.9858842258702,1077.9858842258702,-145.85149013576026
positive_rudder,39.0,50.157859143479804,0.050627311671976115,0.14419782930217406,0.005464787679402277,1.0,0.5748860590107231,0.42511394098927696,1.2861647412752883,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,1066.9059810636452,1066.9059810636452,-144.3523792379112
positive_rudder,40.0,51.44395475355914,0.05398762931568893,0.14970238540445643,0.005504556102282363,1.0,0.5790693433496266,0.42093065665037344,1.2861656869517712,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,1056.4089600384555,1056.4089600384555,-142.93213229320304
positive_rudder,41.0,52.73005003257744,0.05747235123303305,0.15524461779251014,0.005542232388053714,1.0,0.5830325477800816,0.41696745221991843,1.2861665892027927,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,1046.464157179066,1046.464157179066,-141.58660046632764
positive_rudder,42.0,54.016144966252384,0.061082278604821974,0.16082254439423485,0.005577926601724711,1.0,0.586787251009893,0.413212748990107,1.2861674496649587,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,1037.042521701324,1037.042521701324,-140.31185318618913
positive_rudder,43.0,55.3022395401901,0.06481817045989241,0.16643428741196134,0.005611743017726479,1.0,0.5903444225340934,0.40965557746590664,1.2861682699551555,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,1028.116531135704,1028.116531135704,-139.1041666626608
positive_rudder,44.0,56.58833373989361,0.06868074589256747,0.17207806783653617,0.005643780424574839,1.0,0.593714454692133,0.40628554530786704,1.2861690516647866,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,1019.6601109208975,1019.6601109208975,-137.96001300759744
positive_rudder,45.0,57.87442755077081,0.07267068616345937,0.17775220025003768,0.0056741324135015075,1.0,0.5969071930379397,0.40309280696206035,1.2861697963550094,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,1011.6485582283422,1011.6485582283422,-136.8760499282947
positive_rudder,46.0,59.16052095814193,0.07678863668974958,0.18345508790193585,0.005702887651898155,1.0,0.5999319651116563,0.40006803488834375,1.2861705055528472,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,1004.0584697949399,1004.0584697949399,-135.84911096325538
positive_rudder,47.0,60.446613947246604,0.08103520893076109,0.18918521804430838,0.005730130142372555,1.0,0.6027976076971808,0.39720239230281923,1.2861711807480682,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,996.8676735529972,996.8676735529972,-134.87619623172054
positive_rudder,48.0,61.732706503250455,0.08541098217433185,0.19494115751248234,0.005755939468173977,1.0,0.605512492645212,0.39448750735478794,1.2861718233907318,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,990.0551638575015,990.0551638575015,-133.95446366991996
positive_rudder,49.0,63.01879861125128,0.08991650522920838,0.20072154853818747,0.005780391025705108,1.0,0.6080845513373088,0.39191544866269123,1.286172434889316,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,983.6010401214088,983.6010401214088,-133.08122072842662
positive_rudder,50.0,64.30489025628484,0.09455229802840395,0.20652510478298752,0.005803556244800077,1.0,0.6105212978624931,0.3894787021375069,1.2861730166093504,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,977.4864486795689,977.4864486795689,-132.25391650634566
positive_rudder,51.0,65.59098142333028,0.09931885314820561,0.21235060758039986,0.005825502797412351,1.0,0.6128298509741662,0.3871701490258338,1.2861735698724828,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,971.6935277113782,971.6935277113782,-131.47013429934947
positive_rudder,52.0,66.87707209731516,0.10421663724726789,0.21819690237572226,0.005846294795322399,1.0,0.6150169548915371,0.38498304510846293,1.2861740959559254,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,966.2053550611946,966.2053550611946,-130.72758453977963
positive_rudder,53.0,68.16316226312026,0.10924609242999747,0.2240628953531652,0.005865992977442944,1.0,0.6170889990063823,0.3829110009936178,1.2861745960922206,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,961.0058988040196,961.0058988040196,-130.02409810818386
positive_rudder,54.0,69.44925190558384,0.11440763753821198,0.2299475502404344,0.005884654887269165,1.0,0.619052036552756,0.3809479634472441,1.286175071469284,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,956.0799704119913,956.0799704119913,-129.35761999674244
positive_rudder,55.0,70.73534100950585,0.11970166937484641,0.23584988528142686,0.005902335040992459,1.0,0.6209118022942375,0.3790881977057625,1.286175523230681,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,951.4131803848311,951.4131803848311,-128.72620330606767
positive_rudder,56.0,72.02142955965168,0.12512856386328208,0.2417689703681959,0.005919085086769028,1.0,0.6226737292804227,0.37732627071957725,1.2861759524761014,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,946.9918962145942,946.9918962145942,-128.1280035578346
positive_rudder,57.0,73.30751754075573,0.1306886771456852,0.24770392432380461,0.005934953955608726,1.0,0.6243429647216534,0.37565703527834654,1.2861763602619989,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,942.8032025618996,942.8032025618996,-127.56127330662504
positive_rudder,58.0,74.59360493752466,0.1363823466235636,0.2536539123281297,0.005949988004325116,1.0,0.62592438502839,0.37407561497161,1.2861767476023684,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,938.8348635272808,938.8348635272808,-127.02435703524111
positive_rudder,59.0,75.87969173464045,0.1422098919435817,0.2596181434790942,0.005964231150964459,1.0,0.6274226100591982,0.3725773899408018,1.2861771154696362,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,935.0752869074173,935.0752869074173,-126.51568631857357
positive_rudder,60.0,77.1657779167632,0.1481716159315133,0.26559586848220357,0.005977725003109368,1.0,0.6288420166189971,0.3711579833810029,1.2861774647956397,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,931.5134903318192,931.5134903318192,-126.03377524189514
positive_rudder,61.0,78.45186346853377,0.15426780547706112,0.2715863774616356,0.005990508979432071,1.0,0.6301867512470318,0.3698132487529682,1.28617779647268,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,928.1390691810225,928.1390691810225,-125.57721606019236
positive_rudder,62.0,79.73794837457615,0.16049873237212758,0.27758899788648805,0.00600262042485246,1.0,0.6314607423319489,0.36853925766805107,1.2861781113546311,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,924.9421661925707,924.9421661925707,-125.14467508585481
positive_rudder,63.0,81.02403261949966,0.1668646541049858,0.2836030926061255,0.006014094719637413,1.0,0.6326677115893913,0.3673322884106088,1.2861784102580875,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,921.9134426659742,921.9134426659742,-124.73488879270631
positive_rudder,64.0,82.31011618790106,0.173365814612671,0.2896280579888857,0.006024965382760206,1.0,0.6338111849356592,0.36618881506434076,1.2861786939635447,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,919.0440511825377,919.0440511825377,-124.34666012499736
positive_rudder,65.0,83.59619906436633,0.18000244499379017,0.29566332215870766,0.006035264169821986,1.0,0.6348945027892241,0.36510549721077595,1.2861789632165932,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,916.3256097603409,916.3256097603409,-123.97885500057413
positive_rudder,66.0,84.88228123347248,0.18677476418383232,0.30170834332452917,0.006045021165821477,1.0,0.6359208298302019,0.3640791701697981,1.2861792187291259,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,913.7501773688776,913.7501773688776,-123.63039899800916
positive_rudder,67.0,86.1683626797891,0.19368297959495226,0.30776260819757306,0.006054264873043929,1.0,0.6368931642463137,0.3631068357536863,1.2861794611805444,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,911.3102307318229,911.3102307318229,-123.30027421801564
positive_rudder,68.0,87.45444338787978,0.20072728772209664,0.3138256304918992,0.006063022294326155,1.0,0.6378143464923566,0.3621856535076435,1.2861796912189591,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,908.9986423501465,908.9986423501465,-122.98751630997484
positive_rudder,69.0,88.74052334230345,0.20790787471724329,0.3198969495038401,0.006071319011940908,1.0,0.638687067588785,0.3613129324112149,1.2861799094623814,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,906.8086596813916,906.8086596813916,-122.6912116548923
positive_rudder,70.0,90.02660252761561,0.2152249169334311,0.3259761287661712,0.006079179262331107,1.0,0.6395138769836579,0.3604861230163421,1.2861801164998958,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,904.7338854142748,904.7338854142748,-122.4104946965514
positive_rudder,71.0,91.3126809283694,0.22267858144016978,0.3320627547730835,0.006086626006912253,1.0,0.6402971900009271,0.3597028099990729,1.2861803128928158,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,902.7682587809925,902.7682587809925,-122.14454541306829
positive_rudder,72.0,92.59875852911658,0.23026902651173514,0.3381564357722334,0.006093680999149909,1.0,0.6410392948968353,0.35896070510316475,1.2861804991758137,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,900.9060378526402,900.9060378526402,-121.89258692146224
positive_rudder,73.0,93.88483531440845,0.23799640208977646,0.3442568006203416,0.0061003648481082196,1.0,0.6417423595450458,0.3582576404549543,1.2861806758580279,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,899.1417827660267,899.1417827660267,-121.65388320824343
positive_rudder,74.0,95.17091126879667,0.24586085022158716,0.3503634976989967,0.006106697078655146,1.0,0.6424084377700391,0.35759156222996097,1.2861808434241389,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,897.470339832877,897.470339832877,-121.42773697938827
positive_rudder,75.0,96.456986376834,0.2538625054753191,0.3564761938874971,0.006112696188500312,1.0,0.6430394753472867,0.35696052465271333,1.2861810023354185,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,895.886826485012,895.886826485012,-121.21348762342213
positive_rudder,76.0,97.7430606230749,0.26200149533335365,0.3625945735897292,0.006118379702232103,1.0,0.6436373156877349,0.3563626843122652,1.2861811530307476,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,894.3866170115149,894.3866170115149,-121.01050928165797
positive_rudder,77.0,99.02913399207618,0.2702779405649785,0.36871833781224106,0.006123764222511897,1.0,0.6442037052232084,0.35579629477679164,1.2861812959276009,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,892.9653290462348,892.9653290462348,-120.81820901995559
positive_rudder,78.0,100.31520646839753,0.27869195557945875,0.374847203290816,0.006128865478574995,1.0,0.6447402985084749,0.3552597014915251,1.2861814314230013,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,891.6188107661374,891.6188107661374,-120.6360250966584
positive_rudder,79.0,101.60127803660194,0.287243648760534,0.380980901662996,0.006133698372179948,1.0,0.6452486630548759,0.354751336945124,1.2861815598944413,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,890.3431287631167,890.3431287631167,-120.46342532164971
positive_rudder,80.0,102.88734868125611,0.29593312278331846,0.38711917868413653,0.006138277021140535,1.0,0.6457302839096488,0.3542697160903512,1.286181681700771,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,889.1345565538377,889.1345565538377,-120.29990550173424
positive_rudder,81.0,104.17341838693088,0.3047604749145297,0.393261793484704,0.006142614800567549,1.0,0.6461865679943218,0.35381343200567816,1.2861817971830547,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,887.9895636940419,887.9895636940419,-120.14498796780387
positive_rudder,82.0,105.45948713820142,0.31372579729692307,0.39940851786664494,0.006146724381940906,1.0,0.646618848214859,0.35338115178514096,1.2861819066653946,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,886.904805465518,886.904805465518,-119.9982201794846
positive_rudder,83.0,106.74555491964765,0.32282917721876314,0.40555913563677115,0.006150617770126209,1.0,0.6470283873555635,0.35297161264443655,1.286182010455722,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,885.8771131056094,885.8771131056094,-119.85917340318896
positive_rudder,84.0,108.03162171585433,0.33207069736911854,0.4117134419752151,0.006154306338443911,1.0,0.6474163817681171,0.35258361823188294,1.2861821088465595,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,884.903484550723,884.903484550723,-119.72744145971284
positive_rudder,85.0,109.31768751141135,0.34145043607972664,0.4178712428371086,0.006157800861893547,1.0,0.6477839648665366,0.3522160351334635,1.2861822021157483,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,883.9810756667872,883.9810756667872,-119.60263953771631
positive_rudder,86.0,110.60375229091386,0.3509684675541345,0.42403235438573866,0.0061611115486300706,1.0,0.6481322104382559,0.3518677895617442,1.2861822905271505,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,883.1071919410609,883.1071919410609,-119.48440306962556
positive_rudder,87.0,111.88981603896241,0.3606248620847852,0.43019660245552294,0.006164248069784275,1.0,0.6484621357810112,0.3515378642189888,1.2861823743313174,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,882.2792806109986,882.2792806109986,-119.37238666666813
positive_rudder,88.0,113.17587874016301,0.3704196862586837,0.4363638220432373,0.0061672195877144126,1.0,0.6487747046746918,0.3512252953253083,1.2861824537661326,1.0,Cr=1.0 neutral time-trace diagnostic value: non-rotating propeller or no workbook propeller-rotation correction applied,881.4949232072056,881.4949232072056,-119.26626310993493
