fe_filename,fe_filename_stem,run_status,start_time,stop_time,description,statistic,FST1_Heading,FST2_Heading,WindDirection,WindSpeed,WaveDirection,Hs,WaveTz,WaveGamma,RefCurrentSpeed,RefCurrentDirection,CurrentFactor[0]
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat036_fsts_l095_mwl_wave18.sim,fat036_fsts_l095_mwl_wave18,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,310.0,0.1,310.0,0.5,3.470358,3.0,0.0,310.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat037_fsts_l015_mwl_wind01.sim,fat037_fsts_l015_mwl_wind01,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,0.0,10.0,0.0,0.01,1.927977,3.0,0.0,0.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat038_fsts_l015_mwl_wind02.sim,fat038_fsts_l015_mwl_wind02,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,23.0,10.0,23.0,0.01,1.927977,3.0,0.0,23.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat039_fsts_l015_mwl_wind03.sim,fat039_fsts_l015_mwl_wind03,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,45.0,10.0,45.0,0.01,1.927977,3.0,0.0,45.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat040_fsts_l015_mwl_wind04.sim,fat040_fsts_l015_mwl_wind04,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,70.0,10.0,70.0,0.01,1.927977,3.0,0.0,70.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat041_fsts_l015_mwl_wind05.sim,fat041_fsts_l015_mwl_wind05,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,90.0,10.0,90.0,0.01,1.927977,3.0,0.0,90.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat042_fsts_l015_mwl_wind06.sim,fat042_fsts_l015_mwl_wind06,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,110.0,10.0,110.0,0.01,1.927977,3.0,0.0,110.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat043_fsts_l015_mwl_wind07.sim,fat043_fsts_l015_mwl_wind07,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,125.0,10.0,125.0,0.01,1.927977,3.0,0.0,125.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat044_fsts_l015_mwl_wind08.sim,fat044_fsts_l015_mwl_wind08,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,150.0,10.0,150.0,0.01,1.927977,3.0,0.0,150.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat045_fsts_l015_mwl_wind09.sim,fat045_fsts_l015_mwl_wind09,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,180.0,10.0,180.0,0.01,1.927977,3.0,0.0,180.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat046_fsts_l015_mwl_wind10.sim,fat046_fsts_l015_mwl_wind10,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,200.0,10.0,200.0,0.01,1.927977,3.0,0.0,200.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat047_fsts_l015_mwl_wind11.sim,fat047_fsts_l015_mwl_wind11,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,222.0,10.0,222.0,0.01,1.927977,3.0,0.0,222.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat048_fsts_l015_mwl_wind12.sim,fat048_fsts_l015_mwl_wind12,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,245.0,10.0,245.0,0.01,1.927977,3.0,0.0,245.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat049_fsts_l015_mwl_wind13.sim,fat049_fsts_l015_mwl_wind13,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,270.0,10.0,270.0,0.01,1.927977,3.0,0.0,270.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat050_fsts_l015_mwl_wind14.sim,fat050_fsts_l015_mwl_wind14,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,290.0,10.0,290.0,0.01,1.927977,3.0,0.0,290.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat051_fsts_l015_mwl_wind15.sim,fat051_fsts_l015_mwl_wind15,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,310.0,10.0,310.0,0.01,1.927977,3.0,0.0,310.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat052_fsts_l015_mwl_wind16.sim,fat052_fsts_l015_mwl_wind16,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,335.0,10.0,335.0,0.01,1.927977,3.0,0.0,335.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat053_fsts_l095_mwl_wind01.sim,fat053_fsts_l095_mwl_wind01,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,0.0,10.0,0.0,0.01,1.927977,3.0,0.0,0.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat054_fsts_l095_mwl_wind02.sim,fat054_fsts_l095_mwl_wind02,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,23.0,10.0,23.0,0.01,1.927977,3.0,0.0,23.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat055_fsts_l095_mwl_wind03.sim,fat055_fsts_l095_mwl_wind03,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,45.0,10.0,45.0,0.01,1.927977,3.0,0.0,45.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat056_fsts_l095_mwl_wind04.sim,fat056_fsts_l095_mwl_wind04,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,70.0,10.0,70.0,0.01,1.927977,3.0,0.0,70.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat057_fsts_l095_mwl_wind05.sim,fat057_fsts_l095_mwl_wind05,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,90.0,10.0,90.0,0.01,1.927977,3.0,0.0,90.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat058_fsts_l095_mwl_wind06.sim,fat058_fsts_l095_mwl_wind06,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,110.0,10.0,110.0,0.01,1.927977,3.0,0.0,110.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat059_fsts_l095_mwl_wind07.sim,fat059_fsts_l095_mwl_wind07,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,125.0,10.0,125.0,0.01,1.927977,3.0,0.0,125.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat060_fsts_l095_mwl_wind08.sim,fat060_fsts_l095_mwl_wind08,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,150.0,10.0,150.0,0.01,1.927977,3.0,0.0,150.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat061_fsts_l095_mwl_wind09.sim,fat061_fsts_l095_mwl_wind09,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,180.0,10.0,180.0,0.01,1.927977,3.0,0.0,180.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat062_fsts_l095_mwl_wind10.sim,fat062_fsts_l095_mwl_wind10,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,200.0,10.0,200.0,0.01,1.927977,3.0,0.0,200.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat063_fsts_l095_mwl_wind11.sim,fat063_fsts_l095_mwl_wind11,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,222.0,10.0,222.0,0.01,1.927977,3.0,0.0,222.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat064_fsts_l095_mwl_wind12.sim,fat064_fsts_l095_mwl_wind12,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,245.0,10.0,245.0,0.01,1.927977,3.0,0.0,245.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat065_fsts_l095_mwl_wind13.sim,fat065_fsts_l095_mwl_wind13,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,270.0,10.0,270.0,0.01,1.927977,3.0,0.0,270.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat066_fsts_l095_mwl_wind14.sim,fat066_fsts_l095_mwl_wind14,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,290.0,10.0,290.0,0.01,1.927977,3.0,0.0,290.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat067_fsts_l095_mwl_wind15.sim,fat067_fsts_l095_mwl_wind15,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,310.0,10.0,310.0,0.01,1.927977,3.0,0.0,310.0,1.0
D:/1522/ctr7/orcaflex/rev_a08/07c_fatigue/fat068_fsts_l095_mwl_wind16.sim,fat068_fsts_l095_mwl_wind16,SimulationStopped,-1000.0,3600.0,,,180.0,0.0,335.0,10.0,335.0,0.01,1.927977,3.0,0.0,335.0,1.0
