# Region      : all region0
# Cells       : 12800
# Volume      : 1.200000e+03
# Time        	volIntegrate(alpha.water)
3.37          	3.621823e+02
3.38          	3.615537e+02
3.39          	3.609254e+02
3.4           	3.602974e+02
3.41          	3.596697e+02
3.42          	3.590422e+02
3.43          	3.584150e+02
3.44          	3.577881e+02
3.45          	3.571615e+02
3.46          	3.565352e+02
3.47          	3.559091e+02
3.48          	3.552834e+02
3.49          	3.546579e+02
3.5           	3.540327e+02
3.51          	3.534078e+02
3.52          	3.527831e+02
3.53          	3.521588e+02
3.54          	3.515348e+02
3.55          	3.509110e+02
3.56          	3.502876e+02
3.57          	3.496645e+02
3.58          	3.490416e+02
3.59          	3.484191e+02
3.6           	3.477969e+02
3.61          	3.471750e+02
3.62          	3.465535e+02
3.63          	3.459322e+02
3.64          	3.453113e+02
3.65          	3.446908e+02
3.66          	3.440705e+02
3.67          	3.434506e+02
3.68          	3.428311e+02
3.69          	3.422119e+02
3.7           	3.415931e+02
3.71          	3.409746e+02
3.72          	3.403564e+02
3.73          	3.397387e+02
3.74          	3.391213e+02
3.75          	3.385042e+02
3.76          	3.378876e+02
3.77          	3.372713e+02
3.78          	3.366554e+02
3.79          	3.360399e+02
3.8           	3.354248e+02
3.81          	3.348100e+02
3.82          	3.341957e+02
3.83          	3.335818e+02
3.84          	3.329683e+02
3.85          	3.323552e+02
3.86          	3.317425e+02
3.87          	3.311302e+02
3.88          	3.305184e+02
3.89          	3.299070e+02
3.9           	3.292960e+02
3.91          	3.286855e+02
3.92          	3.280754e+02
3.93          	3.274658e+02
3.94          	3.268566e+02
3.95          	3.262479e+02
3.96          	3.256397e+02
3.97          	3.250319e+02
3.98          	3.244247e+02
3.99          	3.238179e+02
4             	3.232116e+02
4.01          	3.226058e+02
4.02          	3.220005e+02
4.03          	3.213957e+02
4.04          	3.207914e+02
4.05          	3.201876e+02
4.06          	3.195844e+02
4.07          	3.189816e+02
4.08          	3.183794e+02
4.09          	3.177777e+02
4.1           	3.171766e+02
4.11          	3.165760e+02
4.12          	3.159759e+02
4.13          	3.153764e+02
4.14          	3.147774e+02
4.15          	3.141789e+02
4.16          	3.135810e+02
4.17          	3.129837e+02
4.18          	3.123870e+02
4.19          	3.117908e+02
4.2           	3.111951e+02
4.21          	3.106001e+02
4.22          	3.100056e+02
4.23          	3.094117e+02
4.24          	3.088184e+02
4.25          	3.082257e+02
4.26          	3.076336e+02
4.27          	3.070421e+02
4.28          	3.064512e+02
4.29          	3.058610e+02
4.3           	3.052713e+02
4.31          	3.046823e+02
4.32          	3.040940e+02
4.33          	3.035062e+02
4.34          	3.029191e+02
4.35          	3.023327e+02
4.36          	3.017469e+02
4.37          	3.011618e+02
4.38          	3.005774e+02
4.39          	2.999937e+02
4.4           	2.994106e+02
4.41          	2.988282e+02
4.42          	2.982465e+02
4.43          	2.976656e+02
4.44          	2.970853e+02
4.45          	2.965058e+02
4.46          	2.959270e+02
4.47          	2.953489e+02
4.48          	2.947715e+02
4.49          	2.941949e+02
4.5           	2.936190e+02
4.51          	2.930438e+02
4.52          	2.924694e+02
4.53          	2.918957e+02
4.54          	2.913227e+02
4.55          	2.907504e+02
4.56          	2.901788e+02
4.57          	2.896080e+02
4.58          	2.890378e+02
4.59          	2.884684e+02
4.6           	2.878997e+02
4.61          	2.873317e+02
4.62          	2.867645e+02
4.63          	2.861979e+02
4.64          	2.856321e+02
4.65          	2.850670e+02
4.66          	2.845026e+02
4.67          	2.839390e+02
4.68          	2.833761e+02
4.69          	2.828139e+02
4.7           	2.822524e+02
4.71          	2.816916e+02
4.72          	2.811316e+02
4.73          	2.805723e+02
4.74          	2.800137e+02
4.75          	2.794559e+02
4.76          	2.788988e+02
4.77          	2.783424e+02
4.78          	2.777869e+02
4.79          	2.772322e+02
4.8           	2.766782e+02
4.81          	2.761251e+02
4.82          	2.755729e+02
4.83          	2.750216e+02
4.84          	2.744711e+02
4.85          	2.739215e+02
4.86          	2.733729e+02
4.87          	2.728252e+02
4.88          	2.722785e+02
4.89          	2.717326e+02
4.9           	2.711878e+02
4.91          	2.706439e+02
4.92          	2.701011e+02
4.93          	2.695592e+02
4.94          	2.690182e+02
4.95          	2.684783e+02
4.96          	2.679394e+02
4.97          	2.674015e+02
4.98          	2.668645e+02
4.99          	2.663286e+02
5             	2.657937e+02
5.01          	2.652598e+02
5.02          	2.647270e+02
5.03          	2.641951e+02
5.04          	2.636643e+02
5.05          	2.631345e+02
5.06          	2.626058e+02
5.07          	2.620781e+02
5.08          	2.615514e+02
5.09          	2.610258e+02
5.1           	2.605012e+02
5.11          	2.599777e+02
5.12          	2.594552e+02
5.13          	2.589338e+02
5.14          	2.584134e+02
5.15          	2.578941e+02
5.16          	2.573758e+02
5.17          	2.568586e+02
5.18          	2.563425e+02
5.19          	2.558274e+02
5.2           	2.553134e+02
5.21          	2.548005e+02
5.22          	2.542887e+02
5.23          	2.537779e+02
5.24          	2.532683e+02
5.25          	2.527597e+02
5.26          	2.522523e+02
5.27          	2.517459e+02
5.28          	2.512406e+02
5.29          	2.507365e+02
5.3           	2.502335e+02
5.31          	2.497315e+02
5.32          	2.492307e+02
5.33          	2.487310e+02
5.34          	2.482323e+02
5.35          	2.477347e+02
5.36          	2.472382e+02
5.37          	2.467427e+02
5.38          	2.462483e+02
5.39          	2.457549e+02
5.4           	2.452626e+02
5.41          	2.447713e+02
5.42          	2.442811e+02
5.43          	2.437919e+02
5.44          	2.433038e+02
5.45          	2.428167e+02
5.46          	2.423307e+02
5.47          	2.418458e+02
5.48          	2.413619e+02
5.49          	2.408791e+02
5.5           	2.403974e+02
5.51          	2.399168e+02
5.52          	2.394373e+02
5.53          	2.389589e+02
5.54          	2.384816e+02
5.55          	2.380054e+02
5.56          	2.375303e+02
5.57          	2.370563e+02
5.58          	2.365834e+02
5.59          	2.361117e+02
5.6           	2.356410e+02
5.61          	2.351715e+02
5.62          	2.347031e+02
5.63          	2.342358e+02
5.64          	2.337696e+02
5.65          	2.333045e+02
5.66          	2.328406e+02
5.67          	2.323777e+02
5.68          	2.319160e+02
5.69          	2.314554e+02
5.7           	2.309959e+02
5.71          	2.305375e+02
5.72          	2.300802e+02
5.73          	2.296240e+02
5.74          	2.291690e+02
5.75          	2.287150e+02
5.76          	2.282621e+02
5.77          	2.278104e+02
5.78          	2.273597e+02
5.79          	2.269101e+02
5.8           	2.264617e+02
5.81          	2.260143e+02
5.82          	2.255681e+02
5.83          	2.251229e+02
5.84          	2.246789e+02
5.85          	2.242359e+02
5.86          	2.237939e+02
5.87          	2.233530e+02
5.88          	2.229131e+02
5.89          	2.224743e+02
5.9           	2.220365e+02
5.91          	2.215996e+02
5.92          	2.211638e+02
5.93          	2.207289e+02
5.94          	2.202951e+02
5.95          	2.198622e+02
5.96          	2.194303e+02
5.97          	2.189994e+02
5.98          	2.185694e+02
5.99          	2.181404e+02
6             	2.177123e+02
6.01          	2.172852e+02
6.02          	2.168590e+02
6.03          	2.164338e+02
6.04          	2.160096e+02
6.05          	2.155864e+02
6.06          	2.151643e+02
6.07          	2.147431e+02
6.08          	2.143230e+02
6.09          	2.139039e+02
6.1           	2.134859e+02
6.11          	2.130690e+02
6.12          	2.126532e+02
6.13          	2.122384e+02
6.14          	2.118248e+02
6.15          	2.114123e+02
6.16          	2.110009e+02
6.17          	2.105906e+02
6.18          	2.101815e+02
6.19          	2.097736e+02
6.2           	2.093668e+02
6.21          	2.089611e+02
6.22          	2.085566e+02
6.23          	2.081532e+02
6.24          	2.077510e+02
6.25          	2.073500e+02
6.26          	2.069500e+02
6.27          	2.065512e+02
6.28          	2.061536e+02
6.29          	2.057570e+02
6.3           	2.053616e+02
6.31          	2.049673e+02
6.32          	2.045742e+02
6.33          	2.041821e+02
6.34          	2.037912e+02
6.35          	2.034013e+02
6.36          	2.030126e+02
6.37          	2.026250e+02
6.38          	2.022385e+02
6.39          	2.018530e+02
6.4           	2.014687e+02
6.41          	2.010855e+02
6.42          	2.007033e+02
6.43          	2.003222e+02
6.44          	1.999423e+02
6.45          	1.995633e+02
6.46          	1.991855e+02
6.47          	1.988088e+02
6.48          	1.984331e+02
6.49          	1.980585e+02
6.5           	1.976850e+02
6.51          	1.973126e+02
6.52          	1.969412e+02
6.53          	1.965709e+02
6.54          	1.962016e+02
6.55          	1.958333e+02
6.56          	1.954661e+02
6.57          	1.950999e+02
6.58          	1.947347e+02
6.59          	1.943705e+02
6.6           	1.940073e+02
6.61          	1.936451e+02
6.62          	1.932839e+02
6.63          	1.929237e+02
6.64          	1.925644e+02
6.65          	1.922062e+02
6.66          	1.918489e+02
6.67          	1.914926e+02
6.68          	1.911374e+02
6.69          	1.907830e+02
6.7           	1.904297e+02
6.71          	1.900774e+02
6.72          	1.897260e+02
6.73          	1.893756e+02
6.74          	1.890262e+02
6.75          	1.886778e+02
6.76          	1.883303e+02
6.77          	1.879838e+02
6.78          	1.876383e+02
6.79          	1.872937e+02
6.8           	1.869501e+02
6.81          	1.866075e+02
6.82          	1.862658e+02
6.83          	1.859251e+02
6.84          	1.855853e+02
6.85          	1.852465e+02
6.86          	1.849086e+02
6.87          	1.845717e+02
6.88          	1.842357e+02
6.89          	1.839006e+02
6.9           	1.835664e+02
6.91          	1.832332e+02
6.92          	1.829009e+02
6.93          	1.825696e+02
6.94          	1.822391e+02
6.95          	1.819096e+02
6.96          	1.815809e+02
6.97          	1.812532e+02
6.98          	1.809264e+02
6.99          	1.806005e+02
7             	1.802755e+02
7.01          	1.799515e+02
7.02          	1.796283e+02
7.03          	1.793060e+02
7.04          	1.789846e+02
7.05          	1.786640e+02
7.06          	1.783444e+02
7.07          	1.780256e+02
7.08          	1.777077e+02
7.09          	1.773907e+02
7.1           	1.770745e+02
7.11          	1.767592e+02
7.12          	1.764448e+02
7.13          	1.761311e+02
7.14          	1.758183e+02
7.15          	1.755063e+02
7.16          	1.751950e+02
7.17          	1.748846e+02
7.18          	1.745749e+02
7.19          	1.742661e+02
7.2           	1.739580e+02
7.21          	1.736507e+02
7.22          	1.733441e+02
7.23          	1.730383e+02
7.24          	1.727332e+02
7.25          	1.724289e+02
7.26          	1.721253e+02
7.27          	1.718225e+02
7.28          	1.715203e+02
7.29          	1.712190e+02
7.3           	1.709184e+02
7.31          	1.706185e+02
7.32          	1.703194e+02
7.33          	1.700211e+02
7.34          	1.697235e+02
7.35          	1.694267e+02
7.36          	1.691307e+02
7.37          	1.688355e+02
7.38          	1.685411e+02
7.39          	1.682475e+02
7.4           	1.679547e+02
7.41          	1.676627e+02
7.42          	1.673715e+02
7.43          	1.670812e+02
7.44          	1.667916e+02
7.45          	1.665029e+02
7.46          	1.662151e+02
7.47          	1.659280e+02
7.48          	1.656417e+02
7.49          	1.653563e+02
7.5           	1.650717e+02
7.51          	1.647879e+02
7.52          	1.645049e+02
7.53          	1.642227e+02
7.54          	1.639413e+02
7.55          	1.636608e+02
7.56          	1.633810e+02
7.57          	1.631020e+02
7.58          	1.628239e+02
7.59          	1.625465e+02
7.6           	1.622699e+02
7.61          	1.619941e+02
7.62          	1.617190e+02
7.63          	1.614448e+02
7.64          	1.611713e+02
7.65          	1.608986e+02
7.66          	1.606267e+02
7.67          	1.603555e+02
7.68          	1.600852e+02
7.69          	1.598155e+02
7.7           	1.595467e+02
7.71          	1.592786e+02
7.72          	1.590112e+02
7.73          	1.587447e+02
7.74          	1.584788e+02
7.75          	1.582137e+02
7.76          	1.579494e+02
7.77          	1.576858e+02
7.78          	1.574229e+02
7.79          	1.571608e+02
7.8           	1.568995e+02
7.81          	1.566388e+02
7.82          	1.563789e+02
7.83          	1.561197e+02
7.84          	1.558613e+02
7.85          	1.556035e+02
7.86          	1.553465e+02
7.87          	1.550902e+02
7.88          	1.548347e+02
7.89          	1.545798e+02
7.9           	1.543257e+02
7.91          	1.540723e+02
7.92          	1.538195e+02
7.93          	1.535675e+02
7.94          	1.533162e+02
7.95          	1.530656e+02
7.96          	1.528156e+02
7.97          	1.525663e+02
7.98          	1.523177e+02
7.99          	1.520698e+02
8             	1.518225e+02
8.01          	1.515759e+02
8.02          	1.513300e+02
8.03          	1.510847e+02
8.04          	1.508401e+02
8.05          	1.505961e+02
8.06          	1.503528e+02
8.07          	1.501101e+02
8.08          	1.498681e+02
8.09          	1.496267e+02
8.1           	1.493860e+02
8.11          	1.491459e+02
8.12          	1.489065e+02
8.13          	1.486676e+02
8.14          	1.484295e+02
8.15          	1.481919e+02
8.16          	1.479550e+02
8.17          	1.477187e+02
8.18          	1.474831e+02
8.19          	1.472480e+02
8.2           	1.470136e+02
8.21          	1.467798e+02
8.22          	1.465467e+02
8.23          	1.463141e+02
8.24          	1.460822e+02
8.25          	1.458509e+02
8.26          	1.456202e+02
8.27          	1.453901e+02
8.28          	1.451606e+02
8.29          	1.449317e+02
8.3           	1.447034e+02
8.31          	1.444757e+02
8.32          	1.442486e+02
8.33          	1.440221e+02
8.34          	1.437962e+02
8.35          	1.435709e+02
8.36          	1.433461e+02
8.37          	1.431220e+02
8.38          	1.428984e+02
8.39          	1.426755e+02
8.4           	1.424531e+02
8.41          	1.422312e+02
8.42          	1.420100e+02
8.43          	1.417893e+02
8.44          	1.415692e+02
8.45          	1.413496e+02
8.46          	1.411307e+02
8.47          	1.409123e+02
8.48          	1.406944e+02
8.49          	1.404771e+02
8.5           	1.402604e+02
8.51          	1.400442e+02
8.52          	1.398286e+02
8.53          	1.396135e+02
8.54          	1.393989e+02
8.55          	1.391849e+02
8.56          	1.389715e+02
8.57          	1.387586e+02
8.58          	1.385462e+02
8.59          	1.383344e+02
8.6           	1.381230e+02
8.61          	1.379122e+02
8.62          	1.377020e+02
8.63          	1.374922e+02
8.64          	1.372830e+02
8.65          	1.370743e+02
8.66          	1.368661e+02
8.67          	1.366584e+02
8.68          	1.364512e+02
8.69          	1.362446e+02
8.7           	1.360384e+02
8.71          	1.358328e+02
8.72          	1.356276e+02
8.73          	1.354230e+02
8.74          	1.352188e+02
8.75          	1.350152e+02
8.76          	1.348121e+02
8.77          	1.346095e+02
8.78          	1.344074e+02
8.79          	1.342058e+02
8.8           	1.340047e+02
8.81          	1.338041e+02
8.82          	1.336040e+02
8.83          	1.334043e+02
8.84          	1.332052e+02
8.85          	1.330065e+02
8.86          	1.328083e+02
8.87          	1.326106e+02
8.88          	1.324133e+02
8.89          	1.322164e+02
8.9           	1.320201e+02
8.91          	1.318242e+02
8.92          	1.316287e+02
8.93          	1.314337e+02
8.94          	1.312391e+02
8.95          	1.310450e+02
8.96          	1.308513e+02
8.97          	1.306580e+02
8.98          	1.304652e+02
8.99          	1.302728e+02
9             	1.300809e+02
9.01          	1.298894e+02
9.02          	1.296983e+02
9.03          	1.295076e+02
9.04          	1.293174e+02
9.05          	1.291276e+02
9.06          	1.289382e+02
9.07          	1.287493e+02
9.08          	1.285608e+02
9.09          	1.283727e+02
9.1           	1.281851e+02
9.11          	1.279979e+02
9.12          	1.278111e+02
9.13          	1.276248e+02
9.14          	1.274389e+02
9.15          	1.272535e+02
9.16          	1.270685e+02
9.17          	1.268840e+02
9.18          	1.266999e+02
9.19          	1.265162e+02
9.2           	1.263330e+02
9.21          	1.261503e+02
9.22          	1.259679e+02
9.23          	1.257861e+02
9.24          	1.256046e+02
9.25          	1.254236e+02
9.26          	1.252431e+02
9.27          	1.250630e+02
9.28          	1.248833e+02
9.29          	1.247041e+02
9.3           	1.245253e+02
9.31          	1.243469e+02
9.32          	1.241690e+02
9.33          	1.239915e+02
9.34          	1.238145e+02
9.35          	1.236378e+02
9.36          	1.234616e+02
9.37          	1.232859e+02
9.38          	1.231106e+02
9.39          	1.229357e+02
9.4           	1.227612e+02
9.41          	1.225871e+02
9.42          	1.224135e+02
9.43          	1.222403e+02
9.44          	1.220675e+02
9.45          	1.218951e+02
9.46          	1.217232e+02
9.47          	1.215517e+02
9.48          	1.213805e+02
9.49          	1.212098e+02
9.5           	1.210395e+02
9.51          	1.208696e+02
9.52          	1.207002e+02
9.53          	1.205311e+02
9.54          	1.203624e+02
9.55          	1.201942e+02
9.56          	1.200263e+02
9.57          	1.198589e+02
9.58          	1.196918e+02
9.59          	1.195252e+02
9.6           	1.193589e+02
9.61          	1.191931e+02
9.62          	1.190276e+02
9.63          	1.188626e+02
9.64          	1.186979e+02
9.65          	1.185336e+02
9.66          	1.183697e+02
9.67          	1.182063e+02
9.68          	1.180432e+02
9.69          	1.178804e+02
9.7           	1.177181e+02
9.71          	1.175562e+02
9.72          	1.173946e+02
9.73          	1.172334e+02
9.74          	1.170726e+02
9.75          	1.169122e+02
9.76          	1.167521e+02
9.77          	1.165925e+02
9.78          	1.164332e+02
9.79          	1.162742e+02
9.8           	1.161157e+02
9.81          	1.159575e+02
9.82          	1.157997e+02
9.83          	1.156423e+02
9.84          	1.154852e+02
9.85          	1.153285e+02
9.86          	1.151722e+02
9.87          	1.150162e+02
9.88          	1.148606e+02
9.89          	1.147053e+02
9.9           	1.145504e+02
9.91          	1.143959e+02
9.92          	1.142417e+02
9.93          	1.140879e+02
9.94          	1.139345e+02
9.95          	1.137814e+02
9.96          	1.136286e+02
9.97          	1.134762e+02
9.98          	1.133242e+02
9.99          	1.131725e+02
10            	1.130211e+02
