# Region      : all region0
# Cells       : 12800
# Volume      : 1.200000e+03
# Time        	volIntegrate(alpha.water)
0.89          	6.000000e+02
0.9           	6.000000e+02
0.91          	6.000000e+02
0.92          	6.000000e+02
0.93          	6.000000e+02
0.94          	6.000000e+02
0.95          	6.000000e+02
0.96          	6.000000e+02
0.97          	6.000000e+02
0.98          	6.000000e+02
0.99          	6.000000e+02
1             	6.000000e+02
1.01          	6.000000e+02
1.02          	6.000000e+02
1.03          	6.000000e+02
1.04          	6.000000e+02
1.05          	6.000000e+02
1.06          	6.000000e+02
1.07          	6.000000e+02
1.08          	6.000000e+02
1.09          	6.000000e+02
1.1           	6.000000e+02
1.11          	6.000000e+02
1.12          	6.000000e+02
1.13          	6.000000e+02
1.14          	6.000000e+02
1.15          	6.000000e+02
1.16          	6.000000e+02
1.17          	6.000000e+02
1.18          	6.000000e+02
1.19          	6.000000e+02
1.2           	6.000000e+02
1.21          	6.000000e+02
1.22          	6.000000e+02
1.23          	6.000000e+02
1.24          	6.000000e+02
1.25          	6.000000e+02
1.26          	6.000000e+02
1.27          	6.000000e+02
1.28          	6.000000e+02
1.29          	6.000000e+02
1.3           	6.000000e+02
1.31          	6.000000e+02
1.32          	6.000000e+02
1.33          	6.000000e+02
1.34          	6.000000e+02
1.35          	6.000000e+02
1.36          	6.000000e+02
1.37          	6.000000e+02
1.38          	6.000000e+02
1.39          	6.000000e+02
1.4           	6.000000e+02
1.41          	6.000000e+02
1.42          	6.000000e+02
1.43          	6.000000e+02
1.44          	6.000000e+02
1.45          	6.000000e+02
1.46          	6.000000e+02
1.47          	6.000000e+02
1.48          	6.000000e+02
1.49          	6.000000e+02
1.5           	6.000000e+02
1.51          	6.000000e+02
1.52          	6.000000e+02
1.53          	6.000000e+02
1.54          	6.000000e+02
1.55          	6.000000e+02
1.56          	6.000000e+02
1.57          	6.000000e+02
1.58          	6.000000e+02
1.59          	6.000000e+02
1.6           	6.000000e+02
1.61          	6.000000e+02
1.62          	6.000000e+02
1.63          	6.000000e+02
1.64          	6.000000e+02
1.65          	6.000000e+02
1.66          	6.000000e+02
1.67          	6.000000e+02
1.68          	6.000000e+02
1.69          	6.000000e+02
1.7           	6.000000e+02
1.71          	6.000000e+02
1.72          	6.000000e+02
1.73          	6.000000e+02
1.74          	6.000000e+02
1.75          	6.000000e+02
1.76          	6.000000e+02
1.77          	6.000000e+02
1.78          	6.000000e+02
1.79          	6.000000e+02
1.8           	6.000000e+02
1.81          	6.000000e+02
1.82          	6.000000e+02
1.83          	6.000000e+02
1.84          	6.000000e+02
1.85          	6.000000e+02
1.86          	6.000000e+02
1.87          	6.000000e+02
1.88          	6.000000e+02
1.89          	6.000000e+02
1.9           	6.000000e+02
1.91          	6.000000e+02
1.92          	6.000000e+02
1.93          	6.000000e+02
1.94          	6.000000e+02
1.95          	6.000000e+02
1.96          	6.000000e+02
1.97          	6.000000e+02
1.98          	6.000000e+02
1.99          	6.000000e+02
2             	6.000000e+02
2.01          	6.000000e+02
2.02          	6.000000e+02
2.03          	6.000000e+02
2.04          	6.000000e+02
2.05          	6.000000e+02
2.06          	6.000000e+02
2.07          	6.000000e+02
2.08          	6.000000e+02
2.09          	6.000000e+02
2.1           	6.000000e+02
2.11          	6.000000e+02
2.12          	6.000000e+02
2.13          	6.000000e+02
2.14          	6.000000e+02
2.15          	6.000000e+02
2.16          	6.000000e+02
2.17          	6.000000e+02
2.18          	6.000000e+02
2.19          	6.000000e+02
2.2           	6.000000e+02
2.21          	6.000000e+02
2.22          	6.000000e+02
2.23          	6.000000e+02
2.24          	6.000000e+02
2.25          	6.000000e+02
2.26          	6.000000e+02
2.27          	6.000000e+02
2.28          	6.000000e+02
2.29          	6.000000e+02
2.3           	6.000000e+02
2.31          	6.000000e+02
2.32          	6.000000e+02
2.33          	6.000000e+02
2.34          	6.000000e+02
2.35          	6.000000e+02
2.36          	6.000000e+02
2.37          	6.000000e+02
2.38          	6.000000e+02
2.39          	6.000000e+02
2.4           	6.000000e+02
2.41          	6.000000e+02
2.42          	6.000000e+02
2.43          	6.000000e+02
2.44          	6.000000e+02
2.45          	6.000000e+02
2.46          	6.000000e+02
2.47          	6.000000e+02
2.48          	6.000000e+02
2.49          	6.000000e+02
2.5           	6.000000e+02
2.51          	6.000000e+02
2.52          	6.000000e+02
2.53          	6.000000e+02
2.54          	6.000000e+02
2.55          	6.000000e+02
2.56          	6.000000e+02
2.57          	6.000000e+02
2.58          	6.000000e+02
2.59          	6.000000e+02
2.6           	6.000000e+02
2.61          	6.000000e+02
2.62          	6.000000e+02
2.63          	6.000000e+02
2.64          	6.000000e+02
2.65          	6.000000e+02
2.66          	6.000000e+02
2.67          	6.000000e+02
2.68          	6.000000e+02
2.69          	6.000000e+02
2.7           	6.000000e+02
2.71          	6.000000e+02
2.72          	6.000000e+02
2.73          	6.000000e+02
2.74          	6.000000e+02
2.75          	6.000000e+02
2.76          	6.000000e+02
2.77          	6.000000e+02
2.78          	6.000000e+02
2.79          	6.000000e+02
2.8           	6.000000e+02
2.81          	6.000000e+02
2.82          	6.000000e+02
2.83          	6.000000e+02
2.84          	6.000000e+02
2.85          	6.000000e+02
2.86          	6.000000e+02
2.87          	6.000000e+02
2.88          	6.000000e+02
2.89          	6.000000e+02
2.9           	6.000000e+02
2.91          	6.000000e+02
2.92          	6.000000e+02
2.93          	6.000000e+02
2.94          	6.000000e+02
2.95          	6.000000e+02
2.96          	6.000000e+02
2.97          	6.000000e+02
2.98          	6.000000e+02
2.99          	6.000000e+02
3             	6.000000e+02
3.01          	6.000000e+02
3.02          	6.000000e+02
3.03          	6.000000e+02
3.04          	6.000000e+02
3.05          	6.000000e+02
3.06          	6.000000e+02
3.07          	6.000000e+02
3.08          	6.000000e+02
3.09          	6.000000e+02
3.1           	6.000000e+02
3.11          	6.000000e+02
3.12          	6.000000e+02
3.13          	6.000000e+02
3.14          	6.000000e+02
3.15          	6.000000e+02
3.16          	6.000000e+02
3.17          	6.000000e+02
3.18          	6.000000e+02
3.19          	6.000000e+02
3.2           	6.000000e+02
3.21          	6.000000e+02
3.22          	6.000000e+02
3.23          	6.000000e+02
3.24          	6.000000e+02
3.25          	6.000000e+02
3.26          	6.000000e+02
3.27          	6.000000e+02
3.28          	6.000000e+02
3.29          	6.000000e+02
3.3           	6.000000e+02
3.31          	6.000000e+02
3.32          	6.000000e+02
3.33          	6.000000e+02
3.34          	6.000000e+02
3.35          	6.000000e+02
3.36          	6.000000e+02
3.37          	6.000000e+02
3.38          	6.000000e+02
3.39          	6.000000e+02
3.4           	6.000000e+02
3.41          	6.000000e+02
3.42          	6.000000e+02
3.43          	6.000000e+02
3.44          	6.000000e+02
3.45          	6.000000e+02
3.46          	6.000000e+02
3.47          	6.000000e+02
3.48          	6.000000e+02
3.49          	6.000000e+02
3.5           	6.000000e+02
3.51          	6.000000e+02
3.52          	6.000000e+02
3.53          	6.000000e+02
3.54          	6.000000e+02
3.55          	6.000000e+02
3.56          	6.000000e+02
3.57          	6.000000e+02
3.58          	6.000000e+02
3.59          	6.000000e+02
3.6           	6.000000e+02
3.61          	6.000000e+02
3.62          	6.000000e+02
3.63          	6.000000e+02
3.64          	6.000000e+02
3.65          	6.000000e+02
3.66          	6.000000e+02
3.67          	6.000000e+02
3.68          	6.000000e+02
3.69          	6.000000e+02
3.7           	6.000000e+02
3.71          	6.000000e+02
3.72          	6.000000e+02
3.73          	6.000000e+02
3.74          	6.000000e+02
3.75          	6.000000e+02
3.76          	6.000000e+02
3.77          	6.000000e+02
3.78          	6.000000e+02
3.79          	6.000000e+02
3.8           	6.000000e+02
3.81          	6.000000e+02
3.82          	6.000000e+02
3.83          	6.000000e+02
3.84          	6.000000e+02
3.85          	6.000000e+02
3.86          	6.000000e+02
3.87          	6.000000e+02
3.88          	6.000000e+02
3.89          	6.000000e+02
3.9           	6.000000e+02
3.91          	6.000000e+02
3.92          	6.000000e+02
3.93          	6.000000e+02
3.94          	6.000000e+02
3.95          	6.000000e+02
3.96          	6.000000e+02
3.97          	6.000000e+02
3.98          	6.000000e+02
3.99          	6.000000e+02
4             	6.000000e+02
4.01          	6.000000e+02
4.02          	6.000000e+02
4.03          	6.000000e+02
4.04          	6.000000e+02
4.05          	6.000000e+02
4.06          	6.000000e+02
4.07          	6.000000e+02
4.08          	6.000000e+02
4.09          	6.000000e+02
4.1           	6.000000e+02
4.11          	6.000000e+02
4.12          	6.000000e+02
4.13          	6.000000e+02
4.14          	6.000000e+02
4.15          	6.000000e+02
4.16          	6.000000e+02
4.17          	6.000000e+02
4.18          	6.000000e+02
4.19          	6.000000e+02
4.2           	6.000000e+02
4.21          	6.000000e+02
4.22          	6.000000e+02
4.23          	6.000000e+02
4.24          	6.000000e+02
4.25          	6.000000e+02
4.26          	6.000000e+02
4.27          	6.000000e+02
4.28          	6.000000e+02
4.29          	6.000000e+02
4.3           	6.000000e+02
4.31          	6.000000e+02
4.32          	6.000000e+02
4.33          	6.000000e+02
4.34          	6.000000e+02
4.35          	6.000000e+02
4.36          	6.000000e+02
4.37          	6.000000e+02
4.38          	6.000000e+02
4.39          	6.000000e+02
4.4           	6.000000e+02
4.41          	6.000000e+02
4.42          	6.000000e+02
4.43          	6.000000e+02
4.44          	6.000000e+02
4.45          	6.000000e+02
4.46          	6.000000e+02
4.47          	6.000000e+02
4.48          	6.000000e+02
4.49          	6.000000e+02
4.5           	6.000000e+02
4.51          	6.000000e+02
4.52          	6.000000e+02
4.53          	6.000000e+02
4.54          	6.000000e+02
4.55          	6.000000e+02
4.56          	6.000000e+02
4.57          	6.000000e+02
4.58          	6.000000e+02
4.59          	6.000000e+02
4.6           	6.000000e+02
4.61          	6.000000e+02
4.62          	6.000000e+02
4.63          	6.000000e+02
4.64          	6.000000e+02
4.65          	6.000000e+02
4.66          	6.000000e+02
4.67          	6.000000e+02
4.68          	6.000000e+02
4.69          	6.000000e+02
4.7           	6.000000e+02
4.71          	6.000000e+02
4.72          	6.000000e+02
4.73          	6.000000e+02
4.74          	6.000000e+02
4.75          	6.000000e+02
4.76          	6.000000e+02
4.77          	6.000000e+02
4.78          	6.000000e+02
4.79          	6.000000e+02
4.8           	6.000000e+02
4.81          	6.000000e+02
4.82          	6.000000e+02
4.83          	6.000000e+02
4.84          	6.000000e+02
4.85          	6.000000e+02
4.86          	6.000000e+02
4.87          	6.000000e+02
4.88          	6.000000e+02
4.89          	6.000000e+02
4.9           	6.000000e+02
4.91          	6.000000e+02
4.92          	6.000000e+02
4.93          	6.000000e+02
4.94          	6.000000e+02
4.95          	6.000000e+02
4.96          	6.000000e+02
4.97          	6.000000e+02
4.98          	6.000000e+02
4.99          	6.000000e+02
5             	6.000000e+02
5.01          	6.000000e+02
5.02          	6.000000e+02
5.03          	6.000000e+02
5.04          	6.000000e+02
5.05          	6.000000e+02
5.06          	6.000000e+02
5.07          	6.000000e+02
5.08          	6.000000e+02
5.09          	6.000000e+02
5.1           	6.000000e+02
5.11          	6.000000e+02
5.12          	6.000000e+02
5.13          	6.000000e+02
5.14          	6.000000e+02
5.15          	6.000000e+02
5.16          	6.000000e+02
5.17          	6.000000e+02
5.18          	6.000000e+02
5.19          	6.000000e+02
5.2           	6.000000e+02
5.21          	6.000000e+02
5.22          	6.000000e+02
5.23          	6.000000e+02
5.24          	6.000000e+02
5.25          	6.000000e+02
5.26          	6.000000e+02
5.27          	6.000000e+02
5.28          	6.000000e+02
5.29          	6.000000e+02
5.3           	6.000000e+02
5.31          	6.000000e+02
5.32          	6.000000e+02
5.33          	6.000000e+02
5.34          	6.000000e+02
5.35          	6.000000e+02
5.36          	6.000000e+02
5.37          	6.000000e+02
5.38          	6.000000e+02
5.39          	6.000000e+02
5.4           	6.000000e+02
5.41          	6.000000e+02
5.42          	6.000000e+02
5.43          	6.000000e+02
5.44          	6.000000e+02
5.45          	6.000000e+02
5.46          	6.000000e+02
5.47          	6.000000e+02
5.48          	6.000000e+02
5.49          	6.000000e+02
5.5           	6.000000e+02
5.51          	6.000000e+02
5.52          	6.000000e+02
5.53          	6.000000e+02
5.54          	6.000000e+02
5.55          	6.000000e+02
5.56          	6.000000e+02
5.57          	6.000000e+02
5.58          	6.000000e+02
5.59          	6.000000e+02
5.6           	6.000000e+02
5.61          	6.000000e+02
5.62          	6.000000e+02
5.63          	6.000000e+02
5.64          	6.000000e+02
5.65          	6.000000e+02
5.66          	6.000000e+02
5.67          	6.000000e+02
5.68          	6.000000e+02
5.69          	6.000000e+02
5.7           	6.000000e+02
5.71          	6.000000e+02
5.72          	6.000000e+02
5.73          	6.000000e+02
5.74          	6.000000e+02
5.75          	6.000000e+02
5.76          	6.000000e+02
5.77          	6.000000e+02
5.78          	6.000000e+02
5.79          	6.000000e+02
5.8           	6.000000e+02
5.81          	6.000000e+02
5.82          	6.000000e+02
5.83          	6.000000e+02
5.84          	6.000000e+02
5.85          	6.000000e+02
5.86          	6.000000e+02
5.87          	6.000000e+02
5.88          	6.000000e+02
5.89          	6.000000e+02
5.9           	6.000000e+02
5.91          	6.000000e+02
5.92          	6.000000e+02
5.93          	6.000000e+02
5.94          	6.000000e+02
5.95          	6.000000e+02
5.96          	6.000000e+02
5.97          	6.000000e+02
5.98          	6.000000e+02
5.99          	6.000000e+02
6             	6.000000e+02
6.01          	6.000000e+02
6.02          	6.000000e+02
6.03          	6.000000e+02
6.04          	6.000000e+02
6.05          	6.000000e+02
6.06          	6.000000e+02
6.07          	6.000000e+02
6.08          	6.000000e+02
6.09          	6.000000e+02
6.1           	6.000000e+02
6.11          	6.000000e+02
6.12          	6.000000e+02
6.13          	6.000000e+02
6.14          	6.000000e+02
6.15          	6.000000e+02
6.16          	6.000000e+02
6.17          	6.000000e+02
6.18          	6.000000e+02
6.19          	6.000000e+02
6.2           	6.000000e+02
6.21          	6.000000e+02
6.22          	6.000000e+02
6.23          	6.000000e+02
6.24          	6.000000e+02
6.25          	6.000000e+02
6.26          	6.000000e+02
6.27          	6.000000e+02
6.28          	6.000000e+02
6.29          	6.000000e+02
6.3           	6.000000e+02
6.31          	6.000000e+02
6.32          	6.000000e+02
6.33          	6.000000e+02
6.34          	6.000000e+02
6.35          	6.000000e+02
6.36          	6.000000e+02
6.37          	6.000000e+02
6.38          	6.000000e+02
6.39          	6.000000e+02
6.4           	6.000000e+02
6.41          	6.000000e+02
6.42          	6.000000e+02
6.43          	6.000000e+02
6.44          	6.000000e+02
6.45          	6.000000e+02
6.46          	6.000000e+02
6.47          	6.000000e+02
6.48          	6.000000e+02
6.49          	6.000000e+02
6.5           	6.000000e+02
6.51          	6.000000e+02
6.52          	6.000000e+02
6.53          	6.000000e+02
6.54          	6.000000e+02
6.55          	6.000000e+02
6.56          	6.000000e+02
6.57          	6.000000e+02
6.58          	6.000000e+02
6.59          	6.000000e+02
6.6           	6.000000e+02
6.61          	6.000000e+02
6.62          	6.000000e+02
6.63          	6.000000e+02
6.64          	6.000000e+02
6.65          	6.000000e+02
6.66          	6.000000e+02
6.67          	6.000000e+02
6.68          	6.000000e+02
6.69          	6.000000e+02
6.7           	6.000000e+02
6.71          	6.000000e+02
6.72          	6.000000e+02
6.73          	6.000000e+02
6.74          	6.000000e+02
6.75          	6.000000e+02
6.76          	6.000000e+02
6.77          	6.000000e+02
6.78          	6.000000e+02
6.79          	6.000000e+02
6.8           	6.000000e+02
6.81          	6.000000e+02
6.82          	6.000000e+02
6.83          	6.000000e+02
6.84          	6.000000e+02
6.85          	6.000000e+02
6.86          	6.000000e+02
6.87          	6.000000e+02
6.88          	6.000000e+02
6.89          	6.000000e+02
6.9           	6.000000e+02
6.91          	6.000000e+02
6.92          	6.000000e+02
6.93          	6.000000e+02
6.94          	6.000000e+02
6.95          	6.000000e+02
6.96          	6.000000e+02
6.97          	6.000000e+02
6.98          	6.000000e+02
6.99          	6.000000e+02
7             	6.000000e+02
7.01          	6.000000e+02
7.02          	6.000000e+02
7.03          	6.000000e+02
7.04          	6.000000e+02
7.05          	6.000000e+02
7.06          	6.000000e+02
7.07          	6.000000e+02
7.08          	6.000000e+02
7.09          	6.000000e+02
7.1           	6.000000e+02
7.11          	6.000000e+02
7.12          	6.000000e+02
7.13          	6.000000e+02
7.14          	6.000000e+02
7.15          	6.000000e+02
7.16          	6.000000e+02
7.17          	6.000000e+02
7.18          	6.000000e+02
7.19          	6.000000e+02
7.2           	6.000000e+02
7.21          	6.000000e+02
7.22          	6.000000e+02
7.23          	6.000000e+02
7.24          	6.000000e+02
7.25          	6.000000e+02
7.26          	6.000000e+02
7.27          	6.000000e+02
7.28          	6.000000e+02
7.29          	6.000000e+02
7.3           	6.000000e+02
7.31          	6.000000e+02
7.32          	6.000000e+02
7.33          	6.000000e+02
7.34          	6.000000e+02
7.35          	6.000000e+02
7.36          	6.000000e+02
7.37          	6.000000e+02
7.38          	6.000000e+02
7.39          	6.000000e+02
7.4           	6.000000e+02
7.41          	6.000000e+02
7.42          	6.000000e+02
7.43          	6.000000e+02
7.44          	6.000000e+02
7.45          	6.000000e+02
7.46          	6.000000e+02
7.47          	6.000000e+02
7.48          	6.000000e+02
7.49          	6.000000e+02
7.5           	6.000000e+02
7.51          	6.000000e+02
7.52          	6.000000e+02
7.53          	6.000000e+02
7.54          	6.000000e+02
7.55          	6.000000e+02
7.56          	6.000000e+02
7.57          	6.000000e+02
7.58          	6.000000e+02
7.59          	6.000000e+02
7.6           	6.000000e+02
7.61          	6.000000e+02
7.62          	6.000000e+02
7.63          	6.000000e+02
7.64          	6.000000e+02
7.65          	6.000000e+02
7.66          	6.000000e+02
7.67          	6.000000e+02
7.68          	6.000000e+02
7.69          	6.000000e+02
7.7           	6.000000e+02
7.71          	6.000000e+02
7.72          	6.000000e+02
7.73          	6.000000e+02
7.74          	6.000000e+02
7.75          	6.000000e+02
7.76          	6.000000e+02
7.77          	6.000000e+02
7.78          	6.000000e+02
7.79          	6.000000e+02
7.8           	6.000000e+02
7.81          	6.000000e+02
7.82          	6.000000e+02
7.83          	6.000000e+02
7.84          	6.000000e+02
7.85          	6.000000e+02
7.86          	6.000000e+02
7.87          	6.000000e+02
7.88          	6.000000e+02
7.89          	6.000000e+02
7.9           	6.000000e+02
7.91          	6.000000e+02
7.92          	6.000000e+02
7.93          	6.000000e+02
7.94          	6.000000e+02
7.95          	6.000000e+02
7.96          	6.000000e+02
7.97          	6.000000e+02
7.98          	6.000000e+02
7.99          	6.000000e+02
8             	6.000000e+02
8.01          	6.000000e+02
8.02          	6.000000e+02
8.03          	6.000000e+02
8.04          	6.000000e+02
8.05          	6.000000e+02
8.06          	6.000000e+02
8.07          	6.000000e+02
8.08          	6.000000e+02
8.09          	6.000000e+02
8.1           	6.000000e+02
8.11          	6.000000e+02
8.12          	6.000000e+02
8.13          	6.000000e+02
8.14          	6.000000e+02
8.15          	6.000000e+02
8.16          	6.000000e+02
8.17          	6.000000e+02
8.18          	6.000000e+02
8.19          	6.000000e+02
8.2           	6.000000e+02
8.21          	6.000000e+02
8.22          	6.000000e+02
8.23          	6.000000e+02
8.24          	6.000000e+02
8.25          	6.000000e+02
8.26          	6.000000e+02
8.27          	6.000000e+02
8.28          	6.000000e+02
8.29          	6.000000e+02
8.3           	6.000000e+02
8.31          	6.000000e+02
8.32          	6.000000e+02
8.33          	6.000000e+02
8.34          	6.000000e+02
8.35          	6.000000e+02
8.36          	6.000000e+02
8.37          	6.000000e+02
8.38          	6.000000e+02
8.39          	6.000000e+02
8.4           	6.000000e+02
8.41          	6.000000e+02
8.42          	6.000000e+02
8.43          	6.000000e+02
8.44          	6.000000e+02
8.45          	6.000000e+02
8.46          	6.000000e+02
8.47          	6.000000e+02
8.48          	6.000000e+02
8.49          	6.000000e+02
8.5           	6.000000e+02
8.51          	6.000000e+02
8.52          	6.000000e+02
8.53          	6.000000e+02
8.54          	6.000000e+02
8.55          	6.000000e+02
8.56          	6.000000e+02
8.57          	6.000000e+02
8.58          	6.000000e+02
8.59          	6.000000e+02
8.6           	6.000000e+02
8.61          	6.000000e+02
8.62          	6.000000e+02
8.63          	6.000000e+02
8.64          	6.000000e+02
8.65          	6.000000e+02
8.66          	6.000000e+02
8.67          	6.000000e+02
8.68          	6.000000e+02
8.69          	6.000000e+02
8.7           	6.000000e+02
8.71          	6.000000e+02
8.72          	6.000000e+02
8.73          	6.000000e+02
8.74          	6.000000e+02
8.75          	6.000000e+02
8.76          	6.000000e+02
8.77          	6.000000e+02
8.78          	6.000000e+02
8.79          	6.000000e+02
8.8           	6.000000e+02
8.81          	6.000000e+02
8.82          	6.000000e+02
8.83          	6.000000e+02
8.84          	6.000000e+02
8.85          	6.000000e+02
8.86          	6.000000e+02
8.87          	6.000000e+02
8.88          	6.000000e+02
8.89          	6.000000e+02
8.9           	6.000000e+02
8.91          	6.000000e+02
8.92          	6.000000e+02
8.93          	6.000000e+02
8.94          	6.000000e+02
8.95          	6.000000e+02
8.96          	6.000000e+02
8.97          	6.000000e+02
8.98          	6.000000e+02
8.99          	6.000000e+02
9             	6.000000e+02
9.01          	6.000000e+02
9.02          	6.000000e+02
9.03          	6.000000e+02
9.04          	6.000000e+02
9.05          	6.000000e+02
9.06          	6.000000e+02
9.07          	6.000000e+02
9.08          	6.000000e+02
9.09          	6.000000e+02
9.1           	6.000000e+02
9.11          	6.000000e+02
9.12          	6.000000e+02
9.13          	6.000000e+02
9.14          	6.000000e+02
9.15          	6.000000e+02
9.16          	6.000000e+02
9.17          	6.000000e+02
9.18          	6.000000e+02
9.19          	6.000000e+02
9.2           	6.000000e+02
9.21          	6.000000e+02
9.22          	6.000000e+02
9.23          	6.000000e+02
9.24          	6.000000e+02
9.25          	6.000000e+02
9.26          	6.000000e+02
9.27          	6.000000e+02
9.28          	6.000000e+02
9.29          	6.000000e+02
9.3           	6.000000e+02
9.31          	6.000000e+02
9.32          	6.000000e+02
9.33          	6.000000e+02
9.34          	6.000000e+02
9.35          	6.000000e+02
9.36          	6.000000e+02
9.37          	6.000000e+02
9.38          	6.000000e+02
9.39          	6.000000e+02
9.4           	6.000000e+02
9.41          	6.000000e+02
9.42          	6.000000e+02
9.43          	6.000000e+02
9.44          	6.000000e+02
9.45          	6.000000e+02
9.46          	6.000000e+02
9.47          	6.000000e+02
9.48          	6.000000e+02
9.49          	6.000000e+02
9.5           	6.000000e+02
9.51          	6.000000e+02
9.52          	6.000000e+02
9.53          	6.000000e+02
9.54          	6.000000e+02
9.55          	6.000000e+02
9.56          	6.000000e+02
9.57          	6.000000e+02
9.58          	6.000000e+02
9.59          	6.000000e+02
9.6           	6.000000e+02
9.61          	6.000000e+02
9.62          	6.000000e+02
9.63          	6.000000e+02
9.64          	6.000000e+02
9.65          	6.000000e+02
9.66          	6.000000e+02
9.67          	6.000000e+02
9.68          	6.000000e+02
9.69          	6.000000e+02
9.7           	6.000000e+02
9.71          	6.000000e+02
9.72          	6.000000e+02
9.73          	6.000000e+02
9.74          	6.000000e+02
9.75          	6.000000e+02
9.76          	6.000000e+02
9.77          	6.000000e+02
9.78          	6.000000e+02
9.79          	6.000000e+02
9.8           	6.000000e+02
9.81          	6.000000e+02
9.82          	6.000000e+02
9.83          	6.000000e+02
9.84          	6.000000e+02
9.85          	6.000000e+02
9.86          	6.000000e+02
9.87          	6.000000e+02
9.88          	6.000000e+02
9.89          	6.000000e+02
9.9           	6.000000e+02
9.91          	6.000000e+02
9.92          	6.000000e+02
9.93          	6.000000e+02
9.94          	6.000000e+02
9.95          	6.000000e+02
9.96          	6.000000e+02
9.97          	6.000000e+02
9.98          	6.000000e+02
9.99          	6.000000e+02
10            	6.000000e+02
